description,title,price,time_published,hotness,url,picture_url,editors_choice,uuid,time_modified,shipping,category
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171543"">Holly &amp; Martin Lydock Console Table</a> in Black for $104.38. (Select this option from ""Other sellers"" under the price info.) Opt for in-store <strong>pickup</strong> to drop the price to <strong>$99.68</strong>. That's the lowest price we could find by $18.",Holly & Martin Lydock Console Table,$100,2018-01-04T06:40:37-05:00,3,https://www.dealnews.com/Holly-Martin-Lydock-Console-Table-for-100-pickup-at-Walmart/2171543.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sjbub89gktbvmvk9axq3",,2171543,,pickup at Walmart,TABLES
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171501"">Fox River Sport Tab Lightweight Socks 2-Pack</a> in several colors (Purple pictured) for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $5 off list and the lowest price we could find. They're available in size M only.",Fox River Sport Tab Lightweight Socks 2-Pack,$7,2018-01-04T06:38:23-05:00,1,https://www.dealnews.com/Fox-River-Sport-Tab-Lightweight-Socks-2-Pack-for-7-pickup-at-REI/2171501.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv57l6knhmsragwzmgyf",,2171501,,pickup at REI,SOCKS
"X-Chef via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171486"">X-Chef Garlic Press Set</a> for <strong>$10.39</strong> with <strong>free shipping</strong>. That's the lowest price we could find by a buck. It includes the press, silicone tube roller, and a cleaning brush.",X-Chef Garlic Press Set,$10,2018-01-04T06:35:44-05:00,3,https://www.dealnews.com/X-Chef-Garlic-Press-Set-for-10-free-shipping-w-Prime/2171486.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zzgjgqln3quwld8wol5w",,2171486,,free shipping w/ Prime,KITCHEN
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171477"">Converse Women's Chuck Taylor Animal Print High Sneakers</a> for <strong>$22.48</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095529,2171477"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $43 off list and the lowest price we could find. They're available in sizes 5 to 10.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095532,2171477"">Converse Women's Chuck Taylor Ox Animal Print Low Sneakers</a> for <strong>$22.48</strong>. Pad your order as above to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $38 off list and the lowest price we could find. They're available in sizes 5 to 8.",Converse Women's Animal Hi or Low Sneakers,$22,2018-01-04T06:33:44-05:00,3,https://www.dealnews.com/Converse-Womens-Animal-Hi-or-Low-Sneakers-for-22-free-s-h-w-beauty-item/2171477.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nnrzp0o6ld2fa6dobk5d",,2171477,,free s&h w/beauty item,SHOES
"For in-store pickup only, Advance Auto Parts takes <strong>30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171300"">car batteries</a> via coupon code ""EM308A"". (The coupon may apply automatically.) A $50 maximum savings applies. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2750/Advance-Auto-Parts/"">Advance Auto Parts Coupons</a>.</p>",Car Batteries at Advance Auto Parts,30% off,,5,https://www.dealnews.com/Car-Batteries-at-Advance-Auto-Parts-30-off/2171300.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gqz5lisxoxh9oiapv03m",,2171300,2018-01-04T10:08:28-05:00,,AUTOMOTIVE
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171531"">Big Agnes mtnGLO Light Accessory Kit</a> in Black for <strong>$27.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $12. It includes a 100"" strand of LED lights. Three AAA batteries are required (not included).",Big Agnes mtnGLO Light Accessory Kit,$28,2018-01-04T06:24:16-05:00,2,https://www.dealnews.com/Big-Agnes-mtn-GLO-Light-Accessory-Kit-for-28-pickup-at-REI/2171531.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c526bsb5zr57geukd3ed",,2171531,,pickup at REI,CAMPING & OUTDOORS
"Sunvalley Brands via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171456"">TaoTronics Car Phone Mount for CD Player Slot</a> for $10.99. Clip the coupon on the product page to drop the price to <strong>$4.40</strong>. (Click ""1 Applicable Promotion"" to clip the coupon; you will see this price reflected at final checkout.) With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $9. It accommodates devices 2"" to 4"" wide and features 360° rotation, a nonslip silicone pad, and side mounted release button.",TaoTronics Car Phone Mount for CD Player Slot,$4,2018-01-04T06:24:12-05:00,3,https://www.dealnews.com/Tao-Tronics-Car-Phone-Mount-for-CD-Player-Slot-for-4-free-shipping/2171456.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aj0xetnzot2sgfracwuo",,2171456,,free shipping,AUTOMOTIVE
"Dynamic H&B via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171519"">Dynamic H&amp;B Women's Babydoll Lingerie Set</a> in Black for $12.99. Coupon code ""Q53XKOHL"" drops it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's a buck under last month's mention, $23 off list, and the lowest price we could find. It's available in sizes S to XXL. Deal ends March 31.",Dynamic H&B Women's Babydoll Lingerie Set,$7,2018-01-04T06:21:02-05:00,4,https://www.dealnews.com/Dynamic-H-B-Womens-Babydoll-Lingerie-Set-for-7-free-shipping-w-Prime/2171519.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbyvodbcyfm6yj1nxhok",,2171519,,free shipping w/ Prime,INTIMATES
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171510"">Bludio Turbine 3 Extra Bass Bluetooth Headphones</a> in Black, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095550,2171510"">Gold</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095553,2171510"">Red</a>, for $39.99. Coupon code ""7JU9XPET"" cuts the price to <b>$29.99</b>. With <b>free shipping</b>, that's tied with our mention from last February and the lowest price we could find by $20. Features include 57mm drivers, a 15Hz to 25kHz frequency response, and range of up to 33 feet. Deal ends March 31.",Bludio Turbine 3 Bluetooth Headphones,$30,2018-01-04T06:17:24-05:00,3,https://www.dealnews.com/Bludio-Turbine-3-Bluetooth-Headphones-for-30-free-shipping/2171510.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w2wknkqwuzlesfualyqn",,2171510,,free shipping,HEADPHONES
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171513"">Marmot Urban Hauler Medium Pack</a> in Fragment Camo/Brown Moss for <strong>$21.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $23.",Marmot Urban Hauler Medium Pack,$22,2018-01-04T06:06:36-05:00,3,https://www.dealnews.com/Marmot-Urban-Hauler-Medium-Pack-for-22-pickup-at-REI/2171513.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d5hspxklfstekrltio2d",,2171513,,pickup at REI,BACKPACKS
"Target offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171495"">three Cottonelle Ultra Comfort Care Toilet Paper Double Roll 36-Count Packs</a> (108 total) for <strong>$38.42</strong> with <strong>free shipping</strong> via the steps below. That's $0.36 per roll and the lowest price we could find by $20. Deal ends January 6. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095541,2171495"">Cottonelle Ultra Comfort Care Toilet Paper Double Roll 36-Count Pack</a> for $16.99
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095544,2171495"">add three</a> for an in-cart price of $40.97
 </li>
 <li>subscribe for a final price of <strong>$38.42</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription once it ships to avoid being billed for subsequent shipments.",108 Cottonelle Toilet Paper Double Rolls,$38,,4,https://www.dealnews.com/108-Cottonelle-Toilet-Paper-Double-Rolls-for-38-free-shipping/2171495.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/klqw2emotfv6oknmavnq",True,2171495,2018-01-04T11:32:28-05:00,free shipping,BED & BATH
"Pisen Electronics via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171504"">Pisen 10,000mAh LED Dual-USB Portable Battery Pack</a> in several colors (Silver pictured) for $23.99. Coupon code ""3YXAYFO7"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago and the lowest price we could find by $2. It features a 3-digit LED battery level indicator, dual USB smart-charging ports (with 2.4-amp total output), and aluminum alloy shell. Deal ends January 8.","Pisen 10,000mAh LED Dual-USB Power Bank",$18,2018-01-04T06:00:29-05:00,2,https://www.dealnews.com/Pisen-10-000-m-Ah-LED-Dual-USB-Power-Bank-for-18-free-shipping-w-Prime/2171504.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fxuensbnf9xsaiohbjcd",,2171504,,free shipping w/ Prime,PORTABLE POWER BANKS
"For in-store pickup only, and for its MyLowe's members only, Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171498"">Stanley 32-Piece Screwdriver Bit Set</a> for $9.98. In-cart, that drops to <strong>$8.98</strong>. That's $11 off list and the lowest price we could find. It includes a ratcheting wrench with a 5 degree arc swing.<br>
<br>
Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095547,2171498"">sign up</a>.",Stanley 32-Piece Screwdriver Bit Set,$9 w/ MyLowe's membership,2018-01-04T05:57:00-05:00,3,https://www.dealnews.com/Stanley-32-Piece-Screwdriver-Bit-Set-for-9-w-My-Lowes-membership-pickup-at-Lowes/2171498.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/niswaphigyodpbn4nocn",,2171498,,pickup at Lowe's,HAND TOOLS
"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171474"">ThermaGear Men's Heated Gloves with two Heat Packs</a> for <strong>$8.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. They feature non-slip palms, smartphone touch fingertips, and built in heat zones for eight hours warmth. They're available in sizes L and XL. Deal ends today.",ThermaGear Men's Heated Gloves w/2 Heat Packs,$8,,5,https://www.dealnews.com/Therma-Gear-Mens-Heated-Gloves-w-2-Heat-Packs-for-8-free-shipping/2171474.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dwcl3ahndgbq6q8udl2e",,2171474,2018-01-04T11:16:46-05:00,free shipping,ACCESSORIES
"As one of its daily deals, Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171489"">PNY 120GB CS900 Serial ATA 6Gb/s 2.5"" Internal SSD</a> for $49.99. Coupon code ""EMCSPEPS3"" cuts the price to <strong>$45.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $4. It features read speeds up to 515MB/s and write speeds up to 490MB/s. Deal ends today.","PNY 120GB SATA 6Gbps 2.5"" Internal SSD",$46,2018-01-04T05:43:28-05:00,2,https://www.dealnews.com/PNY-120-GB-SATA-6-Gbps-2.5-Internal-SSD-for-46-free-shipping/2171489.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jys6kayzdvyyncmhrtge",,2171489,,free shipping,INTERNAL HARD DRIVES
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171492"">Atkins Endulge Treat Caramel Nut Chew Bar 10-Count Box</a> for <strong>$6.33</strong> with <strong>free shipping</strong>, via the directions below. That's a buck under our November mention and around $4 under what you'd pay at a local store. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171492"">Atkins Endulge Treat Caramel Nut Chew Bar 10-Count Box</a> for $9.75
 </li>
 <li>clip the 30% off coupon on the product page
 </li>
 <li>check out with Subscribe &amp; Save for a final price of <strong>$6.33</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.",Atkins Endulge Treat Caramel Nut Bar 10pk,$6,2018-01-04T05:42:29-05:00,3,https://www.dealnews.com/Atkins-Endulge-Treat-Caramel-Nut-Bar-10-pk-for-6-free-shipping/2171492.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqcdpjspnk9remumvrps",,2171492,,free shipping,GROCERIES
"Natrogix via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171483"">Natrogix Omega-3 Fish Oil 3,000mg 180-Softgel Bottle</a> for $19.99. Coupon code ""FISH40OF"" cuts it to <b>$11.99</b>. Plus, Prime members qualify for <b>free shipping</b>. That's tied with our mention from two weeks ago and $8 under the lowest price we could find for a similar supplement anywhere. Each serving provides 3,000mg of fish oil with 2,000 mg of omega-3s. It's USA-made, non-GMO, and procured from deep ocean wild fish, not farm-raised fish. Deal ends January 10.","Natrogix Omega-3 Fish Oil 3,000mg 180-Count",$12,2018-01-04T05:40:54-05:00,3,https://www.dealnews.com/Natrogix-Omega-3-Fish-Oil-3-000-mg-180-Count-for-12-free-shipping-w-Prime/2171483.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ore2hffvlj5x3vrlivuy",,2171483,,free shipping w/ Prime,SUPPLEMENTS
"Dick's Sporting Goods discounts a selection of Fitness Gear kettlebells, as listed below. Plus, each item bags <strong>free shipping</strong>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171480"">Fitness Gear Pro 10-lb. Kettlebell</a> for <strong>$8.99</strong> ($3 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095535,2171480"">Fitness Gear Pro 15-lb. Kettlebell</a> for <strong>$13.49</strong> ($5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095538,2171480"">Fitness Gear Pro 20-lb. Kettlebell</a> for <strong>$17.99</strong> ($6 off)
 </li>
</ul>",Fitness Gear Kettlebells at Dick's,from $9,2018-01-04T05:28:50-05:00,3,https://www.dealnews.com/Fitness-Gear-Kettlebells-at-Dicks-from-9-free-shipping/2171480.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l7h49yz4o9uel8etk2jo",,2171480,,free shipping,EXERCISE EQUIPMENT
