editors_choice,url,description,picture_url,time_modified,time_published,uuid,shipping,hotness,category,title,price
True,https://www.dealnews.com/Little-Nightmares-for-Xbox-One-for-10-w-XBL-Gold/2169392.html,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169392"">Little Nightmares for Xbox One</a> for <b>$10</b>. That's the lowest price we could find by $10. Deal ends January 5.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090339,2169392"">Little Nightmares: The Complete Edition for Xbox One</a> is also available for <b>$17.99</b> for Xbox Live Gold members. That's the best deal we could find by $2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/trbu66ytfx8rjkimhg7i",2018-01-01T17:16:04-05:00,,2169392,,3,GAMES,Little Nightmares for Xbox One,$10 w/ XBL Gold
,https://www.dealnews.com/Swiss-Gear-Scan-Smart-Laptop-Backpack-from-35-pickup-at-Sams-Club/2169155.html,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169155"">SwissGear ScanSmart Laptop Backpack</a> for <strong>$34.98</strong>. (Non-members pay a $3.49 surcharge.) Opt for in-store <strong>pickup</strong> to dodge the $5.41 shipping charge. That's $17 under the lowest price we could find for a similar model elsewhere. It features a shoulder phone pocket, organizer pocket, water bottle pocket, sunglasses pocket, and padded 17"" laptop compartment. Deal ends January 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/el4uezxydg9az3irizlf",2018-01-01T15:01:08-05:00,,2169155,pickup at Sam's Club,3,LAPTOP BAGS,SwissGear ScanSmart Laptop Backpack,from $35
,https://www.dealnews.com/Proxelle-Portable-Waterproof-Wireless-Speaker-for-17-free-shipping-w-Prime/2169389.html,"Proxelle via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169389"">Proxelle Portable Waterproof Wireless Speaker</a> in Green for $24.99. Coupon code ""67JJC5GA"" cuts it to <strong>$17.49</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $14. It features IP67 rated water proofing, 33-foot range, Bluetooth 4.0, hands free calling, and a 10-hour playtime. Deal ends April 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i5ebaounp6n8bbkjcpi5",2018-01-01T14:59:25-05:00,,2169389,free shipping w/ Prime,3,PORTABLE SPEAKERS,Proxelle Portable Waterproof Wireless Speaker,$17
,"https://www.dealnews.com/lw/click.html?20,2,2168615","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168615"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089688,2168615"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",,2017-12-31T00:01:00-05:00,2168615,,,CREDIT CARDS,Chase Freedom Unlimited® Card,Earn a $150 bonus
,https://www.dealnews.com/features/what-to-buy-in-january/,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",,2018-01-01T08:00:01-05:00,2165831,,,WHAT TO BUY IN JANUARY,8 Things to Buy in January (and 3 Things to Wait On),
,https://www.dealnews.com/Tacklife-12-V-Li-Ion-Cordless-Drill-Driver-for-39-free-shipping/2169386.html,"TacklifeDirect via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169386"">Tacklife 12-volt Lithium-Ion Cordless Drill/Driver Kit</a> for $45.97. Coupon code ""2NPHPHCG"" cuts it to <strong>$39.07</strong>. With <strong>free shipping</strong>, that's $3 under our mention from last November and the lowest price we could find by $14 today. It comes with six drill bits, six driver bits, extension bit holder, charger, and carrying case. Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vvacg23x7pitlv3lrjtk",2018-01-01T14:58:26-05:00,,2169386,free shipping,3,POWER TOOLS,Tacklife 12V Li-Ion Cordless Drill/Driver,$39
,https://www.dealnews.com/Mans-Search-for-Meaning-Kindle-eBook-for-2/2169383.html,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169383"">Viktor E. Frankl's <i>Man's Search for Meaning</i> Kindle eBook</a> for <strong>$1.99</strong>. (Barnes & Noble charges the same for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090309,2169383"">Nook version</a>.) That's $11 less than the best price we could find for a physical copy.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpddnxhhfbgybyuydnd2",2018-01-01T14:57:38-05:00,,2169383,,3,EBOOKS,Man's Search for Meaning Kindle eBook,$2
,https://www.dealnews.com/Tacklife-Pocket-Folding-Knife-for-4-free-shipping-w-Prime/2169380.html,"TacklifeDirect via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169380"">Tacklife FK02 Pocket Folding Knife</a> for $8.97. Coupon code ""9Z3ZV4QV"" cuts it to <strong>$4.48</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. It measures 4.7"" when closed and features a textured handle and a belt clip. Deal ends January 4.<br>
<br>
Note: the same code as above drops the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090303,2169380"">Tacklife FK04 Pocket Folding Knife</a> to <strong>$4.98</strong> or the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090306,2169380"">Tacklife FK03 Pocket Folding Knife</a> to <strong>$5.49</strong>, both with <strong>free shipping</strong> for Prime members.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vstekzvbirdpmtcama5y",2018-01-01T17:31:56-05:00,,2169380,free shipping w/ Prime,4,KNIVES & MULTITOOLS,Tacklife Pocket Folding Knife,$4
,https://www.dealnews.com/Champion-Sports-Medicine-Ball-Tree-for-40-free-shipping/2169374.html,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169374"">Champion Sports Medicine Ball Tree</a> for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It holds up to five medicine balls and measures 15"" x 11"" x 52"". Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ehsjnplbaoiticgmv3ei",2018-01-01T14:56:51-05:00,,2169374,free shipping,3,SPORTS & FITNESS,Champion Sports Medicine Ball Tree,$40
,https://www.dealnews.com/Alpine-Swiss-Mens-Niko-Down-Jacket-for-25-free-shipping/2169377.html,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169377"">Alpine Swiss Men's Niko Down Jacket</a> in Green for <strong>$24.99</strong> with <strong>free shipping</strong>. That's tied with our mention from November and the lowest price we could find by $6 today. It's available in sizes S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tzbvc0sbqma9ftdg38cm",2018-01-01T17:01:43-05:00,,2169377,free shipping,5,COATS,Alpine Swiss Men's Niko Down Jacket,$25
,https://www.dealnews.com/features/Items-That-Will-Be-Less-Expensive-in-2018/,"Gear up for 2018 shopping, because all of these <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Items-That-Will-Be-Less-Expensive-in-2018/"">products are likely to cost less this year</a>. Get ready to shop for 4K TVs, VR headsets, used cars, and more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dv1yhxejy53h6qsoplfc",,2018-01-01T07:00:01-05:00,2167511,,,CONSUMER NEWS,8 Things That Will Be LESS Expensive in 2018,
,https://www.dealnews.com/Kobalt-19-Piece-SAE-Mechanics-Tool-Set-for-20-free-shipping/2169368.html,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169368"">Kobalt 19-Piece SAE Mechanic's Tool Set</a> for <b>$19.98</b>. Plus, MyLowe's members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090285,2169368"">join</a>.) That's tied with last week's mention and the lowest price we could find today by $44. It includes 16 common shallow and deep SAE sockets, a ratchet, extension, universal joint, and blow-molded case.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/auzzzl3mavnudekppd64",2018-01-01T17:01:27-05:00,,2169368,free shipping,5,HAND TOOLS,Kobalt 19-Piece SAE Mechanic's Tool Set,$20
,https://www.dealnews.com/Energy-Diet-Products-at-Amazon-30-off-from-12-free-shipping-w-Prime/2169371.html,"As one of its daily deals, Amazon cuts <strong>30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090300,2169371"">Energy &amp; Diet Products</a>, with prices starting at <strong>$11.93</strong>. (Some feature additional discounts via on-page coupons or Subscribe & Save.) Plus, Prime members bag <strong>free shipping</strong> on all orders. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090297,2169371"">Cellucor C4 Original Pre Workout Powder Energy Drink</a> for <strong>$11.93</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169371"">Optimum Nutrition Pre-Workout 30 Servings Tub</a> <strong>$16.62</strong> (pictured, low by $14)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtswwmpy3jtrihrsatoa",2018-01-01T17:30:55-05:00,,2169371,free shipping w/ Prime,4,SUPPLEMENTS,Energy & Diet Products at Amazon,"30% off, from $12"
,https://www.dealnews.com/Verizon-Fios-Just-Stream-It-Bundle-for-50-month/2168594.html,"At Verizon, you can sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168594"">Verizon Fios Just Stream It Bundle</a> for <strong>$49.99 per month</strong>. This bundle includes Fios TV Local bundled with Fios 50/50 Mbps Internet and your choice of one premium movie channel for three months. Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",,2018-01-01T00:01:00-05:00,2168594,,,COMPUTER SERVICES,Verizon Fios Just Stream It Bundle,$50/month
,https://www.dealnews.com/Fitness-Equipment-at-Amazon-Deals-from-8-free-shipping-w-Prime/2169365.html,"As one of its daily deals, Amazon offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090288,2169365"">fitness equipment</a>, with prices starting from <strong>$8.49</strong>. Plus, Prime members receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090291,2169365"">Harbinger 24x60"" Tri-Fold Exercise Mat</a> for <strong>$23.99</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169365"">Lifeline Power Wheel</a> for <strong>$37.49</strong> (pictured, low by $2, most charge $44+)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ecsunhpzedmyhchck6w1",2018-01-01T17:01:09-05:00,,2169365,free shipping w/ Prime,5,EXERCISE EQUIPMENT,Fitness Equipment at Amazon,Deals from $8
,https://www.dealnews.com/Hanes-Clearance-Sale-Up-to-75-off-free-shipping/2169359.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169359"">Hanes</a> cuts <strong>up to 75% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090273,2169359"">clearance items</a>. Plus, all orders receive <b>free shipping</b>. (Shipping normally adds $7.99 for all orders under $60.) Sizes and stock are limited for some items.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s82wyka3nr49pnet4ort",2018-01-01T17:00:41-05:00,,2169359,free shipping,5,CLOTHING & ACCESSORIES,Hanes Clearance Sale,Up to 75% off
,https://www.dealnews.com/Gaiam-Muse-The-Brain-Sensing-Headband-for-190-free-shipping/2169362.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169362"">Gaiam Muse: The Brain Sensing Headband</a> in Black or White for <strong>$189.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090276,2169362"">Gaiam</a> direct charges the same.) That's tied with last week's mention as $60 off list and the lowest price we could find. It works with the Muse app (available on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090279,2169362"">iOS</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090282,2169362"">Android</a> devices) to calm your mind and deliver feedback.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqzoum3czcnqlqabxty2",2018-01-01T17:41:47-05:00,,2169362,free shipping,3,EXERCISE EQUIPMENT,Gaiam Muse: The Brain Sensing Headband,$190
,https://www.dealnews.com/Bioworld-Mens-Onesies-and-Pajama-Sets-from-12-free-s-h-w-beauty-item/2169356.html,"Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090270,2169356"">Bioworld Men's Onesies and Pajama Sets</a>, with prices starting form <b>$11.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090261,2169356"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090264,2169356"">Bioworld Men's Glow-In-The-Dark Skeleton Onesie Costume</a> for <b>$15.93</b> ($24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169356"">Bioworld Men's Shark Onesie Costume</a> for <strong>$15.99</strong> (pictured, $24 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zd14u9a1jpnvdy27qoih",2018-01-01T17:00:29-05:00,,2169356,free s&h w/beauty item,5,SLEEP & LOUNGE,Bioworld Men's Onesies and Pajama Sets,from $12
,https://www.dealnews.com/Saucony-Running-Shoes-at-Woot-54-to-73-off-from-40-5-s-h/2169350.html,"As one of its daily deals, Woot takes <strong>54% to 73% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090267,2169350"">Saucony men's and women's running shoes</a>. Shipping adds <strong>$5</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169350"">Saucony Men's Hurricane ISO 2 Running Shoes</a> for <strong>$42.99</strong> (pictured, low by $17)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090255,2169350"">Saucony Men's Breakthru 3 Running Shoes</a> for <strong>$44.99</strong> (low by $20)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mlrjyghkkzlznursscsl",2018-01-01T17:29:51-05:00,,2169350,$5 shipping,4,SHOES,Saucony Running Shoes at Woot,"54% to 73% off, from $40"
True,https://www.dealnews.com/ALC-Connect-Plus-Home-Business-Security-for-119-5-s-h/2169353.html,"As one of its daily deals, Meh offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169353"">ALC Connect Plus Complete Home/Business Security</a> for <s>$115</s> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $120. It includes a 1080p WiFi pan/tilt camera, control hub, two door/window sensors, two remote controls, two power switches, and a motion detector. Deal ends today.<br>
<br>
<i>Update</i>: The price has increased to <strong>$119</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oejyenqlkxbc0cetuayl",2018-01-01T17:15:46-05:00,,2169353,$5 shipping,3,HOME SECURITY,ALC Connect Plus Home/Business Security,$119
True,https://www.dealnews.com/Used-Insignia-12-32-GB-Tablet-w-Keyboard-for-65-free-shipping/2169347.html,"As one of its daily deals, A4C offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169347"">Insignia Flex 11.6"" 32GB WiFi Tablet with Keyboard</a> for <strong>$64.95</strong> with <strong>free shipping</strong>. That's $129 under the best we could find for a new one. It features an Intel Atom x5 Z8300 quad-core processor, 11.6"" 1280x800 touchscreen, 32GB storage, front- and rear-facing cameras, 802.11n wireless, Bluetooth 4.0, micro USB, and Windows 10. Deal ends today.<br>
<br>
Note: It may contain heavy signs of use including scratches and dents and includes the A4C 30-day ""just because"" return policy.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/osqg7jutb5maz4ep5rxd",2018-01-01T17:14:40-05:00,,2169347,free shipping,4,TABLETS,"Used Insignia 12"" 32GB Tablet w/ Keyboard",$65
True,https://www.dealnews.com/Vidpro-Mini-LED-Video-Light-Kit-for-16-free-shipping/2169341.html,"As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169341"">Vidpro Mini LED Video Light Kit</a> for <strong>$15.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9. It features IP65 water resistance, daylight balanced output, 4-step dimming, integrated lithium-ion battery, two 1/4""-20 threaded mounting holes, and a cold shoe mounting foot. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ssl1s3dsqluhpblrxgb5",2018-01-01T17:14:21-05:00,,2169341,free shipping,3,CAMERA ACCESSORIES,Vidpro Mini LED Video Light Kit,$16
True,https://www.dealnews.com/Agloves-Unisex-Polar-Sport-Gloves-for-13-free-shipping/2169344.html,"As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169344"">Agloves Unisex Polar Sport Gloves</a> for <strong>$12.99</strong> with <strong>free shipping</strong>. That's $2 under last month's mention and the lowest price we've seen. (It's the best today by $7.) These fleece-lined gloves feature touchscreen functionality for all 10 fingers and are available in sizes S to XL. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qed6m68frhbhy5cl3phy",2018-01-01T17:14:13-05:00,,2169344,free shipping,4,ACCESSORIES,Agloves Unisex Polar Sport Gloves,$13
,https://www.dealnews.com/John-Wick-4-K-on-Blu-ray-DVD-Digital-HD-for-10-free-shipping-w-Prime/2169338.html,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169338"">John Wick 4K on Blu-ray / DVD / Digital HD</a> for <b>$10</b> with <b>free shipping</b>. That's $4 under last March's mention and the lowest price we could find by $4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uur0is5wjivbgmpa7uz9",2018-01-01T14:56:41-05:00,,2169338,free shipping w/ Prime,3,BLU-RAY DISC MOVIES,John Wick 4K on Blu-ray / DVD / Digital HD,$10
,https://www.dealnews.com/Proxelle-Flat-Panel-32-to-70-TV-Mount-for-32-free-shipping/2169335.html,"Proxelle via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169335"">Proxelle Flat Panel TV Mount for 32"" to 70"" TVs</a> for $45.99. Coupon code ""67JJC5GA"" cuts the price to <strong>$32.19</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $7. It features a 110-lb. capacity, -3° to 12° tilt, and 180° swivel. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vgtyd9rqw5tuuesvhlhe",2018-01-01T14:56:33-05:00,,2169335,free shipping,3,TV WALL MOUNTS,"Proxelle Flat Panel 32"" to 70"" TV Mount",$32
,https://www.dealnews.com/Vatos-Remote-Control-Car-for-25-free-shipping/2169332.html,"Vatos Toys via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169332"">Vatos Remote Control Car</a> for $49.99. Coupon code ""F2JE5N9O"" cuts it to <strong>$24.99</strong>. With <strong>free shipping</strong>, that's a $2 drop from two weeks ago and the lowest price we could find. It features a 164-foot range, 9 mph top speed, 15 minute playing time on full charge, and 180-minute charge time. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w9cj9uef0oq68b6f47zv",2018-01-01T14:55:09-05:00,,2169332,free shipping,3,TOYS & HOBBIES,Vatos Remote Control Car,$25
True,https://www.dealnews.com/Crest-Toothpaste-at-Walgreens-from-1-pickup/2169329.html,"For its Balance Reward members, Walgreens offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169329"">Crest toothpaste</a> from $2.99. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090249,2169329"">join</a>.) Clip the $2 off coupon to drop starting prices to <strong>99 cents</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $2 under what you'd pay at other retail stores. Deal ends January 27.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bocy5xkpwxtb74e3w62t",2018-01-01T17:13:50-05:00,,2169329,pickup,4,TOOTHPASTE,Crest Toothpaste at Walgreens,from $1
True,https://www.dealnews.com/Dillards-Permanently-Reduced-Items-Extra-50-off/2169323.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169323"">Dillard's</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090243,2169323"">permanently-reduced items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090246,2169323"">New Year's Day Clearance Event</a>. (Prices are as marked.) That's tied with our Black Friday week mention as the best extra percent-off discount we've seen from Dillard's. Shipping starts at <strong>$8.50</strong>. Choose from items such as apparel, lingerie, handbags, shoes, and home goods.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ti7nirc5uaf0gfxozooj",2018-01-01T16:59:56-05:00,,2169323,,5,CLOTHING & ACCESSORIES,Dillard's Permanently-Reduced Items,Extra 50% off
,https://www.dealnews.com/Steve-Madden-Solid-Classic-Sport-Backpack-for-16-8-s-h/2169326.html,"Nordstrom Rack offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169326"">Steve Madden Solid Classic Sport Backpack</a> in Olive for <strong>$15.75</strong> plus <strong>$7.95</strong> for shipping. That's the lowest price we could find by $16. It measures 17"" x 11"" x 5"" and features dual, adjustable padded shoulder straps, front zip storage pocket, front zip around pocket, top zip stash pocket, and earphone cord eyelet.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wckv8djgqj4t9zmunlon",2018-01-01T14:54:47-05:00,,2169326,$8 shipping,3,BACKPACKS,Steve Madden Solid Classic Sport Backpack,$16
