title,shipping,editors_choice,uuid,url,description,price,category,picture_url,time_published,hotness,time_modified
Bank of America® Cash Rewards Credit Card,,,2167598,"https://www.dealnews.com/lw/click.html?20,2,2167598","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167598"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",$150 cash rewards offer,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",,,2017-12-28T12:39:27-05:00
Elite Dangerous: Legendary Ed. for PS4/XB1,pickup at GameStop,True,2168120,https://www.dealnews.com/Elite-Dangerous-Legendary-Ed.-for-PS4-XB1-for-20-pickup-at-Game-Stop/2168120.html,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168120"">Elite Dangerous: Legendary Edition for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088074,2168120"">Xbox One</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last month's mention and the lowest price we could find by at least $25. It includes the base game and the Horizons season pass.",$20,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdxvjl8jsce6xxmapcam",,3,2017-12-29T15:23:31-05:00
Victoria's Secret Semi-Annual Sale,free shipping w/ $100,,2168114,https://www.dealnews.com/Victorias-Secret-Semi-Annual-Sale-25-to-60-off-free-shipping-w-100/2168114.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168114"">Victoria's Secret</a> takes <strong>25% to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088068,2168114"">items</a> in its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088071,2168114"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <strong>$8</strong>, or bag free shipping on orders of $100 or more. Bras start from <strong>$9.99</strong>, panties from <strong>$3.99</strong>, and sportswear from <strong>$12.99</strong>.",25% to 60% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hu9zx2rnb68d2zxssjt0",,4,2017-12-29T14:58:17-05:00
Samples w/ $2 Amazon Credit,free shipping,True,2168111,https://www.dealnews.com/Samples-w-2-Amazon-Credit-for-2-w-Prime-free-shipping/2168111.html,"For Prime members only, Amazon offers a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168111"">samples bundled with $2 Amazon Credit</a> for <strong>$2 each</strong> with <strong>free shipping</strong>. Assuming you'll spend the credit, that essentially makes these samples free. Save on toothpaste, groceries, beauty items, and more.",$2 w/ Prime,AMAZON COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zduoyf837xc2bzhmurfl",,5,2017-12-29T15:12:49-05:00
"Pisen 2,500mAh Power Bank",free shipping w/ Prime,,2168108,https://www.dealnews.com/Pisen-2-500-m-Ah-Power-Bank-for-6-w-25-purchase-free-shipping-w-Prime/2168108.html,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168108"">Pisen 2,500mAh Portable Battery Pack</a> in Pink for $8.99. Coupon code ""NW6EHLIS"" cuts the price to <strong>$5.93</strong>. With <strong>free shipping</strong>, that's $3 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 8.<br>
<br>
Note: This item is part of Amazon's ""Add-on Program""; it can only be purchased with an order of $25 or more.",$6 w/ $25 purchase,PORTABLE POWER BANKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/et9e7ivkpndkjfbciowi",2017-12-29T07:14:54-05:00,1,
VIDEO: Our Champagne Taste Test Finds the Best Bubbles for Your Buck!,,,2158745,https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html,"Nothing says ""Happy new year"" like the popping of a cork, but are there any sparkling wines that are good <i>and</i> a good price? <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/VIDEO-Best-Bubbles-for-Your-Buck-Champagne-Taste-Test/938817.html"">Find out in our video taste test!</a>",,BUYING GUIDES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wdwjwfbmtl2kr9c0ffjb",2017-12-29T07:00:01-05:00,,
Dr.meter 16.5-Foot 2MP Endoscope,free shipping,,2168090,https://www.dealnews.com/Dr.meter-16.5-Foot-2-MP-Endoscope-for-19-free-shipping/2168090.html,"ThousandShores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168090"">Dr.meter 16.5-Foot Endoscope</a> for $29.99. Coupon code ""33D3WOUF"" cuts the price to <strong>$19</strong>. With <strong>free shipping</strong>, that's $11 off list and the lowest price we could find. It features an 8mm 2-megapixel camera, eight dimmable LEDs, semi-rigid cable, mirror, magnet, and hook. Deal ends December 31.",$19,CELL PHONE ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v2spqjzcrlvqfaewnzsi",,3,2017-12-29T12:08:55-05:00
Tenergy Bluetooth Digital Meat Thermometer,free shipping,,2168096,https://www.dealnews.com/Tenergy-Bluetooth-Digital-Meat-Thermometer-for-59-free-shipping/2168096.html,"Tenergy via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168096"">Tenergy Bluetooth Digital Meat Thermometer</a> for $69.99. Coupon code ""4SOS5JCE"" cuts it to <strong>$59.49</strong>. With <strong>free shipping</strong>, that's $11 off and the lowest price we could find. It features six channels, six probes, an LCD display, and readings via the Solis Thermo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088056,2168096"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088059,2168096"">Android</a> (to a 100-foot range). Deal ends December 31.",$59,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hgatgkfpaanxhmgtxnwz",,3,2017-12-29T12:07:41-05:00
"Pisen Easy Power 10,000mAh Portable Charger",free shipping w/ Prime,,2168054,https://www.dealnews.com/Pisen-Easy-Power-10-000-m-Ah-Portable-Charger-for-10-free-shipping-w-Prime/2168054.html,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168054"">Pisen Easy Power 10,000mAh Portable Charger</a> in White for $15.99. Coupon code ""WSX7WHRL"" cuts the price to <strong>$9.91</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It includes a micro USB cable. Deal ends January 10.",$10,CELL PHONE CHARGERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xv0k4dmk1nbabq5lxtg2",,3,2017-12-29T12:06:41-05:00
Home Depot Overstock Sale,free shipping w/ $45,,2168093,https://www.dealnews.com/Home-Depot-Overstock-Sale-Up-to-75-off-free-shipping-w-45/2168093.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168093"">Home Depot</a> takes <b>up to 75% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088053,2168093"">overstock items</a>, with prices starting at <strong>$5.99</strong>. Shipping starts at <strong>$5.99</strong>, but select items and orders of $45 or more qualify for free shipping. (Some oversized items may incur additional fees; in-store pickup is also available for many items.) Discounted items include decor, bathroom items, lighting, furniture, and more.",Up to 75% off,HOME & GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t4ri2iy3xr4frght7n3w",,5,2017-12-29T15:12:29-05:00
SiriusXM 6-Month Subscriptions,,,2168480,https://www.dealnews.com/Sirius-XM-6-Month-Subscriptions-for-30/2168480.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168480"">SiriusXM</a> offers your choice of a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089442,2168480"">SiriusXM 6-Month Select Package</a> or a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089445,2168480"">SiriusXM 6-Month Streaming Package</a> for <strong>$30</strong>. You'll need to cancel before the six months is over unless you want to renew at $15.99/month.",$30,MUSIC,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nonoj6uneng7s7worenq",2017-12-29T15:26:53-05:00,,
Dr.meter Pepper and Salt Grinder,free shipping w/ Prime,,2168087,https://www.dealnews.com/Dr.meter-Pepper-and-Salt-Grinder-for-12-free-shipping-w-Prime/2168087.html,"Thousandshores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168087"">Dr.meter Pepper and Salt Grinder</a> for $16.99. Coupon code ""6UILVIOA"" cuts it to <strong>$12</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. It features Each grinder features a ceramic rotor with manual coarseness adjustment. Deal ends December 31.",$12,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xho9hrncus3do9so9ypg",,4,2017-12-29T14:56:35-05:00
Depstech 16.5-Foot Wireless Endoscope,free shipping,,2168084,https://www.dealnews.com/Depstech-16.5-Foot-Wireless-Endoscope-for-27-free-shipping/2168084.html,"Depstech via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168084"">Depstech 16.5-Foot Wireless Endoscope</a> for $42.99. Coupon code ""QT5FCA6W"" cuts that to <strong>$27.49</strong>. (It doesn't stack with the clippable coupon on the product page.) With <strong>free shipping</strong>, that's tied with last month's mention, $16 off list, and the lowest price we could find. It's compatible with Android and iOS and features three adjustable resolutions (up to 720p) and a 2-megapixel camera. Deal ends January 25.",$27,CELL PHONE ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/io1sk1ouhvbhmkxj0hcr",,3,2017-12-29T12:05:45-05:00
NHL Cold-Weather Apparel at Amazon,free shipping w/ Prime,,2168081,https://www.dealnews.com/NHL-Cold-Weather-Apparel-at-Amazon-Up-to-40-off-from-3-free-shipping-w-Prime/2168081.html,"As one of its daily deals, Amazon takes <strong>up to 40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088050,2168081"">NHL cold-weather apparel</a>, with prices starting from <s>$3.53</s> <strong>$3.54</strong>. Plus, Prime members receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088044,2168081"">adidas Men's NHL Authentic Pullover Hoodie</a> from <strong>$30</strong> (low by $19)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168081"">adidas Men's NHL CCM Pullover Jersey Hoodie</a> from <strong>$30</strong> (Calgary Flames pictured, low by $55)
 </li>
</ul>","Up to 40% off, from $3",CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d5bisfubhcsisgtxkiz0",,5,2017-12-29T15:11:48-05:00
Stansport Emergency Camper's Multi Tool,pickup at Walmart,,2168069,https://www.dealnews.com/Stansport-Emergency-Campers-Multi-Tool-for-8-pickup-at-Walmart/2168069.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168069"">Stansport Emergency Camper's Multi Tool</a> for <strong>$7.53</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088047,2168069"">Amazon</a> charges the same price, for Prime members only.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $10. It features an axe, hammer, knife, saw, blades, screwdrivers, file and more.",$8,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ri69zcyh3fdubonphwis",,3,2017-12-29T14:55:19-05:00
Elechomes 1.7L Keep Warm Electric Kettle,free shipping,,2168078,https://www.dealnews.com/Elechomes-1.7-L-Keep-Warm-Electric-Kettle-for-20-free-shipping/2168078.html,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168078"">Elechomes 1.7-Liter Smart Keep Warm Electric Kettle</a> in Black for $29.99. Coupon code ""Q8M8TJQU"" cuts it to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's $4 less than last week's mention, $10 off list, and the lowest price we've seen. Deal ends December 31.",$20,SMALL APPLIANCES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r5kqixtzzpqho4uxxhbn",,3,2017-12-29T12:04:04-05:00
Lighting and Light Bulbs at Home Depot,free shipping,,2168075,https://www.dealnews.com/Lighting-and-Light-Bulbs-at-Home-Depot-Up-to-60-off-free-shipping/2168075.html,"As one of its daily deals, Home Depot takes <strong>up to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168075"">lighting and light bulbs</a>. (Prices are as marked.) Plus, all orders receive <strong>free shipping</strong>. Deal ends today.",Up to 60% off,LIGHTING & LAMPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsv0e7c3zk8jab7nckl6",,4,2017-12-29T12:15:04-05:00
Prey for PC w/ DLC,,True,2168072,https://www.dealnews.com/Prey-for-PC-w-DLC-for-13/2168072.html,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168072"">Prey for Windows</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088023,2168072"">Cosmonaut Shotgun Pack DLC</a> for <strong>$13.49</strong>. That's $3 under our September mention and the lowest price we've seen. (It's now $3 under the best price for the base game alone.) It's this editor's Game of the Year, and I'm <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088026,2168072"">not alone</a>.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088029,2168072"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.<br>
<br>
Still undecided? A trial is available for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088032,2168072"">Windows, PS4, and Xbox One</a>, which allows you to carry over your progress should you decide to buy the game.",$13,PC GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ok90ayz0qmswkq0ybbz2",,3,2017-12-29T15:30:01-05:00
