price,hotness,editors_choice,time_published,url,picture_url,time_modified,shipping,description,category,title,uuid
$39,5,,,https://www.dealnews.com/Mens-Dress-Shoes-at-Jos.-A.-Bank-for-39-free-shipping/2170313.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mxjbve0qiopen29551xi",2018-01-03T05:56:44-05:00,free shipping,"Jos. A. Bank offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092754,2170313"">men's dress shoes</a> for <b>$39</b>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092697,2170313"">join</a>.) Sizes may be limited. Deal ends January 3. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170313"">Jos. A. Bank Men's Traveler Collection Clifford Loafers</a> for <b>$39</b> (pictured, $106 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092700,2170313"">Jos. A. Bank Men's Eaton Moc Toe Dress Shoes</a> for <b>$39</b> ($136 off)
 </li>
</ul>",SHOES,Men's Dress Shoes at Jos. A. Bank,2170313
$15,4,,,https://www.dealnews.com/Mens-Dress-Shirts-at-Jos.-A.-Bank-for-15-free-shipping/2170310.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dm95b3oeu9epniex2lij",2018-01-03T03:52:23-05:00,free shipping,"Jos. A. Bank discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092721,2170310"">clearance dress shirts</a> to <b>$15</b>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092676,2170310"">join</a>.) Deal ends January 3. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170310"">Traveler Collection Men's Slim Fit Spread Collar Multi-Stripe Dress Shirt</a> for <strong>$15</strong> (pictured, $75 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092679,2170310"">Signature Men's Slim Fit Spread Collar Mini Check Dress Shirt</a> for <strong>$15</strong> ($85 off)
 </li>
</ul>",SHIRTS,Men's Dress Shirts at Jos. A. Bank,2170310
,,,2018-01-02T13:00:57-05:00,https://www.dealnews.com/features/best-tv-deals/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yp3qrvpsitjtnteodexw",,,"Whether you want a small set for the kitchen or a big screen for the living room, this week's roundup of the best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tv-deals/"">TV deals</a> offers several great choices. Score deals on a 55"" 4K set, a 50"" Sharp, and more!",BEST HDTV DEALS,Best TV Deals: Score a 4K Sharp TV at Its Cyber Monday Price!,2170319
$13,3,True,,https://www.dealnews.com/Gund-Pusheen-Happy-Birthday-Plush-for-13-free-shipping-w-Prime/2170295.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oqcgch5p8p8tllddhu2v",2018-01-03T04:11:58-05:00,free shipping w/ Prime,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170295"">Gund Pusheen Happy Birthday Plush</a> for <b>$12.50</b> with <b>free shipping</b>. That's the lowest price we could find by $2, although most merchants charge $25 or more. It stands 10.5"" high.",TOYS & HOBBIES,Gund Pusheen Happy Birthday Plush,2170295
$20,5,,,https://www.dealnews.com/Wi-Fi-Smart-Plug-Mini-Outlet-2-Pack-for-20-free-s-h-from-China/2170307.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ituv3ycrjalsjf2xhbvh",2018-01-03T06:03:41-05:00,free s&h from China,"TomTop offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170307"">WiFi Smart Plug Mini Outlet 2-Pack</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $20 off, $6 under our mention from Black Friday of a similar set, and the lowest price we could find. It can be used with Amazon Alexa.<br>
<br>
This item ships from China and may take up to three weeks to arrive.",POWER MANAGEMENT,WiFi Smart Plug Mini Outlet 2-Pack,2170307
$18,3,,2018-01-02T12:37:50-05:00,https://www.dealnews.com/Measu-Pro-Wrist-Blood-Pressure-Monitor-w-Case-for-18-free-shipping-w-Prime/2170262.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/braho9jptcurdnaxbs45",,free shipping w/ Prime,"BetterBasics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170262"">MeasuPro Wrist Blood Pressure Monitor with Case</a> for $21.99. Coupon code ""MEASURE9"" cuts that price to <strong>$17.59</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less in September. It features one-step measuring, an LCD display, and stores up to 120 readings. Deal ends January 20.",MEDICINE & MEDICAL,MeasuPro Wrist Blood Pressure Monitor w/ Case,2170262
$90 off,,,2018-01-03T00:01:00-05:00,https://www.dealnews.com/Pre-Owned-Galaxy-S8-4-G-LTE-Phone-for-T-Mobile-90-off-free-shipping/2170448.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqjjgzlemihkbtmi470q",,free shipping,"T-Mobile cuts <b>$90 off</b> its Certified Pre-Owned <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170448"">Samsung Galaxy S8 4G LTE Android Smartphones for T-Mobile</a>. Plus, <b>free shipping</b> applies. It features an octacore (2.3GHz Quad + 1.7GHz Quad) processor, 5.8"" 2960x1440 touchscreen Super AMOLED LCD, 4GB RAM, 64GB internal storage, dual 12-megapixel rear-facing cameras, 8-megapixel front-facing camera, 4K video recording at 30fps, 802.11ac wireless, Bluetooth 5.0, microSD card slot, water-resistance, and Android 7.0 (Nougat).",ANDROID PHONES,Pre-Owned Galaxy S8 4G LTE Phone for T-Mobile,2170448
$5,5,,,https://www.dealnews.com/Subway-Footlong-Sandwiches-5/2170298.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dcopkoowg3ttinlsafgd",2018-01-03T05:56:03-05:00,,"Subway offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170298"">footlong sub sandwiches</a> for <strong>$4.99</strong>. That's $1 under last January's footlong offer, although that was good on all sandwiches. You can choose black forest ham, meatball marinara, spicy Italian, cold cut combo, or veggie delite.",RESTAURANTS,Subway Footlong Sandwiches,2170298
$199,3,True,,https://www.dealnews.com/Yuneec-Breeze-4-K-Wi-Fi-Quadcopter-Drone-for-199-free-shipping/2170301.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/frjaz0gwg2i3jkbqppac",2018-01-03T04:11:52-05:00,free shipping,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170301"">Yuneec Breeze 4K WiFi Quadcopter Drone</a> for <strong>$199</strong> with <b>free shipping</b>. That's $101 below our July mention and the best deal we've seen for it new. (It's the best deal now by $30.) It features a 13-megapixel camera, 4K video recording, and a rechargeable LiPo battery with up to 12 minutes of flight time per charge.",TOYS & HOBBIES,Yuneec Breeze 4K WiFi Quadcopter Drone,2170301
$5,3,,2018-01-02T12:26:52-05:00,https://www.dealnews.com/Meterk-GFCI-Electric-Socket-Tester-for-5-free-shipping-w-Prime/2170283.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dffbyhstmiw1ejtynm5q",,free shipping w/ Prime,"ECmallUS via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170283"">Meterk GFCI Electric Socket Tester</a> for $9.97. Coupon code ""U66OFHPK"" drops it to <b>$5.18</b>. Plus, Prime members bag <b>free shipping</b>. That's $5 off list and the lowest price we could find. It features LED light and test indicators. Deal ends January 8.",TOOLS & HARDWARE,Meterk GFCI Electric Socket Tester,2170283
Up to 70% off,3,,2018-01-02T12:14:52-05:00,https://www.dealnews.com/Mens-Wearhouse-Winter-Clearance-Sale-Up-to-70-off-free-shipping/2170274.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dwhowwaqfehwag1jodsz",,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092586,2170274"">Men's Wearhouse</a> takes <strong>up to 70% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092526,2170274"">men's apparel</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092529,2170274"">Winter Clearance Sale</a>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092532,2170274"">join</a>.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092589,2170274"">Joseph Abboud Men's Check Dress Shirt</a> for <strong>$69.99</strong> ($30 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170274"">Calvin Klein Men's Extreme Slim Fit Sport Coat</a> for <strong>$149.99</strong> (pictured, $250 off)
 </li>
</ul>",CLOTHING & ACCESSORIES,Men's Wearhouse Winter Clearance Sale,2170274
$16,3,,2018-01-02T12:14:02-05:00,https://www.dealnews.com/Reignet-50-Mile-Range-Amplified-TV-Antenna-for-16-free-shipping-w-Prime/2170289.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaagcb07badqv73ayjq",,free shipping w/ Prime,"Reignet via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170289"">Reignet 50-Mile Range Amplified TV Antenna</a> for $21.99. Coupon code ""RIXCWNEE"" cuts that to <b>$15.83</b>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find, although we saw it for $3 less a month ago. It includes two Velcro patches and a 16.5-foot coaxial cable. Deal ends January 10.",TV ANTENNAS & RECEIVERS,Reignet 50-Mile Range Amplified TV Antenna,2170289
$10,3,,2018-01-02T12:12:45-05:00,https://www.dealnews.com/Holsem-5-Outlet-Surge-Protector-Power-Strip-for-10-free-shipping-w-Prime/2170268.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usbq8udmjwuxdiooxuku",,free shipping w/ Prime,"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170268"">Holsem 5-Outlet Surge Protector Power Strip</a> in Black or White for $18.95. Coupon code ""HHK6AECF"" drops it to <b>$10.49</b>. Plus, Prime members bag <b>free shipping</b>. That's $8 off list and the lowest price we could find. It features two USB charging outlets, surge protection up to 1,000 joules, and a 4-foot cord. Deal ends February 28.",SURGE PROTECTORS,Holsem 5-Outlet Surge Protector Power Strip,2170268
Up to 75% off + 20% off,5,,,https://www.dealnews.com/Old-Navy-Epic-Clearance-Event-Up-to-75-off-20-off-free-shipping-w-50/2170280.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gytsotk3hlwhrjqxkq7n",2018-01-03T05:55:48-05:00,free shipping w/ $50,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170280"">Old Navy</a> takes <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092541,2170280"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092544,2170280"">Epic Clearance Event</a>. Even better, an <strong>extra 20% off</strong> applies in-cart. Shipping adds <strong>$7</strong>, but orders of $50 or more receive free shipping. Some exclusions may apply. Deal ends January 3.",CLOTHING & ACCESSORIES,Old Navy Epic Clearance Event,2170280
$11,2,,2018-01-02T12:00:54-05:00,https://www.dealnews.com/Weme-USB-3.0-Multi-in-1-Card-Reader-for-11-free-shipping-w-Prime/2170271.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ufzpx3qokoelkjvvwo58",,free shipping w/ Prime,"Weme via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170271"">Weme SuperSpeed Aluminum USB 3.0 Multi-in-1 Card Reader with OTG Adapter</a> for $13.99. Coupon code ""EHDAIWR4"" cuts it to <strong>$10.99</strong>. With <strong>free shipping</strong>, that's tied with our September mention and the lowest price we could find by $5. It features data transfer rates up to 5GB/s and is compatible with SD, SDHC, SDXC, microSD, microSDHC, microSDXC, CF, TF, MD, and MMC cards. Deal ends January 15.",FLASH MEMORY CARD READERS,Weme USB 3.0 Multi-in-1 Card Reader,2170271
$7,3,,2018-01-02T12:00:01-05:00,https://www.dealnews.com/Mars-Chocolate-Favorites-Fun-Size-Candy-Bag-for-7-free-shipping/2170250.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iorq8aatfq21kqfjwwdh",,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170250"">Mars Chocolate Favorites Fun Size Candy Bars Variety Mix 33.9-oz. Bag</a> for $7.13. Check out via Subscribe & Save to drop it to <b>$6.77</b>. With <b>free shipping</b>, that's about $4 less than you could expect to pay in local stores and the lowest price we could find, although we saw it for a buck less last January. It contains 60 pieces including Twix, M&Ms, and Snickers.<br>
<br>
Note: Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments.",GROCERIES,Mars Chocolate Favorites Fun Size Candy Bag,2170250
$50,3,True,,https://www.dealnews.com/2-Parrot-Jumping-Night-Mini-Drones-for-50-free-shipping/2170265.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfbcwgbzidexla4a6r7x",2018-01-03T04:11:32-05:00,free shipping,"TechRabbit offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170265"">two Parrot Jumping Night Mini Drones</a> in several colors (White pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. (Add two to your cart to see the discount.) That's the lowest price we could find for this quantity by at least $50, with most vendors charging the $150 retail price for one drone alone. It jumps up to 2.5 feet in the air and features two LED lights, 20 minutes of usage time, and VGA mini camera. Deal ends January 8.",TOYS & HOBBIES,2 Parrot Jumping Night Mini Drones,2170265
$13,3,True,,https://www.dealnews.com/Claiborne-Mens-Cotton-Pants-for-13-4-pickup-at-JCP/2170256.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogptuoakyieiqnbbgdyq",2018-01-03T04:11:02-05:00,$4 pickup at JCP,"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170256"">Claiborne Men's Cotton Pants</a> in Asphalt Grey for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in select sizes from <del>30x30 to 40x30</del> 32x32 to 38x32. Deal ends January 10.",PANTS,Claiborne Men's Cotton Pants,2170256
$30,2,,2018-01-02T11:32:06-05:00,https://www.dealnews.com/Alxum-48-W-5-Port-USB-Charging-Station-for-30-free-shipping/2170226.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z0ve3erqmglk7a3kkida",,free shipping,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170226"">Alxum 48-watt 5-Port USB Charging Station</a> in Black for $34.99. Coupon code ""7XPUSGR9"" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's $5 off and the lowest price we could find. It features BC 1.2 technology and provides up to 5-volts / 2.4-amps of power per port. Deal ends January 15.",CELL PHONE CHARGERS,Alxum 48W 5-Port USB Charging Station,2170226
