title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
New Nintendo 3DS XL Game Console Bundle,,CONSOLES,2168558,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168558"">New Nintendo 3DS XL Game Console</a> in Black bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089589,2168558"">Super Smash Bros. for 3DS</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089592,2168558"">The Legend of Zelda: Ocarina of Time for 3DS</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089595,2168558"">Nintendo 3DS AC Adapter</a> for <strong>$249</strong> with <strong>free shipping</strong>. (Non-members pay an additional $24.90.) That's $8 under the lowest price we could find for these items sold separately elsewhere. The console features Amiibo support and is compatible with all Nintendo DS games.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxirauchv5dxvsrxcxem",https://www.dealnews.com/New-Nintendo-3-DS-XL-Game-Console-Bundle-from-249-free-shipping/2168558.html,from $249,free shipping,2017-12-29T17:01:32-05:00,2,
Civilization III Complete Edition for PC,,PC GAMES,2168543,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168543"">Sid Meier's Civilization III Complete Edition for Windows</a> for <strong>$1.49</strong>. That's the lowest price we could find for this classic game now by $4, although we saw it for free in October.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k0bpusm0b6c4cagctx6h",https://www.dealnews.com/Civilization-III-Complete-Edition-for-PC-for-1/2168543.html,$1,,2017-12-29T16:42:57-05:00,3,
DoDoeleph Syma 4-Channel Quadcopter,,TOYS & HOBBIES,2167319,"RC Drone via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167319"">DoDoeleph Syma X5A-1 4-Channel 6-Axis Quadcopter Drone</a> in White for $29.99. Coupon code ""VQFGKSTD"" cuts it to <strong>$20.09</strong>. Plus, <strong>free shipping</strong> applies. It features a 7-minute flight time, blade protection, and night lights. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ts8zb07grvaih0et6bzr",https://www.dealnews.com/Do-Doeleph-Syma-4-Channel-Quadcopter-for-20-free-shipping/2167319.html,$20,free shipping,2017-12-29T00:01:00-05:00,,
Cylen Ventilated Foam Orthopedic Seat Cushion,,HEALTH,2168540,"Hulislem via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168540"">Cylen Home Ventilated Memory Foam Orthopedic Seat Cushion</a> in Blue for $21.99. Coupon code ""6CPWVGSG"" drops it to <strong>$13.75</strong>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best deal now by about $12.) It features memory foam with an activated charcoal-infused bamboo core, an anti-slip bottom, and removable washable cover. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lshcvy71qvvzomnyjsdf",https://www.dealnews.com/Cylen-Ventilated-Foam-Orthopedic-Seat-Cushion-for-14-free-shipping-w-Prime/2168540.html,$14,free shipping w/ Prime,2017-12-29T16:37:47-05:00,3,
"Hotel and Ski Packages in Salt Lake City, UT",,HOTELS,2168552,"Visit Salt Lake via Dunhill Travel continues to discount a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168552"">hotel stays during ski season</a> with prices starting from <b>$115 per person per night</b>. Plus, many of these properties offer further discounts on ski passes, extra days, and ski shuttles. Hotels include Solitude Resort Lodging, Staybridge Midvale, Snowbird Ski Resort, Hyatt Place Cottonwood, and more. Book this travel deal by December 31 for stays throughout the 2017-2018 ski season.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hoos3ecvlzsaczxxnffo",https://www.dealnews.com/Hotel-and-Ski-Packages-in-Salt-Lake-City-UT-from-115-per-person/2168552.html,from $115 per person,,2017-12-29T16:36:46-05:00,3,
Cruise.com Carnival Cruises Sale,2017-12-29T20:45:51-05:00,CRUISES,2168549,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168549"">Carnival Cruises 2018 Cruises</a> with prices starting from <strong>$199 per person</strong>. That yields low starting prices for Carnival cruises. Additional fees and blackout dates apply. Save on a range of itineraries, including departures from Miami, Port Canaveral, Jacksonville, and Baltimore. This travel deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",https://www.dealnews.com/Cruise.com-Carnival-Cruises-Sale-from-229-per-person/2168549.html,from $229 per person,,,5,
Return to Castle Wolfenstein for PC,2017-12-29T20:56:22-05:00,PC GAMES,2168537,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168537"">Return to Castle Wolfenstein for Windows</a> for <strong>$1.24</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089544,2168537"">Steam</a> charges the same.) That's tied with our August mention, a current best by $4, and the lowest price we've seen.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3kmlnmb7odoik9ort15",https://www.dealnews.com/Return-to-Castle-Wolfenstein-for-PC-for-1/2168537.html,$1,,,4,
Ubiquiti Unifi Gateway Gigabit Router,2017-12-29T20:58:25-05:00,ROUTERS,2168483,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168483"">Ubiquiti Networks Unifi Enterprise Gateway Router with Gigabit Ethernet</a> for $109.99. Coupon code ""EMCBCCG29"" cuts that to <strong>$94.99</strong>. With <strong>free shipping</strong>, that's $11 under our August mention and the lowest price we could find now by $15. It features a 500MHz dual-core processor, 512MB RAM, 2GB flash storage, and three Gigabit Ethernet ports. Deal ends January 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvsxbaafnie5wfa4iraw",https://www.dealnews.com/Ubiquiti-Unifi-Gateway-Gigabit-Router-for-95-free-shipping/2168483.html,$95,free shipping,,3,
Playmobil Space Shuttle,,TOYS & HOBBIES,2168468,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168468"">Playmobil Space Shuttle</a> for <strong>$17.95</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089397,2168468"">Amazon</a>, for Prime members only, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089400,2168468"">Target</a> charge cents less if you prefer those stores.) That's the lowest price we could find by $12. It includes two figures.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kakvqkgiguumbkcsl0zr",https://www.dealnews.com/Playmobil-Space-Shuttle-for-18-pickup-at-Walmart/2168468.html,$18,pickup at Walmart,2017-12-29T16:18:28-05:00,3,
American Airlines Nationwide Fares,,AIRFARE,2168534,"American Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168534"">American Airlines Nationwide Roundtrip Fares</a>, with prices starting from <strong>$66.39</strong>. (On the ShermansTravel landing page, click on ""AA.com"" in the top paragraph to see this sale.) We found this price departing on January 22, 2018, from Miami, FL, (MIA) with arrival in New Orleans, LA, (MSY) and return on January 26, 2018. That's the lowest price we could find for select routes by at least $39. Book this travel deal by January 31 for travel in January and February 2018.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpyj1lbcxn3fdo7xlsjp",https://www.dealnews.com/American-Airlines-Nationwide-Fares-from-66-Roundtrip/2168534.html,from $66 Roundtrip,,2017-12-29T16:18:09-05:00,5,
"Lifesource 20"" Heater Fireplace",,HEATERS,2168510,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168510"">Lifesource 20"" Heater Fireplace</a> for <b>$136.53</b> with <b>free shipping</b>. That's the lowest price we could find by $51. It features LED color change and flame effects, remote control, and measures 36"" x 11"" x 20"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pg55myoczz8np5qtlllp",https://www.dealnews.com/Lifesource-20-Heater-Fireplace-for-137-free-shipping/2168510.html,$137,free shipping,2017-12-29T16:07:46-05:00,3,
Air Hogs Mission Alpha RC Helicopter,2017-12-29T20:37:40-05:00,TOYS & HOBBIES,2168522,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168522"">Air Hogs Mission Alpha Ultimate Mission RC Helicopter</a> for <strong>$17.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $42. It features an extending hook & crane plus gyro-stabilization. Included are pick-up loads and drop-off points to create missions; six AA batteries are required, but not included.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrcnqflkwsnz60uh8wdb",https://www.dealnews.com/Air-Hogs-Mission-Alpha-RC-Helicopter-for-18-pickup-at-Walmart/2168522.html,$18,pickup at Walmart,,3,True
Jos. A. Bank After Christmas Sale,,CLOTHING & ACCESSORIES,2167805,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167805"">Jos. A. Bank</a> knocks <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087672,2167805"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087675,2167805"">After Christmas Sale</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends January 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7xeamme77qdcwnyrzth",https://www.dealnews.com/Jos.-A.-Bank-After-Christmas-Sale-Extra-50-off-Clearance-free-shipping/2167805.html,Extra 50% off Clearance,free shipping,2017-12-29T00:01:00-05:00,,
Singapore Airlines Fares to Asia and Europe,,AIRFARE,2168516,"Singapore Airlines via DealBase offers select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168516"">Singapore Airlines Roundtrip Flights to Asia and Europe</a> with prices starting from <strong>$498.60</strong>. (On the DealBase landing page, click on ""Singapore Airlines"" in the top line to see this offer; we found this price departing from Los Angeles, CA, (LAX) on January 23, 2018, with arrival in Tokyo, Japan (NRT) and return on January 30.) That's the lowest price we could find for this non-stop route by at least $120. Book this travel deal by January 15, 2018, for travel through April 30, 2018.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/daonn26gh2nxx6anko9d",https://www.dealnews.com/Singapore-Airlines-Fares-to-Asia-and-Europe-from-499-roundtrip/2168516.html,from $499 roundtrip,,2017-12-29T15:59:53-05:00,4,
Schumacher Battery Extender 750A Jump Starter,2017-12-29T21:02:59-05:00,AUTOMOTIVE,2168471,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168471"">Schumacher Battery Extender 12-volt 750-amp Car Jump Starter</a> for <strong>$49.88</strong> with <strong>free shipping</strong>. That's $28 under the lowest price we could find for a similar Schumacher jump starter elsewhere. It jumps 4-, 6-, and 8-cylinder vehicles and features a 2-amp USB charging port, 12-volt DC power port, LED light, 150 PSI air compressor, and 8-gauge cables with spark-resistant clamps.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gm0ln8nljro5obitlcor",https://www.dealnews.com/Schumacher-Battery-Extender-750-A-Jump-Starter-for-50-free-shipping/2168471.html,$50,free shipping,,4,
Ozark Trail Thermolite Double Sleeping Bag,,CAMPING & OUTDOORS,2168501,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168501"">Ozark Trail 20-30F Thermolite Quallo Blanket Double Sleeping Bag</a> in Red/Orange for <strong>$39.97</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It measures 86"" x 60"" and features 200g synthetic insulation.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v0lr8av0ndkjfik9gtup",https://www.dealnews.com/Ozark-Trail-Thermolite-Double-Sleeping-Bag-for-40-free-shipping/2168501.html,$40,free shipping,2017-12-29T15:57:38-05:00,2,
"Whalen Landon 45"" TV Stand w/ Cube Organizer",,TV STANDS,2168504,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168504"">Whalen Landon TV Stand with Cube Organizer</a> in Rustic Brown for <strong>$139.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $49. It can be used vertically or horizontally and accommodate most flat-panel TVs up to 45"" and up to 100 lbs. Features include six cubby holes, three rattan baskets, and powder-coated metal corner pieces.<br>
<br>
Note: You can also receive additional discounts during checkout by waiving free returns or by choosing select payment options.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i70r08wptrephny3l65i",https://www.dealnews.com/Whalen-Landon-45-TV-Stand-w-Cube-Organizer-for-140-free-shipping/2168504.html,$140,free shipping,2017-12-29T15:51:30-05:00,2,
Cheerwing Travel Camera Backpack,,CAMERA BAGS,2168444,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168444"">Cheerwing Travel Camera Backpack</a> in Black for <strong>$33.43</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. It holds a DSLR camera and lens with two to three additional lenses, flash, and 17"" notebook.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnldsm3nxcq6bdsw75up",https://www.dealnews.com/Cheerwing-Travel-Camera-Backpack-for-33-free-shipping/2168444.html,$33,free shipping,2017-12-29T15:44:41-05:00,2,
