shipping,price,url,description,editors_choice,time_published,hotness,uuid,title,category,picture_url,time_modified
,$150 cash rewards offer,"https://www.dealnews.com/lw/click.html?20,2,2170991","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>",,2018-01-03T11:25:50-05:00,,2170991,Bank of America® Cash Rewards Credit Card,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",
pickup at Walmart,$11,https://www.dealnews.com/Ozark-Trail-25-L-Commuter-Backpack-for-11-pickup-at-Walmart/2172203.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172203"">Ozark Trail 25-Liter Commuter Backpack</a> for <strong>$10.97</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $10 off and the lowest price we could find. It accommodates laptops up to 15"" and features multiple organizational pockets for easy access to keys, phone, and other personal items. It's also hydration-compatible.",,2018-01-04T21:57:23-05:00,4,2172203,Ozark Trail 25L Commuter Backpack,BACKPACKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v8ulajgam8krptlgewk8",
free shipping,$199,https://www.dealnews.com/Samsung-27-Curved-1080-p-LED-LCD-Monitor-for-199-free-shipping/2172134.html,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172134"">Samsung 27"" Curved 1080p LED-Backlit LCD Display</a> for <b>$199</b> with <b>free shipping</b>. That's the lowest price we could find by $31. It features a 1920x1080 (1080p) native resolution, 16:9 ratio, 60Hz refresh rate, and HDMI. Deal ends January 14.",,2018-01-04T21:38:40-05:00,3,2172134,"Samsung 27"" Curved 1080p LED LCD Monitor",MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kl3uwsbpbcqk5roffzvs",
free shipping,from $979,https://www.dealnews.com/Society-Den-Madison-Queen-Bedroom-Sets-from-979-free-shipping/2172194.html,"Sam's Club offers its members the Society Den Madison Bed with Storage Drawers Queen Bedroom Set in several sizes from <strong>$979</strong> with <strong>free shipping</strong> as listed below:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097338,2172194"">Society Den Madison 3-Piece Queen Bedroom Set</a> for <strong>$979</strong> (low by $420)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097332,2172194"">Society Den Madison 4-Piece Queen Bedroom Set</a> for <strong>$1,299</strong> (low by $374)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172194"">Society Den Madison 5-Piece Queen Bedroom Set</a> for <strong>$1,449</strong> (pictured, low by $351)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097335,2172194"">Society Den Madison 6-Piece Queen Bedroom Set</a> for <strong>$1,599</strong> (low by $650)
 </li>
</ul>
Note: Non-members pay an additional 10% fee, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097326,2172194"">1-year membership</a> for $45.<br>
<br>
These items have an estimated arrival date of January 31.",,,5,2172194,Society Den Madison Queen Bedroom Sets,HOME FURNITURE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzlgdbzi7suhexef8ubb",2018-01-05T03:26:43-05:00
pickup at Home Depot,$182,https://www.dealnews.com/Gladiator-31-Steel-3-Drawer-Garage-Cabinet-for-182-pickup-at-Home-Depot/2172197.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172197"">Gladiator Ready-to-Assemble 31"" Steel 3-Drawer Freestanding Garage Cabinet</a> in White or Hammered Granite for <strong>$181.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $22.49 shipping. That's the lowest price we could find by $13. It measures 31"" x 28"" x 18"" and features a 300 lb. weight capacity. Deal ends January 14.",,2018-01-04T21:17:29-05:00,3,2172197,"Gladiator 31"" Steel 3-Drawer Garage Cabinet",TOOL STORAGE & ORGANIZATION,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f1urmm33nri4gunahwbw",
pickup at Home Depot,$301,https://www.dealnews.com/Gladiator-48-Gear-Box-Freestanding-Cabinet-for-301-pickup-at-Home-Depot/2172191.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172191"">Gladiator 72"" x 48"" Freestanding Garage Cabinet</a> in White for <strong>$300.99</strong>. Choose in-store <strong>pickup</strong> to avoid the $75 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097311,2172191"">Best Buy</a> charges the same.) That's the lowest price we could find by $53. It features a bottom shelf, stationary shelf, and two adjustable shelves, each with a 50-lb. capacity. Deal ends January 31.",,2018-01-04T20:59:24-05:00,3,2172191,"Gladiator 48"" GearBox Freestanding Cabinet",TOOL STORAGE & ORGANIZATION,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzz39ukl5151jxo21nj",
free shipping w/ $35,"Deals on 43,000+ items",https://www.dealnews.com/Sports-Outdoors-Sale-at-Walmart-Deals-on-43-000-items-free-shipping-w-35/2172188.html,"Walmart discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097305,2172188"">more than 43,000 sports, camping, and outdoor items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097308,2172188"">rollbacks and clearance</a>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or get free shipping with orders of $35 or more. (Large items may have additional fees.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097302,2172188"">Bestway Neva III Boat</a> for <strong>$32.80</strong> ($67 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172188"">Ozark Trail 17x15-Foot 11-Person Instant Hexagon Cabin Tent</a> for <strong>$119</strong> (pictured, low by $39)
 </li>
</ul>",,2018-01-04T20:53:29-05:00,4,2172188,Sports & Outdoors Sale at Walmart,SPORTS & FITNESS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mizoincbxqtvtl64ckha",
free shipping,$200 w/ Prime,https://www.dealnews.com/Pioneer-Bluetooth-In-Dash-CD-DVD-DM-Receiver-for-200-w-Prime-free-shipping/2172143.html,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172143"">Pioneer 6.2"" Bluetooth Double-DIN In-Dash CD/DVD/DM Car Audio Receiver</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find now by $50. It can connect with up to two smartphones via Bluetooth and features a 6.2"" LED-backlit color touchscreen LCD, four 50-watt channels, 24 AM/FM presets, HD radio tuner, satellite radio support, USB, and 3.5mm auxiliary input.<br>
<br>
Note: It's temporarily out of stock, however it can still be ordered now at the above price. You'll receive an email with an estimated delivery date as soon as that information becomes available.",,2018-01-04T20:49:00-05:00,4,2172143,Pioneer Bluetooth In-Dash CD/DVD/DM Receiver,CAR AUDIO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lss5f9rqbyrnkp9wo8pf",
free shipping,$26,https://www.dealnews.com/New-Balance-Mens-410-v5-Trail-Running-Shoes-for-26-free-shipping/2172110.html,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172110"">New Balance Men's 410v5 Trail Running Shoes</a> in Charcoal for $38.99. Coupon code ""NEWYEAR"" drops it to <b>$26</b> and unlocks <b>free shipping</b>. That's $9 under yesterday's mention and the lowest price we could find by $19. They're available in sizes 7 to 11.5.",,2018-01-04T20:45:19-05:00,4,2172110,New Balance Men's 410v5 Trail Running Shoes,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eczvoa7yr5kjl70levmo",
free shipping w/ $150,Up to 50% off,https://www.dealnews.com/Sorel-Womens-Boots-Up-to-50-off-free-shipping-w-150/2172182.html,"Sorel takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172182"">women's boots</a> via coupon code ""SORHNY50"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097293,2172182"">Web Specials</a>. (The coupon takes 50% off full-price styles and an extra 25% off sale styles.) Shipping adds a flat <b>$6</b>, although orders of $150 or more bag free shipping.Some exclusions may apply. Deal ends January 30<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s7653/Sorel/"">Sorel Coupons</a>.</p>",,2018-01-04T20:40:57-05:00,4,2172182,Sorel Women's Boots,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ghiciyfomviolojf0dwp",
,"40,000 bonus miles","https://www.dealnews.com/lw/click.html?20,2,2170193","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2018-01-02T10:45:01-05:00,,2170193,United MileagePlus® Explorer Card,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",
free shipping,$20,https://www.dealnews.com/Jawbone-UP3-Sleep-Activity-Monitor-Wristband-for-20-free-shipping/2172185.html,"Always Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172185"">Jawbone UP3 Sleep/Activity Monitor Wristband</a> in several colors (Twilight pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $5 under our mention from last February and the lowest price we've seen. (It's the best deal now by $16.) Tracked categories include heart rate, steps, distance, calories burned, hours slept, and calories consumed.",True,2018-01-04T20:29:58-05:00,3,2172185,Jawbone UP3 Sleep/Activity Monitor Wristband,SPORTS & FITNESS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ch3viju4x8ddfx8qj8df",
pickup at REI,$6,https://www.dealnews.com/Swix-Nordic-Ski-Hard-Wax-45-g-Jar-for-6-pickup-at-REI/2172131.html,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172131"">Swix Nordic Ski Hard Wax 45-Gram Jar</a> in V60 Red/Silver or V50 Violet for <strong>$5.93</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with our November mention and the lowest price we could find now by $4. The V60 is intended for use with 37°F to 32°F new fallen snow and 34°F to 30°F transformed fine grained snow, and the V50 with 32°F new fallen snow and 30°F to 27°F transformed fine grained snow.",,2018-01-04T20:27:15-05:00,2,2172131,Swix Nordic Ski Hard Wax 45g Jar,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vnsue4lnlxqfqbk4eule",
