description,uuid,title,category,price,picture_url,shipping,editors_choice,time_published,time_modified,url,hotness
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170778"">Therm-a-Rest Trekker Roll Sack</a> in Forest Green for <strong>$11.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $17. It features a microfiber pillowcase plus an elastic pouch and strap. It measures 8"" x 6"" x 1.3"".",2170778,Therm-a-Rest Trekker Roll Sack,CAMPING & OUTDOORS,$12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yjmpjegzkit3wpcwwdrv",pickup at REI,,2018-01-03T08:27:01-05:00,,https://www.dealnews.com/Therm-a-Rest-Trekker-Roll-Sack-for-12-pickup-at-REI/2170778.html,3
"LoHi via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170823"">LoHi 4,500mAh Battery Case for iPhone 8</a> in Black for $36.99. Coupon code ""IP7BC38F"" cuts it to <strong>$22.93</strong>. With <strong>free shipping</strong>, that's $14 off and the lowest price we could find. Deal ends January 20.",2170823,"LoHi 4,500mAh Battery Case for iPhone 8",IPHONE CASES,$23,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ngvo4ym2zaqgfpwbplen",free shipping,,2018-01-03T08:22:39-05:00,,https://www.dealnews.com/Lo-Hi-4-500-m-Ah-Battery-Case-for-iPhone-8-for-23-free-shipping/2170823.html,2
"Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170811"">Tom Clancy's <i>The Sum Of All Fears: A Jack Ryan Novel</i> Kindle eBook</a> for <strong>$1.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093780,2170811"">Google Play</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093783,2170811"">Barnes &amp; Noble</a> match this price.) That's $7 off and the best price we could find.",2170811,"Tom Clancy ""Sum Of All Fears"" Kindle eBook",EBOOKS,$2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwcyld1tfye9sss6o0yg",,,2018-01-03T08:20:09-05:00,,https://www.dealnews.com/Tom-Clancy-Sum-Of-All-Fears-Kindle-eBook-for-2/2170811.html,3
"Dell Refurbished Store discounts a selection of its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170817"">Dell Latitude E7240 laptops</a>, with prices starting from <strong>$249</strong>. Plus, all orders receive <b>free shipping</b>. Deal ends January 15.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.",2170817,Refurb Dell Latitude E7240 Laptops,LAPTOPS,from $249,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d0ipon8bnkutobpsignl",free shipping,,2018-01-03T08:18:44-05:00,,https://www.dealnews.com/Refurb-Dell-Latitude-E7240-Laptops-from-249-free-shipping/2170817.html,4
"eBags via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170769"">Kenneth Cole Reaction Brooklyn Commuter 16"" RFID Laptop Backpack</a> in several colors (Black pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $20. It fits most laptops up to 16"" and features a padded tablet pocket, several accessory pockets, and adjustable shoulder straps.",2170769,"Kenneth Cole 16"" RFID Laptop Backpack",LAPTOP BAGS,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nwi740gl5fqsgtku4vo9",free shipping,,2018-01-03T08:16:42-05:00,,https://www.dealnews.com/Kenneth-Cole-16-RFID-Laptop-Backpack-for-40-free-shipping/2170769.html,2
"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",2167652,8 Smart Ways to Save on Exercise Equipment,BUYING GUIDES,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",,,2018-01-03T08:00:01-05:00,,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170766"">Chaos Men's Summit Bucket Hat</a> in Khaki or Olive for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $8 off and the lowest price we could find. It's available in sizes S/M or L/XL.",2170766,Chaos Men's Summit Bucket Hat,ACCESSORIES,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ldno9tjw5gldwnxim3t4",pickup at REI,,2018-01-03T07:59:17-05:00,,https://www.dealnews.com/Chaos-Mens-Summit-Bucket-Hat-for-7-pickup-at-REI/2170766.html,3
"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170808"">Storm Spray-On Deodoriser</a> for <strong>$1.93</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off and the lowest price we could find. It's hypoallergenic.",2170808,Storm Spray-On Deodoriser,CAMPING & OUTDOORS,$2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ysafghepew6stdhmtgg0",pickup at REI,,2018-01-03T07:57:04-05:00,,https://www.dealnews.com/Storm-Spray-On-Deodoriser-for-2-pickup-at-REI/2170808.html,3
"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170322"">Dell Inspiron 11 3000 Series Intel Celeron Braswell 1.6GHz 11.6"" Laptop</a> in Alpine White for <strong>$146.99</strong> with <strong>free shipping</strong>. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 11.6"" 1366x768 (720p) LED-backlit LCD, 2GB RAM, 32GB eMMC storage, 802.11n wireless, Bluetooth 4.2, USB 3.0, HDMI, 2-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit.<br>
<br>
Note: On the product page, Dell pictures it in blue, but this deal is for a white model per the specs.",2170322,"Dell Inspiron Celeron 1.6GHz Dual 12"" Laptop",LAPTOPS,$147,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fz7foatxlsdofrpnolyw",free shipping,,2018-01-03T00:01:00-05:00,,https://www.dealnews.com/Dell-Inspiron-Celeron-1.6-GHz-Dual-12-Laptop-for-147-free-shipping/2170322.html,
"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170763"">Nokia Body+ WiFi Bathroom Scale</a> for <strong>$59.97</strong> with <strong>free shipping</strong>. That's tied with our mention from Black Friday week and the lowest price we could find by $20. It gives readings on weight, body fat & water percentage, and muscle & bone mass for up to eight users in kilograms, pounds, or stone & pounds. Deal ends today.",2170763,Nokia Body+ WiFi Bathroom Scale,HEALTH,$60,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ct3a1tjhgqk19i9enf8u",free shipping,,2018-01-03T07:51:11-05:00,,https://www.dealnews.com/Nokia-Body-Wi-Fi-Bathroom-Scale-for-60-free-shipping/2170763.html,3
"At participating <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170757"">Boston Market</a> locations, buy one <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093765,2170757"">individual meal and a drink</a> and get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093768,2170757"">second individual meal</a> for <b>free</b> via this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093771,2170757"">printable coupon</a>. (The free meal doesn't include a drink.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093729,2170757"">Click here</a> to find a location near you. Deal ends January 5.<br>
<br>
Note: You may need to close the ""$3 off $10"" pop-up window that appears to see the BOGO coupon.",2170757,Boston Market coupon,RESTAURANTS,"Buy 1 meal, get 2nd free","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u59ilch359lugsep3w9v",,,2018-01-03T07:43:40-05:00,,https://www.dealnews.com/Boston-Market-coupon-Buy-1-meal-get-2-nd-free/2170757.html,4
"HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170736"">HP Pavilion 570-p045xt Intel Kaby Lake Core i5 3GHz Desktop PC</a> in Silver for <strong>$569.99</strong> with <strong>free shipping</strong>. That's $80 off list and the lowest price we could find. It features an Intel Core i5-7400 3GHz Kaby Lake quad-core processor, 8GB RAM, 1TB hard drive, AMD Radeon RX 460 2GB video card, DVD burner, and Windows 10 Home 64-bit.",2170736,HP Kaby Lake i5 PC w/ 2GB GPU,DESKTOPS,$570,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efkmnujzudlgp4jwuoec",free shipping,,2018-01-03T07:30:46-05:00,,https://www.dealnews.com/HP-Kaby-Lake-i5-PC-w-2-GB-GPU-for-570-free-shipping/2170736.html,1
"Tacklife Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170784"">Tacklife Oscillating Multi-Tool</a> for $52.97. Coupon code ""VT9AMSOF"" drops it to <b>$42.38</b>. With <b>free shipping</b>, that's $3 under our Black Friday week mention, $18 off list, and the lowest price we could find. It features a 23-piece accessory kit and storage case. Deal ends January 5.",2170784,Tacklife Oscillating Multi-Tool,POWER TOOLS,$42,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zjqcnzm88km1qy3ipcwa",free shipping,,2018-01-03T07:26:57-05:00,,https://www.dealnews.com/Tacklife-Oscillating-Multi-Tool-for-42-free-shipping/2170784.html,3
"as_seen_on_tv via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170730"">Bionic Steel 50-Foot Garden Hose</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It is flexible, puncture proof, and pressure resistant.",2170730,Bionic Steel Garden Hose,GARDEN,$35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nb1lrdj82ylkcdtxhmum",free shipping,,2018-01-03T07:19:01-05:00,,https://www.dealnews.com/Bionic-Steel-Garden-Hose-for-35-free-shipping/2170730.html,3
"Yallstore via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170724"">Car Auto 12-volt Vacuum Cleaner</a> for <strong>$6.95</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $7 off, and the lowest price we could find. It includes a nozzle attachment and an upholstery tool / dust brush.",2170724,Car 12V Vacuum Cleaner,AUTOMOTIVE,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iofk6msiep1httaeanxx",free shipping,,2018-01-03T07:13:39-05:00,,https://www.dealnews.com/Car-12-V-Vacuum-Cleaner-for-7-free-shipping/2170724.html,2
"Lazy Mooon via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170709"">Lazy Moon Portable 5-Gallon Toilet</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. Features include a waste tank, water tank, latch to lock sides together, and pedestal design.",2170709,Lazy Moon Portable 5-Gallon Toilet,CAMPING & OUTDOORS,$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ilmh1ql5kdoavnadtccd",free shipping,,2018-01-03T07:09:14-05:00,,https://www.dealnews.com/Lazy-Moon-Portable-5-Gallon-Toilet-for-50-free-shipping/2170709.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170697"">JCPenney</a> takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093675,2170697"">regular-price orders of $50 or more</a> or <strong>65% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093678,2170697"">regular-price orders of $100 or more</a> via coupon code ""4DEALS"". Shipping adds <strong>$8.95</strong>, but orders of $99 or more bag free shipping. (In-store pickup is available for many items for $3.95, or free for most orders over $25.) Deal ends January 10.<br>
<br>
Nothing there for you? The same coupon yields <strong>25% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093681,2170697"">sale</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093684,2170697"">clearance items</a>.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s320/JCPenney/"">JCPenney Coupons</a>.</p>",2170697,JCPenney coupon,AFTER CHRISTMAS SALES,25% to 65% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfo989dfchbvlpzovkpx",free shipping w/ $99,,2018-01-03T07:04:04-05:00,,https://www.dealnews.com/JCPenney-coupon-25-to-65-off-free-shipping-w-99/2170697.html,3
"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170775"">Cuisinart Cool Creations Ice Cream Maker</a> for <strong>$94.96</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093753,2170775"">Amazon</a> charges the same.) That's $19 under last week's mention and the lowest price we could find by $24. It features a 2-quart capacity and features multiple speed settings.",2170775,Cuisinart Cool Creations Ice Cream Maker,SMALL APPLIANCES,$95,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q4fgbf9se1tlrvyq1wjw",free shipping,,2018-01-03T07:03:05-05:00,,https://www.dealnews.com/Cuisinart-Cool-Creations-Ice-Cream-Maker-for-95-free-shipping/2170775.html,3
"At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170223"">Liberty Mutual</a>, you could save <strong>up to $782</strong> when you combine <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092382,2170223"">home and auto insurance</a>. To take advantage of this multi-policy discount, enter your ZIP code to receive a free rate quote.",2170223,Liberty Mutual Home and Auto Insurance,FINANCIAL SERVICES,Save up to $782,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",,,2018-01-02T11:11:18-05:00,,"https://www.dealnews.com/lw/click.html?20,2,2170223",
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170679"">Household Essentials Grooming Organizer Bag</a> in Black for <strong>$7.04</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093750,2170679"">Amazon</a> is tied.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $1. It features a 3-sided zipper, and measures 4"" x 10"" x 6.75"".",2170679,Household Essentials Grooming Organizer Bag,PERSONAL CARE,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0nsaednwu3ekgzugjnl",pickup at Walmart,,2018-01-03T07:01:35-05:00,,https://www.dealnews.com/Household-Essentials-Grooming-Organizer-Bag-for-7-pickup-at-Walmart/2170679.html,4
"Whether you're shelling out for trendy gym classes or working out at home, check out these <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html"">tips on how to save money on your fitness goals this year</a>.",2165987,"How to Save on Gym Memberships, Studios, and Classes in 2018",BUYING GUIDES,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqm5howt2qjitjt9ymbh",,,2018-01-03T07:00:01-05:00,,https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html,
"As one of its daily deals, That Daily Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170676"">Royal Sport 24-oz. Shaker Bottle</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093654,2170676"">Royal Sport Whey Isolate 20-Gram Single Serving Protein Powder 5-Pack</a> for <strong>$11.99</strong> with <strong>free shipping</strong>. That's $18 off and the lowest price we could find. Deal ends today.",2170676,Royal Sport 24-oz. Shaker w/ Whey Protein,SPORTS & FITNESS,$12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mooeofofe4oarpe05uus",free shipping,,2018-01-03T06:57:21-05:00,,https://www.dealnews.com/Royal-Sport-24-oz.-Shaker-w-Whey-Protein-for-12-free-shipping/2170676.html,1
