price,title,editors_choice,time_published,url,time_modified,hotness,category,uuid,description,picture_url,shipping
$10,The North Face Men's Swim Trunks (Sz L only),True,2018-01-04T19:18:00-05:00,https://www.dealnews.com/The-North-Face-Mens-Swim-Trunks-Sz-L-only-for-10-pickup-at-Cabelas/2172167.html,,4,SHORTS,2172167,"Cabela's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172167"">The North Face Men's Belted Guide Swim Trunks</a> in Blue for <strong>$9.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.95 shipping fee. That's the best price we've seen and the lowest price we could find today by $28. They're available in size L only.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zw4aurwvue5zwovqnpx3",pickup at Cabela's
$40,Sbode Bluetooth Speaker,,2018-01-04T00:01:00-05:00,https://www.dealnews.com/Sbode-Bluetooth-Speaker-for-40-free-shipping/2170754.html,,,PORTABLE SPEAKERS,2170754,"CTLpower via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170754"">Sbode Bluetooth Speaker</a> for $59.99. Coupon code ""VDWJWYE6"" cuts it to <strong>$39.99</strong>. Plus, <strong>free shipping</strong> applies. It features a microSD card slot, IPX6 water resistance, and four bass radiators. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhtve9hmto9zkfvejm5y",free shipping
Up to 80% off + 20% off,Wilsons Leather Winter Clearance Blowout,,2018-01-04T19:13:35-05:00,https://www.dealnews.com/Wilsons-Leather-Winter-Clearance-Blowout-Up-to-80-off-20-off-free-shipping-w-75/2172098.html,,4,CLOTHING & ACCESSORIES,2172098,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172098"">Wilsons Leather</a> takes <strong>up to 80% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097203,2172098"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097206,2172098"">Winter Clearance Blowout</a>. Plus, get an <strong>extra 20% off</strong> sitewide when you add items to cart. Shipping starts at <strong>$5.95</strong>, or get free shipping with orders of $75 or more via coupon code ""WINTER"". Alternatively, get an <b>additional $10 off</b> and bag free shipping with orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097209,2172098"">$100 or more</a> via coupon code ""8685A"". Some exclusions apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s334/Wilsons-Leather/"">Wilsons Leather Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogypnm14mjwhfrtgkir1",free shipping w/ $75
Up to 50% off,HP 3-Day Flash Sale,,2018-01-04T19:13:27-05:00,https://www.dealnews.com/HP-3-Day-Flash-Sale-Up-to-50-off-free-shipping/2172104.html,,4,COMPUTERS,2172104,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172104"">HP</a> cuts <b>up to 50% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097215,2172104"">laptops, desktops, monitors, printers, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097218,2172104"">3-Day Flash Sale</a>. Plus, take an <b>extra $10 off</b> select orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097221,2172104"">$65 or more</a> via coupon code ""EXTRA66"". (Many coupon exclusions apply.) Even better, all orders bag <b>free shipping</b>. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s786/HP/"">HP Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vd6v8qivhscrbeyhgdy0",free shipping
$9,16-LED Solar Motion Sensor Security Lamp,,2018-01-04T19:13:15-05:00,https://www.dealnews.com/16-LED-Solar-Motion-Sensor-Security-Lamp-for-9-free-shipping/2171987.html,,4,HOME & GARDEN,2171987,"ebestshop4u via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171987"">16-LED Solar Motion Sensor Security Lamp</a> for <b>$8.99</b> with <b>free shipping</b>. That's the lowest price we could find by $7, outside of other eBay vendors and the mention below. It features a 50,000-hour lifespan and is waterproof.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096930,2171987"">Yescom via Walmart</a> has it for $9.39 with free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybgrtgec0ipgfndymsqb",free shipping
$80,Columbia Men's Sister Brook Down Jacket,,2018-01-04T19:10:45-05:00,https://www.dealnews.com/Columbia-Mens-Sister-Brook-Down-Jacket-for-80-free-shipping/2172158.html,,3,COATS,2172158,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172158"">Columbia Men's Sister Brook Down Jacket</a> in Super Blue or Peatmoss Camo for $99.99. Coupon code ""COLNEWYEAR60"" knocks that to <b>$79.99</b>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097284,2172158"">sign up</a>.) That's $120 off list and tied with our mention from ten days ago as the lowest price we could find. It's available in select sizes from S to XL. Deal ends January 29.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o7gngok5soijbxtp13q3",free shipping
$125,Ninja Auto IQ Blender System w/ 3 Cups,,2018-01-04T19:06:36-05:00,https://www.dealnews.com/Ninja-Auto-IQ-Blender-System-w-3-Cups-for-125-free-shipping/2172161.html,,3,SMALL APPLIANCES,2172161,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172161"">Ninja Auto IQ Blender System with 3 Nutri Ninja Cups</a> for <strong>$124.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last September and the lowest price we could find by $59. It features three manual settings, five Auto-iQ programs, 72-oz. pitcher, 8-cup food processor bowl, and three extra cups.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rd2pbptxqmxa8dclhnc1",free shipping
$4,"""The Berenstain Bears Collection"" eBook",True,2018-01-04T18:58:56-05:00,https://www.dealnews.com/The-Berenstain-Bears-Collection-eBook-for-4/2172164.html,,3,EBOOKS,2172164,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172164"">Stan and Jan Berenstain's <i>The Berenstain Bears Picture Book Collection</i> Kindle eBook</a> for <strong>$3.99</strong>. That's tied with our May mention and the lowest price we could find by $27. It includes 16 books.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yziks1lmfhgn9kzayzfb",
$65,Mountain Hardwear Men's Chockstone Jacket,,2018-01-04T18:49:40-05:00,https://www.dealnews.com/Mountain-Hardwear-Mens-Chockstone-Jacket-for-65-free-shipping/2172077.html,,4,COATS,2172077,"Mountain Hardwear offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172077"">Mountain Hardwear Men's Super Chockstone Hooded Jacket</a> in several colors for <b>$64.98</b> with <b>free shipping</b>. That's the lowest price we could find by $70, excluding the mention below. It's available in select sizes from S to XXL.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097176,2172077"">REI Garage</a> has it for $66.73 with free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qpcgbhwguiwekgq05gcl",free shipping
$9 w/ $25 purchase,Dr. Bronner's 32-oz. Pure-Castile Liquid Soap,,2018-01-04T18:49:32-05:00,https://www.dealnews.com/Dr.-Bronners-32-oz.-Pure-Castile-Liquid-Soap-for-9-w-25-purchase-free-shipping/2172155.html,,3,SKIN CARE,2172155,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172155"">Dr. Bronner's Pure-Castile Liquid Soap 32-oz. Bottle in Lavender</a> for <strong>$9.35</strong> with <strong>free shipping</strong>. That's about a buck less than you could expect to pay in local stores. It features organic and vegan ingredients.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uprmqpdopsfqejvuzbux",free shipping
$27,Logitech Z313 2.1 Speaker System,,2018-01-04T18:49:27-05:00,https://www.dealnews.com/Logitech-Z313-2.1-Speaker-System-for-27-pickup-at-Walmart/2172080.html,,3,SPEAKERS,2172080,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172080"">Logitech Z313 2.1-Channel Speaker System</a> for <strong>$26.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097179,2172080"">Best Buy</a> charges $2 more.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's tied with our mention from three weeks ago and the lowest price we could find by $7. It features a subwoofer, two satellite speakers, and control pod.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s4uahi2wpncmc5fl6aki",pickup at Walmart
Up to $50 off,Logitech UE Boom 2 Portable Speaker,,,https://www.dealnews.com/Logitech-UE-Boom-2-Portable-Speaker-Up-to-50-off-free-shipping/2171231.html,2018-01-04T17:29:21-05:00,,PORTABLE SPEAKERS,2171231,"Ending today, T-Mobile cuts <b>up to $50 off</b> the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171231"">Logitech Ultimate Ears Boom 2 Portable Bluetooth Speaker</a> in several colors (Black pictured). Plus, <b>free shipping</b> applies. It features a 3.5mm auxiliary input, up to 15 hours of music per charge, and is compatible with iOS and Android.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dppsahtw8pkb8fhhroig",free shipping
$25,"Toughbuilt 8.8"" iPad Organizer and Notebook",,2018-01-04T18:49:17-05:00,https://www.dealnews.com/Toughbuilt-8.8-iPad-Organizer-and-Notebook-for-25-pickup-at-Home-Depot/2172092.html,,4,IPAD ACCESSORIES,2172092,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172092"">Toughbuilt 8.8"" iPad Organizer and Grid Notebook</a> in Black for <b>$24.62</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $13. It features a top handle, rear hand strap, and multiple pockets.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eggfk8vc3htpzz4hiaz3",pickup at Home Depot
$10,Ironclad General Utility Gloves,,2018-01-04T18:38:15-05:00,https://www.dealnews.com/Ironclad-General-Utility-Gloves-for-10-free-shipping-w-Prime/2172086.html,,3,ACCESSORIES,2172086,"StellarSales123 via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172086"">Ironclad General Utility Gloves</a> in Black/Large for <strong>$10.33</strong> with <strong>free shipping</strong>. Outside of the seller below, that's the lowest price we could find by $7. They feature double-stitched synthetic leather reinforcements on the palm, saddle, and fingers.<br>
<br>
A close price, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097185,2172086"">Walmart</a> offers them for $10.51 with in-store pickup.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sydgctm82qbmb3ghqn0e",free shipping w/ Prime
$60,Columbia Women's McCleary Pass Jacket,,2018-01-04T18:37:03-05:00,https://www.dealnews.com/Columbia-Womens-Mc-Cleary-Pass-Jacket-for-60-free-shipping/2171969.html,,3,COATS,2171969,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171969"">Columbia Women's McCleary Pass Jacket</a> in Night Shadow Heather for $74.98. Apply coupon code ""COLNEWYEAR60"" to cut that price to <strong>$59.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096873,2171969"">sign up</a>.) That's $15 under our mention from two weeks ago and the lowest price we could find by $40. It's available in sizes XS to XL. Deal ends January 29.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv77diu0gw67a0tmvngn",free shipping
$16,Luminarc 10-Piece Set Stackable Bowl Set,,2018-01-04T18:26:36-05:00,https://www.dealnews.com/Luminarc-10-Piece-Set-Stackable-Bowl-Set-for-16-free-shipping-w-Prime/2172149.html,,3,KITCHEN,2172149,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172149"">Luminarc 10-Piece Set Stackable Bowl Set</a> for <strong>$15.87</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $14. They're microwave- and dishwasher-safe and range in size from 1.24-oz. to 4.5-quart.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jnvtgpxxvn4r5mbe5bnd",free shipping w/Prime
Up to 50% off + 25% off,Hollister Winter Sale,,2018-01-04T18:13:41-05:00,https://www.dealnews.com/Hollister-Winter-Sale-Up-to-50-off-25-off-free-shipping-w-50/2172116.html,,4,CLOTHING & ACCESSORIES,2172116,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097251,2172116"">Hollister</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097254,2172116"">men's and women's sale styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172116"">Winter Sale</a>. Plus, cut an <b>extra 25% off</b> sitewide via coupon code ""32631"". Shipping adds <strong>$7</strong>, but orders of $50 or more receive free shipping. (In-store pickup may also be available.) Some exclusions apply, including jeans.<br>
<br>
Note: New Club Cali members will be emailed a coupon code for <b>$10 off</b> an order of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097257,2172116"">$25 or more</a>. (It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097260,2172116"">join</a>. It doesn't stack with the above discount.)<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2344/Hollister/"">Hollister Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zlgehoi4xljz9lawmxog",free shipping w/ $50
