shipping,url,category,time_published,uuid,time_modified,title,picture_url,price,description,hotness,editors_choice
,"https://www.dealnews.com/lw/click.html?20,2,2165855",CREDIT CARDS,2017-12-26T11:54:05-05:00,2165855,,Chase Freedom Unlimited® Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",Earn a $150 bonus,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2165855"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17082953,2165855"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>",,
,https://www.dealnews.com/Amazon-Music-Unlimited-3-Month-Subscription-for-1-w-Prime/2168027.html,MP3 DOWNLOADS,2017-12-29T04:14:50-05:00,2168027,,Amazon Music Unlimited 3-Month Subscription,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7zqvn8x0upehnnkgalt",$1 w/ Prime,"Amazon offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168027"">Amazon Music Unlimited 3-Month Subscription</a> for <strong>99 cents</strong>. That's tied with last month's mention and a savings of $23. Amazon Unlimited Music features ""tens of millions"" of songs that can be streamed across all of your devices. Deal ends January 2, 2018.<br>
<br>
Note: You'll be charged $7.99/month after three months so be sure to cancel before then if you don't plan on keeping your subscription.",3,
,https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-89-off-from-2/2168024.html,EBOOKS,2017-12-29T04:14:36-05:00,2168024,,Kindle eBooks at Amazon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewbeigrlqwp4wizzs5ma","Up to 89% off, from $2","As one of its daily deals, Amazon takes <strong>up to 89% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168024"">Kindle eBooks</a>, with deals starting from <strong>$1.99</strong>. Featured titles include <i>Modern Romance</i>, <i>The Girl Before</i>, and <i>Fates and Furies</i>. Deal ends today.",3,
free shipping,https://www.dealnews.com/Nicole-Miller-Womens-Lined-Footless-Leggings-for-4-free-shipping/2168021.html,ACCESSORIES,2017-12-29T04:04:35-05:00,2168021,,Nicole Miller Women's Lined Footless Leggings,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ke12n0aenacz1rq46fd3",$4,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168021"">Nicole Miller Women's Footless Fleece-Lined Leggings</a> in six colors for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. They're available in sizes S/M to XL/XXL.",3,
free shipping,https://www.dealnews.com/Dockers-Mens-Eastview-Leather-Oxford-Shoes-for-30-free-shipping/2168015.html,SHOES,2017-12-29T04:03:46-05:00,2168015,,Dockers Men's Eastview Leather Oxford Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujhho5tqi0tfyyxcquwn",$30,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168015"">Dockers Men's Eastview Leather Oxford Shoes</a> in Red Brown for <b>$29.99</b> with <b>free shipping</b>. That's tied with last week's mention and the best deal today by at least $10 (most retailers charge $60 or more). They're available in select sizes from 7.5 to 13.",4,
free shipping,https://www.dealnews.com/Mens-Genuine-Leather-Dress-Belt-2-Pack-for-8-free-shipping/2168009.html,ACCESSORIES,2017-12-29T04:02:44-05:00,2168009,,Men's Genuine Leather Dress Belt 2-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrhrjqeyhzze1nx6iluz",$8,"Daily Steals via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168009"">Men's Genuine Leather Dress Belt 2-Pack</a> in Black/Brown for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the best deal we could find for this quantity of similar belts by $5. They're available in sizes from 30 to 44.",3,
free shipping,https://www.dealnews.com/Comfortac-Memory-Foam-Pillow-for-31-free-shipping/2168018.html,BEDDING,2017-12-29T04:01:09-05:00,2168018,,Comfortac Memory Foam Pillow,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u8rvwf9ihcox4huujplv",$31,"As one of its daily deals, Mis Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168018"">Comfortac Memory Foam Queen Pillow</a> for <strong>$31.18</strong> with <strong>free shipping</strong>. That's a buck under last week's mention, $39 off list, and the lowest we've seen. It features a removable cover and adjustable filling.<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087984,2168018"">King size</a> for <strong>$33.18</strong> with <strong>free shipping.</strong> That's tied last week's mention, $47 off, and the lowest price we've seen. It features a removable cover and adjustable filling. Both deals end today",3,True
pickup at Walmart,https://www.dealnews.com/Sunbeam-Heated-Throw-for-20-pickup-at-Walmart/2168006.html,BEDDING,2017-12-29T03:48:16-05:00,2168006,,Sunbeam Heated Throw,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xy6mrotkxkennghwgd1r",$20,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168006"">Sunbeam Fleece Heated Throw</a> in Navy Plaid for <strong>$19.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $12. It features heat settings, auto-off, and a six-foot power cord.",4,
free shipping w/ Prime,https://www.dealnews.com/Waterfly-Sling-Backpack-for-10-free-shipping-w-Prime/2168012.html,BACKPACKS,2017-12-29T03:37:05-05:00,2168012,,Waterfly Sling Backpack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpcwlpexqfsgeove02nb",$10,"Waterfly via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168012"">Waterfly Sling Backpack</a> in several colors (Black pictured) for $17.99. Coupon code ""746UFTEE"" cuts it to <strong>$9.89</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $18. It features several pockets.",4,True
pickup at Walmart,https://www.dealnews.com/3-M-Scotchgard-Harmony-Waterproof-Mattress-Pad-from-14-pickup-at-Walmart/2168000.html,BEDDING,2017-12-29T03:33:15-05:00,2168000,,3M Scotchgard Harmony Waterproof Mattress Pad,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n8doqvgk6crlgorkpu4c",from $14,"Walmart offers the Comfort Classics 3M Scotchgard Harmony Waterproof Mattress Pad in several sizes from <strong>$14.27</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. For comparison, some retailers charge about double these prices. It fits mattresses up to 18"" deep. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168000"">Twin</a> for <strong>$14.27</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087972,2168000"">Twin XL</a> for <strong>$18.29</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087975,2168000"">King</a> for <b>$18.29</b> (low by $20)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087978,2168000"">California King</a> for <strong>$18.29</strong> (low by $21)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087981,2168000"">Queen size</a> is also available for <strong>$20.35</strong> (low by $14)",3,True
,"https://www.dealnews.com/lw/click.html?20,2,2166719",CREDIT CARDS,2017-12-27T12:09:15-05:00,2166719,,JetBlue Plus Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhcepb1hjhxraaqrrone","Earn 30,000 bonus points","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2166719"">JetBlue Plus Card</a> and receive <strong>30,000 bonus points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17084942,2166719"">spend $1,000 in purchases</a> within the first 90 days of account opening. Other card features include earning <strong>6x points</strong> on JetBlue purchases, <strong>2x points</strong> at restaurants and grocery stores, and <strong>1x points</strong> on all other purchases. Plus, your first checked bag is <strong>free</strong>. Finally, there's no blackout dates on JetBlue-operated flights, you can redeem for any seat any time on JetBlue-operated flights, and points awarded into your TrueBlue account don't expire. A $99 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17084945,2166719"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,
free shipping w/ $50,https://www.dealnews.com/American-Eagle-Outfitters-Clearance-Sale-60-off-free-shipping-w-50/2167997.html,CLOTHING & ACCESSORIES,2017-12-29T02:17:15-05:00,2167997,,American Eagle Outfitters Clearance Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wp99qpowjxqlybkpdal8",60% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087963,2167997"">American Eagle Outfitters</a> takes <strong>60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087966,2167997"">clearance apparel</a>. (Prices are as marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more qualify for free shipping. Sizes are limited, and some exclusions apply. Deal ends January 10. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167997"">American Eagle Women's Cozy Inside &amp; Out Sweatshirt</a> for <strong>$15.98</strong> (pictured, $24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087969,2167997"">American Eagle Men's Fleece Throwback Cotton Sweatshirt</a> for <strong>$17.98</strong> ($27 off)
 </li>
</ul>",4,
free shipping,https://www.dealnews.com/Insignia-49-1080-p-LED-LCD-HD-Roku-Smart-TV-for-280-free-shipping/2167994.html,TVS,2017-12-29T01:43:39-05:00,2167994,,"Insignia 49"" 1080p LED LCD HD Roku Smart TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/scw790wl184xwfib6tnh",$280,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167994"">Insignia 48.5"" 1080p LED-Backlit LCD HD Roku Smart Television</a>, model no. NS-49DR420NA18, for <b>$279.99</b> with <b>free shipping</b>. That's $120 off list and tied with our mention from three weeks ago as the lowest price we could find. (It also beats Best Buy's Black Friday offer.) It features a 1920x1080 (1080p) native resolution, WiFi, built-in Roku TV (with access to Netflix, Hulu Plus, YouTube, more), USB, and three HDMI inputs.",3,
free shipping,https://www.dealnews.com/Refurb-Asus-Transformer-10-64-GB-Touch-Laptop-for-155-free-shipping/2167988.html,LAPTOPS,2017-12-29T01:34:32-05:00,2167988,,"Refurb Asus Transformer 10"" 64GB Touch Laptop","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gag0zq5v3kmly0aekgru",$155,"Refurb for Less via eBay offers the refurbished 1.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167988"">Asus Transformer Mini Intel Atom 1.44GHz 10.1"" Touchscreen 2-in-1 Laptop</a> in Gray for <strong>$154.99</strong> with <strong>free shipping</strong>. That's $35 under our Black Friday week refurb mention and the lowest price we've seen. (It's the best deal we could find by $79 for a refurb today.)<br>
<br>
It functions as a laptop or tablet and features an Intel Cherry Trail Atom x5-Z8350 1.44GHz quad-core processor, 10.1"" 1280x800 LED-backlit touchscreen LCD, 4GB RAM, 64GB eMMC storage, 802.11ac wireless, detachable keyboard, built-in kickstand, 2-cell battery, and Windows 10 Home 64-bit. It comes with a stylus pen.<br>
<br>
Note: A 90-day warranty applies, but it's not clear who it's provided by.",4,True
