shipping,editors_choice,category,hotness,uuid,time_published,title,picture_url,description,time_modified,url,price
pickup at Walmart,,KITCHEN,2,2170538,2018-01-02T21:55:54-05:00,Cambridge Shiloh 3-Qt. Ice Bucket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nahjcv66jxfickijjjei","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170538"">Cambridge Silversmiths Shiloh 3-Quart Ice Bucket</a> for <strong>$25</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $4 off list and the lowest price we could find. It features a galvanized finish and rope.",,https://www.dealnews.com/Cambridge-Shiloh-3-Qt.-Ice-Bucket-for-25-pickup-at-Walmart/2170538.html,$25
free shipping,,POWER TOOLS,3,2170535,2018-01-02T21:40:03-05:00,Kobalt 4-Tool 24V Cordless Combo Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnwlbenh2dzhtgcsauf2","Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170535"">Kobalt 4-Tool 24-volt Max Lithium Ion Cordless Combo Kit</a> for <strong>$149</strong> with <strong>free shipping</strong>. That's $150 off list and the lowest price we could find. It includes a drill/driver, circular saw, flashlight, battery, and charger.",,https://www.dealnews.com/Kobalt-4-Tool-24-V-Cordless-Combo-Kit-for-149-free-shipping/2170535.html,$149
free shipping,,HOME FURNITURE,4,2170532,2018-01-02T21:30:13-05:00,BHG 3-Cube Organizer Bench,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/szctkel8e5aumjv0isrt","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170532"">BHG 3-Cube Organizer Bench</a> in Weathered for <strong>$47</strong> with <strong>free shipping</strong>. That's $42 off list and the lowest price we could find. It's compatible with 13"" storage bins and baskets and measures approximately 44.5"" x 18"" x 20"".",,https://www.dealnews.com/BHG-3-Cube-Organizer-Bench-for-47-free-shipping/2170532.html,$47
,,SAM'S CLUB COUPONS,,2170364,2018-01-03T00:01:00-05:00,$15 Sam's Club Gift Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wd6ddotvsrsrevyypoev","At Sam's Club, Dealnews readers get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170364"">$15 Sam's Club Gift Card</a>, together with additional <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092991,2170364"">instant savings</a>, when you buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092994,2170364"">Sam's Club 1-Year Membership</a>. Deal ends January 31.",,https://www.dealnews.com/15-Sams-Club-Gift-Card-free-w-membership/2170364.html,free w/ membership
,True,BOOKS & MAGAZINES,4,2170529,,Washington Post 6-Month Digital Subscription,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogyljitfxawkfp2wuxl1","For Amazon Prime members only, The Washington Post offers new subscribers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170529"">six months of digital access</a> for <strong>free</strong>. That's a $60 savings and tied with our August mention as a rare offer for free Washington Post access.<br>
<br>
Note: When the free six month period is up, Prime members can opt to continue their subscription for $3.99 per month. That will be a savings of $6 per month.",2018-01-02T21:14:58-05:00,https://www.dealnews.com/Washington-Post-6-Month-Digital-Subscription-free-w-Prime/2170529.html,free w/ Prime
free shipping,,BEDDING,3,2170526,2018-01-02T20:44:31-05:00,Sunbeam Royal Mink Chill-Away Heated Wrap,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhk20yl3z2ozrkfxyql9","DealYard via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170526"">Sunbeam Royal Mink Chill-Away Heated Wrap</a> in three colors (Lavender pictured) for <strong>$29.97</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093534,2170526"">Amazon</a> charges the same.) That's the lowest price we could find by $19. This machine-washable wrap measures 25"" x 57"" and features three heat-settings and 3-hour auto-off.",,https://www.dealnews.com/Sunbeam-Royal-Mink-Chill-Away-Heated-Wrap-for-30-free-shipping/2170526.html,$30
free shipping,True,TOYS & HOBBIES,3,2170523,2018-01-02T20:30:53-05:00,Despicable Me Minion Dave Plush,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uwpokwyoodgiautvi0bf","With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170523"">Despicable Me Minion Dave Plush</a> for <strong>$6.90</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $13. He stands approximately 10.5"" tall and when you squeeze his belly, his eyes pop out and light up when he talks.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.",,https://www.dealnews.com/Despicable-Me-Minion-Dave-Plush-for-7-w-25-purchase-free-shipping/2170523.html,$7 w/$25 purchase
pickup at Walmart,True,KITCHEN,4,2170517,,Penguin Food Jar 2-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vntaqvmdbdxswcasff5q","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170517"">Penguin Food Jar 2-Pack</a> for <strong>$5.53</strong>. Opt for free in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest total price we could find by $10. These 16-oz. BPA-free containers purport to keep food cold for seven hours and warm for five hours.",2018-01-03T03:59:39-05:00,https://www.dealnews.com/Penguin-Food-Jar-2-Pack-for-6-pickup-at-Walmart/2170517.html,$6
pickup at Walmart,,SEASONAL/HOLIDAYS,3,2170514,2018-01-02T19:34:54-05:00,Elf Stor Premium Christmas Tree Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfgyw6jqmn6b6teohuxg","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170514"">Elf Stor Premium Christmas Tree Bag</a> in White for <b>$12.88</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093516,2170514"">Discount Tommy via Amazon</a> charges the same for Prime members.) That's the lowest price we could find by $4, although it was a buck less a year ago. It measures approximately 60"" x 30"" x 30"" and holds up to a 9-foot disassembled artificial Christmas tree. Features include tear-proof polypropylene construction and nylon carry handles.",,https://www.dealnews.com/Elf-Stor-Premium-Christmas-Tree-Bag-for-13-pickup-at-Walmart/2170514.html,$13
free shipping,,BABIES & KIDS ITEMS,3,2170511,2018-01-02T19:21:30-05:00,Jana Queen Bed,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkrc9t3ebip5nso248nu","Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170511"">Jana Queen Bed</a> in several colors (Natural Fabric pictured) for <strong>$189.88</strong> with <strong>free shipping</strong>. (Non-members pay a $18.99 surcharge.) That's the lowest price we could find by $23. This foam-padded headboard measures 86"" x 63"" x 53"" and is crafted from pinewood and plywood.",,https://www.dealnews.com/Jana-Queen-Bed-from-190-free-shipping/2170511.html,from $190
free shipping,,SPEAKERS,3,2170508,2018-01-02T19:01:56-05:00,"JVC 37"" 2.1 Bluetooth Sound Bar","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ko0jse1x6omvmb4vj0rw","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170508"">JVC 2.1-Channel Bluetooth 37"" Sound Bar System</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $100 off and tied with our November mention as the lowest price we could find. It features Bluetooth 4.2 and comes with a wireless subwoofer.",,https://www.dealnews.com/JVC-37-2.1-Bluetooth-Sound-Bar-for-80-free-shipping/2170508.html,$80
free shipping,True,MUSICAL INSTRUMENTS,2,2170505,2018-01-02T18:59:25-05:00,Jackson Pro Series Monarkh SC Electric Guitar,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krmpqjxza8jtou1bwft0","Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170505"">Jackson Pro Series Monarkh SC Electric Guitar</a> in Silver Burst for <strong>$449</strong> with <strong>free shipping</strong>. That's $21 under our June mention and the lowest price we could find by $221. It features a 22-fret maple neck, ebony fingerboard, Seymour Duncan Blackouts AHB-1 pickups, and 3-position pickup switch.",,https://www.dealnews.com/Jackson-Pro-Series-Monarkh-SC-Electric-Guitar-for-449-free-shipping/2170505.html,$449
free shipping,,HAND TOOLS,4,2170502,,DeWalt 68-Piece Screwdriver Bit Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpww0zfqwyp8tt8esxwf","Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170502"">DeWalt 68-Piece Screwdriver Bit Set</a> for $19.98. Plus MyLowe's members can log into their account to drop it to <strong>$17.98</strong> in-cart and bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093501,2170502"">join</a>.) That's $2 under our November mention, $12 off list, and the lowest price we've seen. It features the most common geometries of 1"" and 2"" screwdriver bits.",2018-01-03T03:59:35-05:00,https://www.dealnews.com/De-Walt-68-Piece-Screwdriver-Bit-Set-for-18-free-shipping/2170502.html,$18
,,CREDIT CARDS,,2167586,2017-12-28T12:11:32-05:00,Chase Sapphire Preferred® Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,"https://www.dealnews.com/lw/click.html?20,2,2167586","50,000 bonus points"
pickup at Walmart,,HUMIDIFIERS & DEHUMIDIFIERS,4,2170499,,Honeywell Top Fill Cool Mist Humidifier,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnmucpesry3jjlwxhwaz","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170499"">Honeywell Top Fill Cool Mist Humidifier</a> in White or Black for <strong>$29.88</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $19 off list and the best price we could find. This filter-free cool mist humidifier features a wide tank opening for easy filling, rotating mist nozzle, and variable output settings.",2018-01-03T03:59:16-05:00,https://www.dealnews.com/Honeywell-Top-Fill-Cool-Mist-Humidifier-for-30-pickup-at-Walmart/2170499.html,$30
$8 shipping,,INTIMATES,3,2170496,2018-01-02T18:38:29-05:00,Victoria's Secret Dream Angels Push-Up Bra,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/imkuiwz9dno8yukpczl3","Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170496"">Victoria's Secret Women's Dream Angels New Push-Up Bra</a> in several colors for <strong>$29.99</strong> plus <strong>$8</strong> for shipping. That's $37 off and the best price we could find. It's available in sizes 32 to 38 with A to DDD cup sizes.",,https://www.dealnews.com/Victorias-Secret-Dream-Angels-Push-Up-Bra-for-30-8-s-h/2170496.html,$30
free shipping,,EXERCISE EQUIPMENT,3,2170292,2018-01-02T18:31:07-05:00,"23"" Balance Ball with Pump","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbcptokcdep22mmoknlb","Millionshare via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170292"">23"" Balance Ball with Pump</a> in several colors (Blue pictured) for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2. It comes with two resistance bands.",,https://www.dealnews.com/23-Balance-Ball-with-Pump-for-40-free-shipping/2170292.html,$40
free shipping,True,TVS,4,2170493,,"Sceptre 55"" 4K LED LCD UHD TV","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k67kk4dvhbmsmeptz5uj","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170493"">Sceptre 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. U550CV-U, for <strong>$299.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $91.) It features a 3840x2160 (2160p) native resolution, LED backlight, USB, and four HDMI inputs.",2018-01-03T03:59:11-05:00,https://www.dealnews.com/Sceptre-55-4-K-LED-LCD-UHD-TV-for-300-free-shipping/2170493.html,$300
