editors_choice,shipping,picture_url,hotness,price,time_published,category,uuid,time_modified,description,url,title
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uku4yulyuaxaufupterc",,"Earn 30,000 bonus points",2018-01-02T10:37:44-05:00,CREDIT CARDS,2170181,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170181"">JetBlue Plus Card</a> and receive <strong>30,000 bonus points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092208,2170181"">spend $1,000 in purchases</a> within the first 90 days of account opening. Other card features include earning <strong>6x points</strong> on JetBlue purchases, <strong>2x points</strong> at restaurants and grocery stores, and <strong>1x points</strong> on all other purchases. Plus, your first checked bag is <strong>free</strong>. Finally, there's no blackout dates on JetBlue-operated flights, you can redeem for any seat any time on JetBlue-operated flights, and points awarded into your TrueBlue account don't expire. A $99 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092211,2170181"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2170181",JetBlue Plus Card
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xibksgv9gg7m4tgkykvn",3,$675,2018-01-03T19:42:52-05:00,ANDROID PHONES,2171291,,"B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171291"">Unlocked LG V30 64GB 4G LTE Android Smartphone</a> in Cloud Silver for <strong>$674.99</strong> with <strong>free shipping</strong>. That's $150 off and the lowest price we could find. It features a 6"" 2880x1440 OLED touchscreen, Qualcomm Snapdragon 835 quad-core processor, 4GB RAM, 64GB internal storage, two rear cameras (with 16-megapixel standard and 13-megapixel wide-angle lenses), 4K video capture, microSD card slot, and Android 7.1.2 (Nougat). It's compatible with most major wireless carriers.",https://www.dealnews.com/Unlocked-LG-V30-64-GB-4-G-Android-Smartphone-for-675-free-shipping/2171291.html,Unlocked LG V30 64GB 4G Android Smartphone
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouxyiayg0v6uqopirkw2",4,Up to 50% off,2018-01-03T19:37:21-05:00,CLOTHING & ACCESSORIES,2171195,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171195"">PUMA</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095022,2171195"">sale styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095025,2171195"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, all orders bag <strong>free shipping</strong>.",https://www.dealnews.com/PUMA-Semi-Annual-Sale-Up-to-50-off-free-shipping/2171195.html,PUMA Semi-Annual Sale
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vjqxry5umk4bndqyztgu",3,$180...or less,2018-01-03T19:30:25-05:00,COATS,2171255,,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171255"">Columbia Men's Wild Card Jacket</a> in Black or Yellow/Blue for <b>$179.90</b>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095202,2171255"">sign up</a>.) Excluding the below mention, that's the lowest price we could find by $33. It's available in sizes S to XXL. Deal ends February 28.<br>
<br>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095205,2171255"">Amazon</a> offers it in a few colors, with prices starting at $130.04 with free shipping. Prices vary greatly by color/size, and stock is very limited.",https://www.dealnews.com/Columbia-Mens-Wild-Card-Jacket-for-180...or-less-free-shipping/2171255.html,Columbia Men's Wild Card Jacket
,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ygvx6gvioy4rdh7sso2r",3,$18,2018-01-03T19:30:18-05:00,LAPTOP ACCESSORIES,2171102,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171102"">Furinno Bamboo Adjustable Notebook Lapdesk</a> for <strong>$18</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094740,2171102"">Amazon</a> charges the same with free shipping for Prime members.) That's $4 under our May mention, a current best by $9, and the lowest price we've seen. It's made from bamboo and features foldable legs.",https://www.dealnews.com/Furinno-Bamboo-Adjustable-Notebook-Lapdesk-for-18-pickup-at-Walmart/2171102.html,Furinno Bamboo Adjustable Notebook Lapdesk
,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mmx0wxijuxqejc4cnk58",3,$10,2018-01-03T19:29:37-05:00,KITCHEN,2171060,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171060"">Rachael Ray 5-Piece Melamine Nesting Measuring Cups</a> for <strong>$10.49</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094620,2171060"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $10. They're BPA-free, and the set includes 1/4 cup, 1/3 cup, 1/2 cup, 1 cup, and 2 cup sizes.",https://www.dealnews.com/Rachael-Ray-5-Piece-Nesting-Measuring-Cups-for-10-pickup-at-Walmart/2171060.html,Rachael Ray 5-Piece Nesting Measuring Cups
True,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/te6y5a0mga8yg2tlesps",4,$11...or less,2018-01-03T19:27:49-05:00,KITCHEN,2171312,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171312"">Pizzacraft Pizza Peel</a> for <strong>$10.86</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095373,2171312"">Amazon</a> charges the same for Prime members only.) That's the lowest price we could find by $19. It transfers pizza from a hot pizza stone and features a thermoplastic rubber handle.<br>
<br>
Note: select Walmart stores may have it for as low as $3 in-store.",https://www.dealnews.com/Pizzacraft-Pizza-Peel-for-11...or-less-pickup-at-Walmart/2171312.html,Pizzacraft Pizza Peel
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y5aqv7tmaotkk4ehtcem",4,$107,2018-01-03T19:16:04-05:00,HEATERS,2171048,,"Yall store via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171048"">36"" Wall Mount 1,500-watt Electric Fireplace</a> for <strong>$106.99</strong> with <strong>free shipping</strong>. That's $193 off list and the lowest price we could find. It features a multicolored LED-backlight and a remote control.",https://www.dealnews.com/36-Wall-Mount-1-500-W-Electric-Fireplace-for-107-free-shipping/2171048.html,"36"" Wall Mount 1,500W Electric Fireplace"
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kusujovlqc1phejgnkdd",3,$74,2018-01-03T19:05:54-05:00,LAUNDRY,2171309,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171309"">Singer SteamWorks Pro 1,500-watt Garment &amp; Fabric Steamer</a> for <strong>$73.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095364,2171309"">Nextwarehouse</a> charges a few cents more.) That's the lowest price we could find by $3, outside of the mention below. It produces 90 minutes of continuous steam and features a 2.5-liter removable tank, telescopic pole, and folding hanger system.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095367,2171309"">Buyvpc via eBay</a> has it for $75.44 with free shipping.",https://www.dealnews.com/Singer-Steam-Works-Pro-1-500-W-Garment-Steamer-for-74-free-shipping/2171309.html,"Singer SteamWorks Pro 1,500W Garment Steamer"
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uakt5pv8f8qiqokxy8uv",2,$200,2018-01-03T19:05:37-05:00,TVS,2171237,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171237"">Sceptre 40"" 1080p LED-Backlit LCD HD Television</a>, model no. X405BV-FSR, for <strong>$199.99</strong> with <strong>free shipping</strong>. That's $100 off list and the lowest price we could find, although we saw it for $20 less last month. It features a 1920x1080 (1080p) native resolution and three HDMI inputs.",https://www.dealnews.com/Sceptre-40-1080-p-LED-LCD-HDTV-for-200-free-shipping/2171237.html,"Sceptre 40"" 1080p LED LCD HDTV"
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",,"40,000 bonus miles",2018-01-02T10:45:01-05:00,CREDIT CARDS,2170193,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2170193",United MileagePlus® Explorer Card
,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dge5lghgpguflki5iblr",3,$5,2018-01-03T18:43:34-05:00,ACTIVEWEAR,2171108,,"Walmart offers these <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171108"">Women's Active Performance Fitspiration Spacedye Capri Leggings</a> in Turquoise for <b>$5</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's tied with our mention from a month ago, $6 off, and the lowest price we could find. They're available in sizes S, L, and XL.",https://www.dealnews.com/Womens-Active-Fitspiration-Capri-Leggings-for-5-pickup-at-Walmart/2171108.html,Women's Active Fitspiration Capri Leggings
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nz94bshex4p2kdqyk3lo",2,$198,2018-01-03T18:43:19-05:00,SUITS,2171114,,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171114"">Jos. A. Bank Men's Traveler Collection Slim Fit Suit</a> in Grey or Dark Grey for <strong>$198</strong> with <strong>free shipping</strong>. That's $500 off list and the lowest price we could find. It's available in select sizes from 35S to 46L.",https://www.dealnews.com/Jos.-A.-Bank-Mens-Traveler-Slim-Fit-Suit-for-198-free-shipping/2171114.html,Jos. A. Bank Men's Traveler Slim Fit Suit
True,free shipping w/Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnqr7ytikegqzo9vk522",5,$12,2018-01-03T18:41:10-05:00,COATS,2171306,,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171306"">Columbia Women's Ridge Repeat Half Zip Fleece</a> in Blue Bell for <strong>$12.43</strong> with <strong>free shipping</strong>. That's $38 off and a great deal for a Columbia fleece. It's available in size small only.",https://www.dealnews.com/Columbia-Womens-Half-Zip-Small-Fleece-for-12-free-shipping-w-Prime/2171306.html,Columbia Women's Half Zip Small Fleece
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzqpmumjamwbjmodlbqe",4,$80,2018-01-03T18:33:26-05:00,COATS,2171066,,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171066"">Columbia Women's Snow Eclipse Mid Jacket</a> in Cloudburst or Rust for <strong>$79.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094623,2171066"">sign up</a>.) That's the lowest price we could find by $4, although we saw it for $10 less on Black Friday weekend. (Most stores charge $120 or more.) It's available in select sizes from XS to M.",https://www.dealnews.com/Columbia-Womens-Snow-Eclipse-Mid-Jacket-for-80-free-shipping/2171066.html,Columbia Women's Snow Eclipse Mid Jacket
