editors_choice,description,uuid,shipping,hotness,category,picture_url,time_published,price,title,url,time_modified
,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170727"">Field &amp; Stream Camo Treestand Gear Bag 2-Pack</a> for <strong>$9.99</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off list and the lowest price we could find. Each bag features a nylon coil zipper and adjustable straps.",2170727,pickup at Dick's,3,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vvxxoeahujuax7aaomai",2018-01-03T05:53:08-05:00,$10,Field & Stream Camo Treestand Gear Bag 2-Pack,https://www.dealnews.com/Field-Stream-Camo-Treestand-Gear-Bag-2-Pack-for-10-pickup-at-Dicks/2170727.html,
,"Loctek via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170721"">Loctek P2 Mobile TV Floor Cart for 32""-70"" TVs</a> for $369.99. Coupon code ""P2TVCART"" cuts the price to <strong>$319.99</strong>. With <strong>free shipping</strong>, that's $50 off list and the lowest price we could find. It holds TVs up to 99 lbs. and features an adjustable bottom shelf and removable top shelf. Deal ends January 19.",2170721,free shipping,3,TV STANDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tuv4ksb6av7adlkflwqg",2018-01-03T05:49:16-05:00,$320,"Loctek Mobile TV Floor Cart for 32""-70"" TVs",https://www.dealnews.com/Loctek-Mobile-TV-Floor-Cart-for-32-70-TVs-for-320-free-shipping/2170721.html,
,"Nova Tech US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170685"">Tec.Bean Digital Blood Pressure Monitor</a> for $35.99. Coupon code ""SEU4W3SH"" cuts it to <strong>$24.83</strong>. With <strong>free shipping</strong>, that's $2 less than last month's mention, $11 off, and the lowest price we could find. It features storage for two users' 90 most recent readings, an LCD display, and irregular heartbeat detection. Deal ends March 31.",2170685,free shipping,3,MEDICINE & MEDICAL,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wkf84cvr1vzw2zyj37wk",2018-01-03T05:46:45-05:00,$25,Tec.Bean Digital Blood Pressure Monitor,https://www.dealnews.com/Tec.Bean-Digital-Blood-Pressure-Monitor-for-25-free-shipping/2170685.html,
,"Dirt Devil via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170718"">Dirt Devil Gator Handheld Vacuum</a> for <strong>$29.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It features a crevice tool.",2170718,free shipping,3,VACUUM CLEANERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hpnwulxmllh0xi7now5d",2018-01-03T05:41:59-05:00,$30,Dirt Devil Gator Handheld Vacuum,https://www.dealnews.com/Dirt-Devil-Gator-Handheld-Vacuum-for-30-free-shipping/2170718.html,
,"As one of its daily deals, Home Depot takes <strong>up to 40% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093690,2170715"">Aquasana water filtration systems</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170715"">Aquasana Reverse Osmosis Water Filtration System w/ Faucet</a> for <strong>$149</strong> (pictured, low by $66)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093693,2170715"">Aquasana Rhino 6-Stage 400,000 Gal. Whole House Water Filtration System</a> for <strong>$1,149</strong> ($650 off)
 </li>
</ul>",2170715,free shipping,4,HOME IMPROVEMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/seckcai0fyqayhyvtkrz",2018-01-03T05:41:16-05:00,Up to 40% off,Aquasana Water Filtration at Home Depot,https://www.dealnews.com/Aquasana-Water-Filtration-at-Home-Depot-Up-to-40-off-free-shipping/2170715.html,
True,"As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170688"">Netgear 720p Arlo Indoor/Outdoor Wi-Fi Wire-Free Security Camera 4-Pack</a> in White for <strong>$299.99</strong> with <strong>free shipping</strong>. That's tied with our mention from three weeks ago, a low now by $80, and the best price we've seen for it new. Each camera features 1280x720 (720p) video resolution, night vision up to 25 feet, 130° field of view, motion detection, and mounting hardware. Deal ends today.",2170688,free shipping,4,SECURITY CAMERAS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sulc8afyk8q2mwksvle7",2018-01-03T05:38:30-05:00,$300,Netgear 720p Security Camera 4-Pack,https://www.dealnews.com/Netgear-720-p-Security-Camera-4-Pack-for-300-free-shipping/2170688.html,
,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170634"">Jos. A. Bank Men's Executive Collection Cotton Shawl Collar Sweater</a> in several colors for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093621,2170634"">join</a>.) That's $6 under our November mention, $91 off, and the lowest price we could find. They're available in sizes from S to XXL.",2170634,free shipping,3,SWEATERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzjfjxpcaskfeuryqtba",2018-01-03T05:36:13-05:00,$19,Jos. A. Bank Men's Shawl Collar Sweater,https://www.dealnews.com/Jos.-A.-Bank-Mens-Shawl-Collar-Sweater-for-19-free-shipping/2170634.html,
,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170649"">Jos. A. Bank Men's 1905 Collection Lambswool Stripe Quarter-Zip Sweater</a> in several colors (Oatmeal pictured) for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093633,2170649"">join</a>.) That's $81 off and the lowest price we could find. It's available in sizes from M to XL.",2170649,free shipping,4,SWEATERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wi4or2ychrlx2dnjzmcp",2018-01-03T05:36:11-05:00,$19,Jos. A. Bank Men's 1905 Lambswool Sweater,https://www.dealnews.com/Jos.-A.-Bank-Mens-1905-Lambswool-Sweater-for-19-free-shipping/2170649.html,
,"BHDealsandCloseouts via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170706"">Wanted Women's Bumble Winter Boots</a> in several colors for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $30 off list and the lowest price we could find. They're available in select sizes from 5.5 to 10.",2170706,free shipping,3,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcwkqagsxdjk7lgk1dqq",2018-01-03T05:35:45-05:00,$20,Wanted Women's Bumble Winter Boots,https://www.dealnews.com/Wanted-Womens-Bumble-Winter-Boots-for-20-free-shipping/2170706.html,
,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170322"">Dell Inspiron 11 3000 Series Intel Celeron Braswell 1.6GHz 11.6"" Laptop</a> in Alpine White for <strong>$146.99</strong> with <strong>free shipping</strong>. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 11.6"" 1366x768 (720p) LED-backlit LCD, 2GB RAM, 32GB eMMC storage, 802.11n wireless, Bluetooth 4.2, USB 3.0, HDMI, 2-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit.<br>
<br>
Note: On the product page, Dell pictures it in blue, but this deal is for a white model per the specs.",2170322,free shipping,,LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fz7foatxlsdofrpnolyw",2018-01-03T00:01:00-05:00,$147,"Dell Inspiron Celeron 1.6GHz Dual 12"" Laptop",https://www.dealnews.com/Dell-Inspiron-Celeron-1.6-GHz-Dual-12-Laptop-for-147-free-shipping/2170322.html,
,"Showers Depot via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170703"">AquaDance 6"" 6-Setting Rain Shower Head</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's $25 off and the lowest price we could find.",2170703,free shipping,3,BED & BATH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zkjdfodwejcjaeujf6kv",2018-01-03T05:32:59-05:00,$15,"AquaDance 6"" 6-Setting Rain Shower Head",https://www.dealnews.com/Aqua-Dance-6-6-Setting-Rain-Shower-Head-for-15-free-shipping/2170703.html,
,"Oxa Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170700"">DBPower Digital Laser Measure</a> for $31.95. Coupon code ""9QB3KDW8"" cuts it to <strong>$25.49</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $6 off, and the lowest price we could find. It features a backlit LCD screen, 197-foot measuring distance, bubble level, Pythagorean theorum button, and multiple measurement functions including area, distance, length, volume, continuous measurement, and addition and subtraction. Two AAA batteries are required (included). Deal ends January 31.",2170700,free shipping,2,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/arkrdf9ccwesn0hku4lq",2018-01-03T05:28:51-05:00,$25,DBPower Digital Laser Measure,https://www.dealnews.com/DBPower-Digital-Laser-Measure-for-25-free-shipping/2170700.html,
,"adidas via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170691"">adidas Men's Climacool 1 Running Shoes</a> in Running White for <strong>$39.99</strong> with <strong>free shipping</strong>. That's $2 under our November mention of another color and the best price we've seen. (It's a low now by $20.) They're available in sizes from 8.5 to 13.",2170691,free shipping,3,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k3x3eve06yq8o4uto1dx",2018-01-03T05:24:14-05:00,$40,adidas Men's Climacool 1 Running Shoes,https://www.dealnews.com/adidas-Mens-Climacool-1-Running-Shoes-for-40-free-shipping/2170691.html,
,"As one of its daily deals, Amazon takes <strong>30% to 65% off</strong> a selection of Nature Made vitamins. Plus, check out via Subscribe & Save to cut an <strong>extra 5% off</strong> and bag <strong>free shipping</strong> on all orders. (Prime members may be eligible for further savings.) The deals, with prices after Subscribe & Save, ending today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170694"">Nature Made Vitamin B12 Tablet 200-Count Bottle</a> for <strong>$7.77</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093663,2170694"">Nature Made Vitamin D3 2000 IU Tablet 220-Count Bottle</a> for <strong>$7.90</strong> (low by $3)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093666,2170694"">Nature Made Calcium (Carbonate) w/ D3 400 IU Tablet 220-Count Bottle</a> for <strong>$8.90</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093669,2170694"">Nature Made Burpless Fish Oil w/ Omega-3 Softgel 320-Count Bottle</a> for <strong>$13.29</strong> (low by $7)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093672,2170694"">Nature Made Coq10 Tablet 80-Count Bottle</a> for <strong>$15.11</strong> (low by $22)
 </li>
</ul>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2170694,free shipping,3,VITAMINS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/glqan2ntsq7aj3lvre1e",2018-01-03T05:23:36-05:00,30% to 65% off + 5% off,Nature Made Vitamins at Amazon,https://www.dealnews.com/Nature-Made-Vitamins-at-Amazon-30-to-65-off-5-off-free-shipping/2170694.html,
,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170655"">Pisen 2-in-1 Portable Wall Charger / 5,000mAh External Battery</a> in White for $22.99. Coupon code ""CKXYY7IR"" cuts the price to <strong>$13.79</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2 less than last month's mention, $9 off list, and the lowest price we could find. It features two USB ports, a Type C port, and UK and EU adapters. Deal ends January 14.",2170655,free shipping w/ Prime,3,PORTABLE POWER BANKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bh93oky0hpud0vu5lf2r",2018-01-03T05:23:21-05:00,$14,"Pisen Charger / 5,000mAh Power Bank",https://www.dealnews.com/Pisen-Charger-5-000-m-Ah-Power-Bank-for-14-free-shipping-w-Prime/2170655.html,
,"Nursal via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170667"">Nursal Cordless Neck Massager Pillow</a> for $52.99. Coupon code ""EPF4LN27"" cuts it to <strong>$42.39</strong>. With <strong>free shipping</strong>, that's $3 less than our November mention, $11 off, and the lowest price we could find. It features two hours of cordless massage on a full charge, heat function, 3D shiatsu massager ball, and 1-button control. Deal ends January 31.",2170667,free shipping,1,HEALTH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jomxhnnv0r5j1c0hgirv",,$42,Nursal Cordless Neck Massager Pillow,https://www.dealnews.com/Nursal-Cordless-Neck-Massager-Pillow-for-42-free-shipping/2170667.html,2018-01-03T06:26:52-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170682"">6pm</a> continues to take <strong>at least 70% off</strong> over <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093660,2170682"">9,000 sale items</a>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping. (Orders of two or more items also receive free shipping, regardless of the cost.) Some exclusions apply.",2170682,free shipping w/ $50,5,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm",2018-01-03T05:02:08-05:00,At least 70% off,6pm Clearance,https://www.dealnews.com/6-pm-Clearance-At-least-70-off-free-shipping-w-50/2170682.html,
,"As one of its daily deals, Amazon discounts a selection of Gaiam Balance Ball Chairs, with prices starting from <strong>$34.99</strong>. Plus, these orders receive <strong>free shipping</strong>. Deal ends today. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093657,2170640"">Gaiam Kids' Balance Ball Chair</a> for <strong>$34.99</strong> (low by $42)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093627,2170640"">Gaiam Adjustable Custom-Fit Balance Ball Chair</a> for <strong>$49.99</strong> (low by $30)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170640"">Gaiam Balance Ball Chair</a> for <strong>$54.98</strong> (pictured, low by $18)
 </li>
</ul>",2170640,free shipping,4,EXERCISE EQUIPMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cvng2fc9ndua2e4ugt9v",2018-01-03T04:57:01-05:00,from $35,Gaiam Balance Ball Chairs,https://www.dealnews.com/Gaiam-Balance-Ball-Chairs-from-35-free-shipping/2170640.html,
,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170673"">Olaxer Olive Moisturizing Body Lotion 8.2-oz. Bottle</a> for $7.99. Coupon code ""FLWUN8TI"" cuts that to <strong>$3</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $8. Deal ends January 8.",2170673,free shipping w/ Prime,3,SKIN CARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugbitn2pyegq7iinhzu",2018-01-03T04:54:48-05:00,$3,Olaxer Olive Body Lotion 8.2-oz. Bottle,https://www.dealnews.com/Olaxer-Olive-Body-Lotion-8.2-oz.-Bottle-for-3-free-shipping-w-Prime/2170673.html,
