category,price,time_published,time_modified,hotness,description,picture_url,editors_choice,shipping,title,url,uuid
DESKTOPS,$503,2018-01-05T11:57:15-05:00,,2,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172644"">Dell Inspiron 5675 AMD A10 3.5GHz Gaming Desktop PC</a> for $558.59. Coupon code ""TENOFF"" knocks it to <strong>$502.73</strong>. With <b>free shipping</b>, that's $7 under our mention from a month ago, $97 off list, and the best price we could find. It features an AMD A10-9700 3.5GHz quad-core processor, 8GB RAM, 1TB 7200 rpm hard drive, AMD Radeon RX 560 2GB graphics, DVD burner,Recon Blue LED illumination, and Windows 10 Home 64-bit. Deal ends January 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fiufcbhsuf9jb3qfdbmd",,free shipping,Dell AMD A10 Quad Desktop PC w/ 2GB GPU,https://www.dealnews.com/Dell-AMD-A10-Quad-Desktop-PC-w-2-GB-GPU-for-503-free-shipping/2172644.html,2172644
DRESSES,$12,,2018-01-05T16:59:24-05:00,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172650"">Bar III Women's Burnout Bodycon Dress</a> in Dusty Olive for <strong>$11.96</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098043,2172650"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $68 off and the lowest price we could find. It's available in sizes XXS to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z3unsvgeqfafahbzbmoj",,free s&h w/beauty item,Bar III Women's Burnout Bodycon Dress,https://www.dealnews.com/Bar-III-Womens-Burnout-Bodycon-Dress-for-12-free-s-h-w-beauty-item/2172650.html,2172650
BEDDING,$15,2018-01-05T11:52:49-05:00,,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172653"">Tommy Hilfiger Home Supraloft Down Alternative Standard Pillow 2-Pack</a> in Tossed Anchor Print for $24.99. Coupon code ""WKND25"" cuts the price to <strong>$14.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098046,2172653"">beauty item</a> (eligible items start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $35 off list and the lowest price we could find, although we saw them for $5 less in August. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsh49yhfubvp2jjze4mb",,free s&h w/beauty item,Tommy Hilfiger Home Supraloft Pillow 2-Pack,https://www.dealnews.com/Tommy-Hilfiger-Home-Supraloft-Pillow-2-Pack-for-15-free-s-h-w-beauty-item/2172653.html,2172653
COMPUTERS,35% off sitewide,,2018-01-05T16:58:24-05:00,3,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172659"">Dell Refurbished Store</a> takes <strong>35% off</strong> sitewide via coupon code ""WISH35DEAL"". Plus, the same coupon bags <strong>free shipping</strong> on all orders. Some exclusions apply, including clearance items and E7240 models. Deal ends January 8.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybw9207lrm0smvbn1ylz",,free shipping,Dell Refurbished Store coupon,https://www.dealnews.com/Dell-Refurbished-Store-coupon-35-off-sitewide-free-shipping/2172659.html,2172659
SHOES,Up to 50% off + coupon,,2018-01-05T16:15:16-05:00,4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172614"">Finish Line</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097974,2172614"">men's, women's, and kids' apparel and shoes</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097977,2172614"">End of Season Sale</a>. Plus, coupon code ""15WINTER"" cuts an <strong>extra $15 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098028,2172614"">$150 or more</a>. Shipping adds <strong>$7</strong>, but select items may qualify for free shipping. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s682/Finish-Line/"">Finish Line Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wo8grdb5xraf2zcfkc5e",,,Finish Line End of Season Sale,https://www.dealnews.com/Finish-Line-End-of-Season-Sale-Up-to-50-off-coupon/2172614.html,2172614
GIFT CARDS,$50,2018-01-05T11:51:23-05:00,,2,"Newegg offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172656"">$50 Nike Gift Card</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098055,2172656"">$10 Nike Gift Card</a> for <strong>$50</strong>. (The cards will be delivered by email.) That's a $10 savings, tied with our mention from June, and the lowest price we could find.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/skkalfcrhwszcwpcamcb",,,$60 in Nike Gift Cards,https://www.dealnews.com/60-in-Nike-Gift-Cards-for-50/2172656.html,2172656
KITCHEN,$17,,2018-01-05T16:57:51-05:00,3,"As Seen On TV via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172641"">Gotham Steel Bacon Bonanza Drip Rack Tray with Pan</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktceoeqivfz6ddeycwdn",,free shipping,Gotham Steel Bacon Bonanza Drip Rack Tray,https://www.dealnews.com/Gotham-Steel-Bacon-Bonanza-Drip-Rack-Tray-for-17-free-shipping/2172641.html,2172641
CLOTHING & ACCESSORIES,Up to 70% off + 30% off,,2018-01-05T17:38:39-05:00,4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172638"">Gap Factory</a> takes <strong>up to 70% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098019,2172638"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098022,2172638"">End of Season Clearance Sale</a>. Plus, coupon code ""TOTALLY"" cuts an <strong>extra 30% off</strong>. Better yet, that same coupon bags this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098025,2172638"">Gap Nylon Shopping Tote</a> for <strong>free</strong>. (It will be added to your cart automatically.) Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s42141/Gap-Factory/"">Gap Factory Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xktxdo1tpe80ek1jpa0g",,free shipping w/ $75,Gap Factory End of Season Clearance Sale,https://www.dealnews.com/Gap-Factory-End-of-Season-Clearance-Sale-Up-to-70-off-30-off-free-shipping-w-75/2172638.html,2172638
COATS,$40,2018-01-05T11:42:03-05:00,,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172635"">Style &amp; Co. Women's Hooded Anorak Jacket</a> in several colors (Deep Black pictured) for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098016,2172635"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $40 off and the lowest price we could find, although we saw it for $5 less in October. It's available in sizes from XS to XXL. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x5amzgixyfahapmoolh3",,free s&h w/beauty item,Style & Co. Women's Hooded Anorak Jacket,https://www.dealnews.com/Style-Co.-Womens-Hooded-Anorak-Jacket-for-40-free-s-h-w-beauty-item/2172635.html,2172635
EXERCISE EQUIPMENT,$18,,2018-01-05T16:57:31-05:00,3,"Ritz Cameras via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172611"">Fitbit Flex Wireless Activity and Sleep Tracker Wristband</a> in several colors (Black pictured) for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for a refurbished model by $32. It tracks your daily activity and sleep patterns to help you attain your fitness goals.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t0zva3vfrefxykc6b6e5",,free shipping,Refurb Fitbit Flex Activity Tracker Wristband,https://www.dealnews.com/Refurb-Fitbit-Flex-Activity-Tracker-Wristband-for-18-free-shipping/2172611.html,2172611
VACUUM CLEANERS,$200,,2018-01-05T16:57:07-05:00,2,"Target via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172617"">Dyson Ball Origin Vacuum</a> in Red for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention (although that deal included three add-on tools) and the lowest price we could find by $100. It features a 0.55-gallon capacity, 30-foot cord, and self-adjusting cleaning head.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7p7bpdgindj1nwoyubw",,free shipping,Dyson Ball Origin Vacuum,https://www.dealnews.com/Dyson-Ball-Origin-Vacuum-for-200-free-shipping/2172617.html,2172617
AUTOMOTIVE,$31,,2018-01-05T16:56:58-05:00,3,"Auking via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172626"">Auking S3 1080p Dash Cam</a> for $46.97. Coupon code ""XL8YRPRS"" cuts it to <strong>$30.53</strong>. With <strong>free shipping</strong>, that's $16 off and the lowest price we could find. It features a 168° viewing angle and a microphone. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/quhpzjmarannehghgma1",,free shipping,Auking S3 1080p Dash Cam,https://www.dealnews.com/Auking-S3-1080-p-Dash-Cam-for-31-free-shipping/2172626.html,2172626
CLOTHING & ACCESSORIES,15% off,,2018-01-05T17:01:30-05:00,3,"Rakuten takes <strong>15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097998,2172623"">apparel, shoes, and accessories</a> via coupon code ""APPAREL15"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097989,2172623"">New Year's Apparel Sale</a>. (A maximum discount of $15 applies. You must be signed in to your account to use this coupon.) Plus, most orders get <strong>free shipping</strong>. Some exclusions apply. Deal ends January 8. A couple of best bets, both with prices after coupon and <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097992,2172623"">Aeropostale Women's Solid Athletic Jogger Pants</a> for <b>$28.89</b> (low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172623"">Alpine Swiss Men's Zach Wool-Blend Overcoat</a> for <b>$29.74</b> (pictured; close in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097995,2172623"">Burgundy</a> at Amazon, low by $6)
 </li>
</ul>
Note: This coupon can only be used once per account.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lrbwh1w9qzzj1uziyllx",,free shipping,Rakuten New Year's Apparel Sale,https://www.dealnews.com/Rakuten-New-Years-Apparel-Sale-15-off-free-shipping/2172623.html,2172623
LIGHTING & LAMPS,$18,,2018-01-05T16:56:28-05:00,3,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172620"">LE Portable Bluetooth Speaker Nightlight</a> for $21.99. Coupon code ""KUF6L3GT"" drops it to <b>$18.25</b>. Plus, Prime members bag <b>free shipping</b>. That's a buck under our mention from last May and the lowest price we could find now by $3. It features three brightness levels and a built-in microphone.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mocqjktlpizxnetrppkw",,free shipping w/ Prime,LE Portable Bluetooth Speaker Nightlight,https://www.dealnews.com/LE-Portable-Bluetooth-Speaker-Nightlight-for-18-free-shipping-w-Prime/2172620.html,2172620
MODEMS,$30,,2018-01-05T16:55:37-05:00,2,"Quick Ship via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172569"">Netgear CM500 DOCSIS 3.0 Cable Modem</a> for <b>$29.99</b> with <b>free shipping</b>. That's $10 under our November mention for a new one and the lowest price we've seen for this modem in any condition. (It's $30 less than a new one today.) It supports 16 download and four upload channels with speeds up to 680MB/s. It's certified for Comcast Xfinity, Time Warner Cable, Cox, and Charter, among others.<br>
<br>
Note: A 1-year Quick Ship warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l8mrhr2curra6nrycogt",,free shipping,Refurb Netgear CM500 DOCSIS 3.0 Cable Modem,https://www.dealnews.com/Refurb-Netgear-CM500-DOCSIS-3.0-Cable-Modem-for-30-free-shipping/2172569.html,2172569
KITCHEN,$24,2018-01-05T11:24:06-05:00,,2,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172599"">Basic Essentials 4-Piece Stainless Steel Bar Set</a> for <strong>$23.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $16 below the lowest price we could find for a similar set elsewhere. It includes 5.7"" ice tongs, a bottle opener, 2.28-quart ice bucket, and 18-oz. cocktail shaker with built-in strainer and cap. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3cf1hmttpssbd6bd3sk",,pickup at Home Depot,Basic Essentials Bar 4-Piece Set,https://www.dealnews.com/Basic-Essentials-Bar-4-Piece-Set-for-24-pickup-at-Home-Depot/2172599.html,2172599
ROUNDUPS,,2018-01-05T11:23:28-05:00,,,"Winter is in full swing for most of us, but you can ward off cabin fever with excellent offers! Start your weekend right with BOGO free pizza from Blaze, then spend it inside (where it's warm!) reading classics, learning something new, and more. Check out these savings in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhjhgrmde00tuqotzjn3",,,Best Freebies: Score BOGO Blaze Pizza or Snag a Free Cookbook,https://www.dealnews.com/features/best-freebie-deals/,2172602
SUPPLEMENTS,$32,,2018-01-05T16:55:16-05:00,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in Vanilla for <strong>$32.47</strong> with <b>free shipping</b> via the steps below. That's $8 under our mention from six days ago, an all-time low, and the best deal we could find by $13. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> for $40.59
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$32.47</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u3liaocr3he76b07mzgj",,free shipping,Optimum Nutrition Protein Powder 5-lb. Jar,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-32-free-shipping/2172575.html,2172575
AUTOMOTIVE,$14,,2018-01-05T16:25:19-05:00,3,"Yinenn Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172593"">Yinenn 300-watt Power Inverter</a> for $25.99. Coupon code ""KVH4HSGD"" cuts that to <strong>$13.51</strong>. With <strong>free shipping</strong>, that's $12 off and the best price we could find. It features dual USB ports and two AC outlets. Deal ends January 30","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bbxxptvazydy878am1ha",,free shipping,Yinenn 300W Power Inverter w/ USB,https://www.dealnews.com/Yinenn-300-W-Power-Inverter-w-USB-for-14-free-shipping/2172593.html,2172593
