category,title,time_modified,price,time_published,description,url,uuid,editors_choice,picture_url,shipping,hotness
BELK COUPONS,Belk Season End Bonus Buys,,Up to 80% off,2018-01-04T15:17:55-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172005"">Belk</a> takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096963,2172005"">apparel, shoes, bedding, decor, kitchen items, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096966,2172005"">Season End Bonus Buys</a>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096969,2172005"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $9.50. (Orders over $99 also receive free shipping.) Deal ends January 11.",https://www.dealnews.com/Belk-Season-End-Bonus-Buys-Up-to-80-off-free-shipping-w-99/2172005.html,2172005,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xxhxgqle8v8anixz5rsz",free shipping w/ $99,4
BEDDING,Equinox Standard Pillow Protectors 2-Pack,,$5,2018-01-04T15:16:01-05:00,"Equinox International via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171999"">Equinox Standard Pillow Protectors 2-Pack</a> for $8.99. Coupon code ""WPZSBSDY"" drops it to <b>$4.97</b>. Plus, Prime members bag <b>free shipping</b>. That's $25 off list and the lowest price we could find. These protectors purport to be hypoallergenic, anti-microbial, and dust mite-resistant. Deal ends January 31.",https://www.dealnews.com/Equinox-Standard-Pillow-Protectors-2-Pack-for-5-free-shipping-w-Prime/2171999.html,2171999,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lega12nyve3nd1komyko",free shipping w/ Prime,3
SPEAKERS,OSD Sound Stage 2.1 Bluetooth Sound System,,$99,2018-01-04T15:12:39-05:00,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171996"">OSD Audio Sound Stage 2.1 Bluetooth All-in-One Audio Sound System</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's tied with our October mention at $221 off list and the lowest price we've seen. It features dual 5.25"" subs, four 20-watt channels, advanced DSP for home-theater-like sound, and independent amp channels for the woofer, midrange drivers, and tweeters.",https://www.dealnews.com/OSD-Sound-Stage-2.1-Bluetooth-Sound-System-for-99-free-shipping/2171996.html,2171996,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rcecw2kr6sr7ngp7eeat",free shipping,4
ROUNDUPS,"Best Tablet Deals: Score a 10.5"" iPad Pro at the Lowest Price We've Seen!",,,2018-01-04T15:03:45-05:00,"If you're in the market for an affordable tablet, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tablet-deals/"">tablet deals</a> has you covered. Score cheap devices under $100, or splurge on an iPad Pro at the lowest price we've seen. Check out these offers and more to save a ton!",https://www.dealnews.com/features/best-tablet-deals/,2171993,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lgcbdsdjptiszmuas0yp",,
LAPTOP BAGS,"Mobile Edge Core Gaming 17"" Laptop Backpack",,$90,2018-01-04T15:01:51-05:00,"Dell Home offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171873"">Mobile Edge Core Gaming 17"" Laptop Backpack</a> for <b>$89.99</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. It features exterior pockets, adjustable straps, and holds laptops up to 17"".",https://www.dealnews.com/Mobile-Edge-Core-Gaming-17-Laptop-Backpack-for-90-free-shipping/2171873.html,2171873,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mudxp9uiwyhske3o26ob",free shipping,2
CREDIT CARDS,Chase Sapphire Reserve℠ Card,,"50,000 bonus points",2018-01-03T12:34:27-05:00,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171069"">Chase Sapphire Reserve℠ Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094638,2171069"">$4,000 or more</a> on purchases in the first three months from account opening – that's $750 toward travel when you redeem through Chase Ultimate Rewards®. Plus, automatically receive <strong>up to $300 in statement credits</strong> as reimbursement for travel purchases charged to your card each account anniversary year. Also, earn <strong>3X points</strong> for every $1 spent on travel and dining at restaurants worldwide, and 1 point for every $1 spent on all other purchases. There's a $450 annual fee; $75 for each authorized user. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094641,2171069"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2171069",2171069,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgnflhffkigi97koojiy",,
SUPPLIES,F-color 2-in-1 Tablet Stylus Pens 12-Pack,,$7,2018-01-04T14:55:59-05:00,"F-Color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171822"">F-color 2-in-1 Tablet Stylus Pens 12-Pack</a> in Assorted Colors for $8.99. Coupon code ""7ZOH7I63"" cuts it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's $8 under the lowest price we could find for this quantity of similar stylus pens elsewhere. They feature a rubber tip for touchscreens and retractable ballpoint pen in black. Deal ends January 7.",https://www.dealnews.com/F-color-2-in-1-Tablet-Stylus-Pens-12-Pack-for-7-free-shipping-w-Prime/2171822.html,2171822,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iun9k8wrjxvtj3gdkaus",free shipping w/ Prime,3
DRIVE ENCLOSURES,Alxum USB 3.0 to SATA Dual HDD Dock,,$22,2018-01-04T14:52:36-05:00,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171972"">Alxum USB 3.0 to Serial ATA Dual Bay External Hard Drive Docking Station</a> for $35.99. Coupon code ""2ZI9IU5C"" drops it to <strong>$21.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $7, although we saw it for $4 less in November. Compatible with 2.5"" and 3.5"" HDDs and SSDs, it features two hot-swappable SATA bays, data transfer speeds of up to 485MB/s, UASP support, clone function, solid aluminum construction, and a 3.9-foot cable. Deal ends January 15.",https://www.dealnews.com/Alxum-USB-3.0-to-SATA-Dual-HDD-Dock-for-22-free-shipping/2171972.html,2171972,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j63oy3prfbg10zhcftyf",free shipping,2
LAPTOPS,"Lenovo IdeaPad 320 Celeron Dual 16"" Laptop",,$225,2018-01-04T14:52:27-05:00,"Walmart offers the 4.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171960"">Lenovo IdeaPad 320 Intel Celeron 1.1GHz 15.6"" Laptop</a> in several colors (Black pictured) for <strong>$225</strong> with <strong>free shipping</strong>. That's $4 under our November mention, $44 off list, and the lowest price we could find. It features an Intel Celeron N3350 1.1GHz Apollo Lake dual-core processor, 15.6"" HD LED-backlit LCD, 4GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, 2-cell battery, and Windows 10.",https://www.dealnews.com/Lenovo-Idea-Pad-320-Celeron-Dual-16-Laptop-for-225-free-shipping/2171960.html,2171960,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ze5x63o2tsloewhqd6oc",free shipping,3
AUTOMOTIVE,Rock Car Vent Phone Holder,,$4,2018-01-04T14:48:29-05:00,"Cafago offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171729"">Rock Universal 360-Degree Car Vent Phone Holder</a> in Yellow or Gray for $6.49. Coupon code ""JPAV038"" cuts that to <strong>$4.44</strong>. With <strong>free shipping</strong>, that's around $6 less than the lowest price we could find for such a holder elsewhere. It's compatible with most 6"" screen mobiles.<br>
<br>
Note: This item ships from China and may take two to six weeks to arrive. Also, The countdown timer on the product page does not reflect an actual expiration time and resets daily.",https://www.dealnews.com/Rock-Car-Vent-Phone-Holder-for-4-free-s-h-from-China/2171729.html,2171729,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrxrkxpeftbsj2vbrnn3",free s&h from China,3
TV WALL MOUNTS,"Fleximounts TV Mount for 17"" to 42"" TVs",,$18,2018-01-04T14:48:26-05:00,"FlexiSpot via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171711"">Fleximounts Full Motion Articulating Mount for 17"" to 42"" TVs</a> for $20.99. Coupon code ""FLXIMSV1"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. It has a weight capacity of 55 lbs. and has a tilt angle of 5 to 10 degrees. Deal ends January 14.",https://www.dealnews.com/Fleximounts-TV-Mount-for-17-to-42-TVs-for-18-free-shipping-w-Prime/2171711.html,2171711,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tbu1t7eo4mm7nfzu6ftp",free shipping w/ Prime,2
ACCESSORIES,Fazitrip Women's Thinsulate Ski Gloves,,"31% off, from $9",2018-01-04T14:47:20-05:00,"Gre Lifestore via Amazon takes <b>31% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171849"">Fazitrip Women's 3M Thinsulate Ski Gloves</a> (Touchscreen Gloves in Pink/Gray pictured) via coupon code ""31FFHIPT"", with prices starting at <b>$9.16</b> after coupon. Plus, Prime members bag <strong>free shipping</strong>. That's up to $8 off and the best price we could find. They're available in select sizes from S to M/L. Deal ends January 31.",https://www.dealnews.com/Fazitrip-Womens-Thinsulate-Ski-Gloves-31-off-from-9-free-shipping-w-Prime/2171849.html,2171849,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cl6o1uipvjp6ofcybv46",free shipping w/ Prime,3
KITCHEN,"Royal 31"" Flour Sack Towel 12-Pack",,$10,2018-01-04T14:47:02-05:00,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171918"">Royal 31"" Flour Sack Towel 12-Pack</a> in White for $13.97. Coupon code ""592MXSXH"" cuts it to <strong>$9.97</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. They're made from 100% ring-spun cotton. Deal ends January 31.",https://www.dealnews.com/Royal-31-Flour-Sack-Towel-12-Pack-for-10-free-shipping-w-Prime/2171918.html,2171918,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfq4og8xoqgy6ylyjpuk",free shipping w/ Prime,4
CLEANING SUPPLIES,Royal 24-Pack Microfiber Cleaning Cloth Set,,$9,2018-01-04T14:46:32-05:00,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171948"">Royal 24-Pack Microfiber Cleaning Cloth Set</a> for $11.99. Coupon code ""VJZKWMTF"" cuts it to <strong>$8.97</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $21 off and the lowest price we could find. They measure 12"" x 16"". Deal ends January 31.",https://www.dealnews.com/Royal-24-Pack-Microfiber-Cleaning-Cloth-Set-for-9-free-shipping-w-Prime/2171948.html,2171948,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsli9z9jflz06yofxhcz",free shipping w/ Prime,4
KITCHEN,Victoria Cast Iron 4-Qt. Dutch Oven,,$30,2018-01-04T14:45:43-05:00,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171858"">Victoria Cast Iron 4-Quart Dutch Oven</a> for $39.99. Coupon code ""WKND25"" drops it to <b>$29.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096468,2171858"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $15. This pre-seasoned Dutch oven features oversized handles. Deal ends January 6.",https://www.dealnews.com/Victoria-Cast-Iron-4-Qt.-Dutch-Oven-for-30-free-s-h-w-beauty-item/2171858.html,2171858,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj1v8e37ndgtfetp5wp6",free s&h w/beauty item,2
VIDEO DOWNLOADS,Amazon Video Add-On Subscriptions,,from $3 per month,2018-01-04T14:20:21-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096792,2171939"">Amazon Prime</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096795,2171939"">Prime Video members</a> can purchase <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171939"">add-on subscriptions</a> to select streaming entertainment channels with prices starting at <strong>$2.99 per month</strong>. Each channel has its own unique pricing, with more well-known services typically priced from $8.99 to $14.99. Video subscriptions can be added and removed via your Prime account settings.",https://www.dealnews.com/Amazon-Video-Add-On-Subscriptions-from-3-per-month/2171939.html,2171939,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jdbqburqwi25uci5t5ag",,
INKJET PRINTERS,HP OfficeJet 3833 All-in-One Printer,,$35,2018-01-04T14:44:52-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171957"">HP OfficeJet 3833 All-in-One Printer</a> which also copies, scans, and faxes, for <strong>$35</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less on Black Friday. It features black print speeds up to 8.5 ppm, color print speeds up to 6 ppm, 4800x1200 dpi maximum color print resolution, 600x300 dpi black and color copier resolution, wireless printing, and a 60-page tray capacity.",https://www.dealnews.com/HP-Office-Jet-3833-All-in-One-Printer-for-35-free-shipping/2171957.html,2171957,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fxuivpnyhtuue0fzinci",free shipping,3
