hotness,url,time_published,time_modified,description,shipping,uuid,price,picture_url,editors_choice,title,category
2,https://www.dealnews.com/LG-4.2-1-000-W-3-D-Blu-ray-Home-Theater-System-for-339-free-shipping/2168201.html,2017-12-29T10:38:03-05:00,,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168201"">LG 4.2-Channel 1,000-watt 3D Blu-ray Home Theater System</a> for <strong>$339</strong> with <strong>free shipping</strong>. That's tied with last week's mention as the lowest outright price we've seen. (It's the best today by $160.) The system includes two Tallboy 39"" 500-watt wired speakers with built-in subwoofers, and a 3D smart Blu-ray player that features Ethernet, LG Smart TV (with access to Netflix, Hulu Plus, Amazon Instant Video, etc.), Bluetooth, an FM radio tuner, USB, and one HDMI input.",free shipping,2168201,$339,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sswkguloozpuoqo1dxzd",,"LG 4.2 1,000W 3D Blu-ray Home Theater System",HOME THEATER SYSTEMS
3,https://www.dealnews.com/Oneida-Nadine-14-oz.-Crystal-Wine-Goblet-for-3-free-shipping/2168222.html,,2017-12-29T20:40:26-05:00,"Oneida offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168222"">Oneida Nadine 14-oz. Crystal Wine Goblet</a> for $3.99. Coupon code ""DEALNEWSFREE"" cuts that to <strong>$3.19</strong> and bags <strong>free shipping</strong>. That's a savings of $14 and the lowest price we could find. It's dishwasher-safe. Deal ends December 30.",free shipping,2168222,$3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zge9zaap3nbmczvhqic6",True,Oneida Nadine 14-oz. Crystal Wine Goblet,KITCHEN
3,https://www.dealnews.com/Refurb-Nikon-Key-Mission-170-4-K-Action-Camera-for-189-free-shipping/2168210.html,,2017-12-29T15:53:14-05:00,"BuyDig offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168210"">Nikon KeyMission 170 4K WiFi Action Camera</a> for <strong>$189</strong> with <strong>free shipping</strong>. That's $160 under the lowest price we could find for a new unit, although most sellers charge at least $397 for a new one. It's shockproof, freeze-proof, and waterproof to 33 feet without a housing. Features include a 1.5"" LCD, 170° wide-angle lens, 4K video recording at 30fps, 8-megapixel still image resolution, microphone, 802.11g wireless, Bluetooth 4.1, microSDXC card slot, micro HDMI, and rechargeable Li-ion battery. Deal ends January 4.<br>
<br>
Note: A 90-day Nikon warranty applies.",free shipping,2168210,$189,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xptzopluegdz8512b2r3",,Refurb Nikon KeyMission 170 4K Action Camera,DIGITAL CAMCORDERS
3,https://www.dealnews.com/LG-Loudr-Audio-System-for-130-free-shipping/2168207.html,,2017-12-29T15:52:56-05:00,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168207"">LG Loudr Audio System</a> for <b>$129.99</b> with <b>free shipping</b>. That's tied with our mention from a week ago and the lowest price we could find by $6. It features a CD player, AM/FM tuner, Bluetooth, and USB 2.0.",free shipping,2168207,$130,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cgcnhat4zryvcgfyfbu5",,LG Loudr Audio System,AUDIO COMPONENTS
3,https://www.dealnews.com/10-Pairs-of-Aerie-Womens-Panties-for-30-free-shipping-w-50/2168204.html,,2017-12-29T15:52:44-05:00,"Aerie by American Eagle offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168204"">10 pairs of Aerie Women's Panties</a> for <strong>$30</strong>. Shipping adds <strong>$7</strong>, or spend $50 or more for free shipping. That's $3.70 per pair and a savings of up to $95. (However, we saw 10 pairs for $35 shipped two weeks ago.) Choose from boybriefs, bikinis, thongs, boyshorts, and cheekies.",free shipping w/ $50,2168204,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y6ohxmv9mt7zd6qmounf",,10 Pairs of Aerie Women's Panties,INTIMATES
,https://www.dealnews.com/Pogo-Pass-to-Las-Vegas-Dallas-Austin-more-60-off-from-40/2168519.html,2017-12-29T16:01:57-05:00,,"DestinationCoupons continues to take <b>60% off</b> a selection of Pogo Passes for select cities via coupon code ""DEST"", as listed below. (Click ""Buy Now"" next to your desired location; the coupon may apply automatically.) It offers discounts on local attractions, amusement parks, sporting events, zoos, and more. Each Pogo Pass is good for one year and is non-transferable. This travel deal ends December 31. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168519"">Las Vegas Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089508,2168519"">Austin Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089511,2168519"">Dallas Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089514,2168519"">San Antonio Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089517,2168519"">Phoenix and Tucson Pogo Pass</a> for <b>$49.98</b> ($60 off)
 </li>
</ul>",,2168519,"60% off, from $40","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbb4mkkya2esnxelebmi",,"Pogo Pass to Las Vegas, Dallas, Austin, more",THINGS TO DO
2,https://www.dealnews.com/Pressman-Lets-Go-Fishin-Game-for-7-pickup-at-Walmart/2168195.html,2017-12-29T10:17:21-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168195"">Pressman Let's Go Fishin' Game</a> for <b>$6.67</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088317,2168195"">Target</a> has it for about the same with pickup.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $3. It requires one C battery (not included).",pickup at Walmart,2168195,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p18tlv7hszq5lffcbyyi",,Pressman Let's Go Fishin' Game,CARD AND BOARD GAMES
3,https://www.dealnews.com/Stolzle-Beer-Glass-for-5-free-shipping/2168198.html,,2017-12-29T15:51:10-05:00,"Oneida offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168198"">Stolzle Beer Glass</a> in Imperial 17.5-oz., <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088335,2168198"">Imperial 21.8-oz.</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088338,2168198"">Konig 18.3-oz.</a> for $5.99. Coupon code ""DEALNEWSFREE"" cuts that to <strong>$4.79</strong> and bags <strong>free shipping</strong>. That's a savings of at least $13 on each style and the lowest price we could find. Each glass is sheer-rimmed. Deal ends December 30.",free shipping,2168198,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cgpp4z3v3f4wkitp9vlb",,Stolzle Beer Glass,KITCHEN
4,https://www.dealnews.com/Nike-Mens-Komyuter-SE-Shoes-for-82-free-shipping/2168189.html,,2017-12-29T20:50:12-05:00,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168189"">Nike Men's Komyuter SE Shoes</a> in several colors (Obsidian/Anthracite pictured) for $109.97. In cart, the price falls to <strong>$82.48</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088254,2168189"">join</a>.) That's $68 off list and the lowest price we could find. These water-repellent shoes feature a magnetic closure and are available in most sizes from 7 to 15. Deal ends January 4.",free shipping,2168189,$82,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5lbdwhptukjmkaa5i9x",,Nike Men's Komyuter SE Shoes,SHOES
3,https://www.dealnews.com/Brooks-Brothers-Semi-Annual-Sale-Up-to-40-off/2168192.html,,2017-12-29T15:50:16-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168192"">Brooks Brothers</a> takes <strong>up to 40% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088263,2168192"">men's, women's, and kids' items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088266,2168192"">Semi-Annual Sale</a>. Shipping starts at <strong>$5.95</strong>. Deal ends January 2.",,2168192,Up to 40% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhhvtzvk7tk1pqcqddqp",,Brooks Brothers Semi-Annual Sale,CLOTHING & ACCESSORIES
,https://www.dealnews.com/features/morning-jolt/,2017-12-29T09:50:34-05:00,,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",,2168186,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",,5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,MORNING JOLT
3,https://www.dealnews.com/Final-Fantasy-XIV-Stormblood-for-PS4-13-free-shipping-w-Prime/2168177.html,,2017-12-29T20:35:14-05:00,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168177"">Final Fantasy XIV: Stormblood for PlayStation 4</a> for <s>$12.36</s> <strong>$13.27</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $25.<br>
<br>
Note: You must have Final Fantasy XIV: A Realm Reborn (sold separately) to play Stormblood.",free shipping w/ Prime,2168177,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j8gsrcxetearcqabfsxy",True,Final Fantasy XIV: Stormblood for PS4,GAMES
3,https://www.dealnews.com/Le-Home-1080-p-Wi-Fi-IP-Security-Camera-for-30-free-shipping/2168174.html,,2017-12-29T15:48:53-05:00,"LeHome via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168174"">LeHome 1080p WiFi IP Security Camera</a> in White for $49.99. Coupon code ""QVOYDT5C"" drops it to <b>$29.99</b>. With <b>free shipping</b>, that's tied with last week's expired mention, $20 off, and the lowest price we could find. Features include 1080p video recording, a 120° wide-angle lens, 2-way audio, night vision up to 32 feet, motion detection, 55° vertical rotation, 355° horizontal rotation, 802.11n wireless, real-time streaming and alerts via the Eyeplus mobile app, and microSD card slot. Deal ends January 3.",free shipping,2168174,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pselcd2u1yvwejdlcgkl",,LeHome 1080p WiFi IP Security Camera,SECURITY CAMERAS
2,https://www.dealnews.com/Mac-Book-Pro-i5-13-Laptop-w-Touch-Bar-2017-for-1-849-free-shipping/2168171.html,2017-12-29T09:35:02-05:00,,"L.A. Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168171"">Apple MacBook Pro Intel Kaby Lake Core i5 3.1GHz 13.3"" Retina Laptop with Touch Bar</a> in Space Gray for <strong>$1,849</strong> with <strong>free shipping</strong>. That's $30 under our July mention and also the best price we could find today by $30. It features the new Touch Bar — a touchscreen OLED strip running above the keyboard that supports Touch ID and allows for customized buttons. Other specs include an Intel Core i5-7267U 3.1GHz Kaby Lake dual-core processor, 13.3"" 2560x1600 IPS LED-backlit Retina display, 8GB RAM, 512GB SSD, 802.11ac wireless, Bluetooth 4.2, four Thunderbolt 3 ports, backlit keyboard, and macOS Sierra.",free shipping,2168171,"$1,849","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sgvodrddxeoqswxz9p8u",,"MacBook Pro i5 13"" Laptop w/ Touch Bar (2017)",MACBOOK PRO
3,https://www.dealnews.com/Victoria-Sport-Womens-The-Player-Hot-Shorts-for-10-8-s-h/2168162.html,,2017-12-29T15:48:18-05:00,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168162"">Victoria Sport Women's The Player Hot Shorts</a> in several colors (Black pictured) for <b>$9.99</b> plus <b>$8</b> for shipping. That's $10 off list and the lowest price we could find. They're available in select sizes from XS to L.",$8 shipping,2168162,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/igbzv6qg7beh4qvo9hxr",,Victoria Sport Women's The Player Hot Shorts,ACTIVEWEAR
,"https://www.dealnews.com/lw/click.html?20,2,2168600",2017-12-30T00:01:00-05:00,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168600"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089655,2168600"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 16.99%, 20.99% or 23.99%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089658,2168600"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2168600,"40,000 Bonus Miles","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ik8cghwccxp8nmacfv0i",,Barclaycard Arrival Plus™ MasterCard®,CREDIT CARDS
