shipping,time_published,editors_choice,category,hotness,title,url,picture_url,price,time_modified,uuid,description
free shipping w/ $125,,,CLOTHING & ACCESSORIES,4,Ralph Lauren Happy New Year Sale,https://www.dealnews.com/Ralph-Lauren-Happy-New-Year-Sale-Extra-30-off-free-shipping-w-125/2169584.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jchk2ikwjesx4tabasme",Extra 30% off,2018-01-02T03:51:12-05:00,2169584,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169584"">Ralph Lauren</a> takes an <strong>extra 30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090960,2169584"">select styles</a>, already marked <strong>up to 65% off</strong>, via coupon code ""2018"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090963,2169584"">Happy New Year Sale</a>. Shipping adds <strong>$5</strong> (choose ""Economy"" at checkout), or spend $125 or more for free shipping via coupon code ""FREESHIP125"". Some exclusions apply. Deal ends January 4.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1092/Ralph-Lauren/"">Ralph Lauren Coupons</a>.</p>"
,2018-01-01T13:51:07-05:00,,CRUISES,3,Carnival 7Nt Caribbean Cruise,https://www.dealnews.com/Carnival-7-Nt-Caribbean-Cruise-from-908-for-2/2169623.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fowhgryua7flmcocpcbl",from $908 for 2,,2169623,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169623"">Carnival Cruise 7-Night Caribbean Cruise for Two</a>, with prices starting from <strong>$908</strong>. That's the lowest price we could find by $40. This roundtrip cruise aboard the Carnival Glory departs from Miami, FL, on January 27. Book this travel deal by January 26."
,2018-01-01T13:50:24-05:00,,SOFTWARE,3,NordVPN 3-Year VPN Subscription,https://www.dealnews.com/Nord-VPN-3-Year-VPN-Subscription-for-99/2169563.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bafiiamzd0g4c4n8h0az",$99,,2169563,"NordVPN offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169563"">NordVPN 3-Year VPN Subscription</a> for <strong>$99</strong> ($2.75/month). That's tied with last week's mention, $331 off list, and the lowest price we could find. The service features AES 256-bit encryption, 2,533 worldwide servers in 56 different countries, a no-logs policy, and automatic kill switch. You can connect up to six devices simultaneously, and it's compatible with Windows, Mac, iOS, Android, and more."
free shipping,,,DESKTOPS,3,Dell XPS Coffee Lake i5 6-Core PC w/ 2GB GPU,https://www.dealnews.com/Dell-XPS-Coffee-Lake-i5-6-Core-PC-w-2-GB-GPU-for-686-free-shipping/2169617.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wy8hcue5tbyzbno9tvy8",$686,2018-01-01T20:23:13-05:00,2169617,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169617"">Dell XPS 8930 Tower Intel Coffee Lake Core i5 2.8GHz 6-Core Gaming Desktop PC</a> for $734.99. Coupon code ""50OFF699"" cuts that to <strong>$685.99</strong>. With <strong>free shipping</strong>, that's $114 off list, $14 below our mention from last week, and the lowest price we've seen. Deal ends February 3. Features include:
<ul>
 <li>Intel Core i5-8400 2.8GHz Coffee Lake 6-core processor
 </li>
 <li>8GB RAM
 </li>
 <li>1TB 7200 rpm hard drive
 </li>
 <li>AMD Radeon RX 560 2GB graphics
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>"
"pickup at Toys""R""Us",,True,TOYS & HOBBIES,3,LEGO Batman Movie Alarm Clock,https://www.dealnews.com/LEGO-Batman-Movie-Alarm-Clock-for-8-pickup-at-Toys-R-Us/2169605.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iz6pykrsuykl1szdrbd8",$8,2018-01-02T04:11:37-05:00,2169605,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169605"">LEGO Batman Movie Alarm Clock</a> in Batgirl or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091098,2169605"">Joker</a> for $10.48. Coupon code ""NEWYEARS20"" cuts that to <strong>$8.38</strong>. Opt for in-store <b>pickup</b> where available to dodge the $5.99 shipping charge. That's the lowest price we could find for either character by at least $8 and the best deal we've seen for any Batman Movie alarm clock. (We saw it in Batman for $14 in April.) It measures 9"" tall and requires two AAA batteries (included). Coupon ends January 6."
free shipping,,,SHOES,4,Allen Edmonds Men's Factory 2nd Shoes at eBay,https://www.dealnews.com/Allen-Edmonds-Mens-Factory-2-nd-Shoes-at-eBay-Deals-from-77-free-shipping/2169593.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gcfst2jryxiv3ainqcep",Deals from $77,2018-01-02T03:50:33-05:00,2169593,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091095,2169593"">Allen Edmonds via eBay</a> discounts a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091017,2169593"">Allen Edmonds men's factory-second shoes</a>, with deals starting at <b>$77</b>. (Prices are as marked.) Plus, all orders bag <strong>free shipping</strong>. Stock and sizes are limited in most styles. A couple of best bets, with comparisons to new pairs:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091020,2169593"">Allen Edmonds Men's Cornwallis Dress Oxfords</a> for <strong>$117</strong> (low by $101)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169593"">Allen Edmonds Men's Brooks Brothers Presidio Shoes</a> for <strong>$149</strong> (pictured, $150 off)
 </li>
</ul>
Note: These shoes may have minor cosmetic blemishes that do not affect the fit, comfort, or durability of the shoes."
,,,MAGAZINES,3,DiscountMags Year-End Blowout Sale,https://www.dealnews.com/Discount-Mags-Year-End-Blowout-Sale-Subs-from-4/2169590.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uo5eni880y20vusd3aef",Subs from $4,2018-01-01T17:40:18-05:00,2169590,"DiscountMags cuts prices on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091089,2169590"">hundreds of magazine subscriptions</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091005,2169590"">Year-End Blowout Sale</a>, with prices starting at <strong>$4 / year</strong>. Deal ends January 2. A couple of best bets (scroll down to see them):
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091008,2169590"">Glamour Magazine 1-Year Subscription</a> for <strong>$4.60</strong> (12 issues, low by $5)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169590"">ESPN Magazine 1-Year Subscription</a> for <strong>$4.62</strong> (pictured, 26 issues, low by $14)
 </li>
</ul>"
free shipping,,True,KIDS' CLOTHES,3,Crazy 8 Mega Sale,https://www.dealnews.com/Crazy-8-Mega-Sale-Extra-20-off-free-shipping/2169602.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xsepgzzennlw8djtlk8a",Extra 20% off,2018-01-02T04:11:13-05:00,2169602,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169602"">Crazy 8</a> takes an <strong>extra 20% off</strong> sitewide via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091062,2169602"">Mega Sale</a>, yielding a total savings of <strong>up to 80% off</strong>. Plus, all orders bag <strong>free shipping</strong>. That's a similar discount to the Crazy 8 Cyber Monday sale and the best sitewide coupon we've seen in the past year. (We've seen larger extra discounts, but those applied to clearance only.) Some exclusions may apply. Deal ends January 3.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2525/Crazy-8/"">Crazy 8 Coupons</a>.</p>"
,,,BICYCLING,4,Bike Deals at Walmart,https://www.dealnews.com/Bike-Deals-at-Walmart-for-209/2169587.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jp5sk8pxnu9pqenpfwfh",$209,2018-01-02T03:50:00-05:00,2169587,"Walmart discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090981,2169587"">rollback and clearance men's, women's, and kids' bicycles</a>. Plus, most orders receive <strong>free shipping</strong>. (Oversized bikes may incur additional handling charges.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090978,2169587"">Schwinn Women's 700c Connection Bike</a> for <strong>$129</strong> ($70 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169587"">Schwinn Men's 700c Kempo Men's Bike</a> for <strong>$208.99</strong> (pictured, $25 off)
 </li>
</ul>"
free shipping,,,SUNGLASSES,3,Hugo Boss Men's Aviator Sunglasses,https://www.dealnews.com/Hugo-Boss-Mens-Aviator-Sunglasses-for-55-free-shipping/2169581.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q5urrxojncocavsp1scl",$55,2018-01-01T20:18:52-05:00,2169581,"Luxomo offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169581"">Hugo Boss Men's Aviator Sunglasses</a> in several styles (Matte Blue pictured) for $84.99. Coupon code ""30LUX"" drops it to <b>$55</b>. With <b>free shipping</b>, that's the lowest price we could find by $57. They feature polarized lenses. Deal ends January 5."
free shipping,,,SWEATSHIRTS & HOODIES,3,Stanzino Women's Sherpa Lined Hooded Jacket,https://www.dealnews.com/Stanzino-Womens-Sherpa-Lined-Hooded-Jacket-for-19-free-shipping/2169524.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jn2o5locoovejdn3uklm",$19,2018-01-01T17:42:14-05:00,2169524,"Stanzino via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169524"">Stanzino Women's Sherpa Lined Extra Thick Hooded Jacket</a> in several colors (Black pictured) for <strong>$18.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It's available in sizes S to XL."
free shipping,,,SOCKS,3,Sof Sole Men's No-Show Cushion Socks 6-Pack,https://www.dealnews.com/Sof-Sole-Mens-No-Show-Cushion-Socks-6-Pack-for-10-free-shipping/2169578.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hdc6thxgwhy78f0mjrkf",$10,2018-01-01T17:56:16-05:00,2169578,"Deal Genius offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169578"">six pairs of Sof Sole Men's No-Show Tab Cushion Socks</a> in Dark Grey or White for <strong>$9.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. They fit men's shoe sizes 8 to 12.5.<br>
<br>
Also available are <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090924,2169578"">12 pairs of Sof Sole Women's No Show Athletic Performance Socks</a> in assorted colors for <strong>$11.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9. They fit women's shoe sizes 5 to 10."
free shipping,,,ACTIVEWEAR,3,Superdry Men's Joggers,https://www.dealnews.com/Superdry-Mens-Joggers-for-29-free-shipping/2169569.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mkolm0hss3mo1ayikqvn",$29,2018-01-01T17:55:28-05:00,2169569,"Superdry via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169569"">Superdry Men's Joggers</a> in several styles (Trackster Phoenix Grey pictured) for <b>$29</b> with <b>free shipping</b>. That's $31 under the lowest price we could find for a similar pair of Superdry joggers elsewhere. They're available in select sizes from S to XL."
free shipping,,,SECURITY CAMERAS,3,Masione 150ft Security Camera Cable 4-Pack,https://www.dealnews.com/Masione-150-ft-Security-Camera-Cable-4-Pack-for-30-free-shipping/2169566.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/neo3trexpajfqfmax3vv",$30,2018-01-01T17:54:51-05:00,2169566,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169566"">Masione 150-Foot Security Camera Extension Cable 4-Pack</a> for $37.99. Coupon code ""DPBCRH7L"" cuts that to <strong>$30.39</strong>. With <strong>free shipping</strong>, that's $8 off and the lowest price we could find, although we saw it for $2 less in November. Each cable has BNC connectors and includes two RCA/BNC adapters. Deal ends January 14."
,2018-01-01T12:22:40-05:00,,ROUNDUPS,,Best Phone Deals: Snag an Unlocked Nokia Plus Extras for $47!,https://www.dealnews.com/features/best-phone-deals/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b31u8h2qs5n1x87ixewm",,,2169572,"Snag a cheap cell phone today and start your new year off right! Score a refurb Galaxy S5, or opt for a brand-new Nokia that'll remind you of the good ol' days. Check out these offers and more in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-phone-deals/"">phone deals</a>."
free shipping w/ $25,,,SHOES,3,Magellan Outdoors Women's Winter Boots,https://www.dealnews.com/Magellan-Outdoors-Womens-Winter-Boots-for-20-free-shipping-w-25/2169560.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8vgcu9remcr2utecup3",$20,2018-01-01T17:53:16-05:00,2169560,"Academy Sports and Outdoors offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169560"">Magellan Outdoors Women's Winter Boots</a> in several styles (Front Zip Pac pictured) for <b>$19.99</b>. Pad your order <b>over $25</b> to bag free shipping, otherwise shipping adds $8.01. Excluding padding, that's a savings of $10 and the best deal we could find. They're available in select sizes from 6 to 10."
,,,AIRFARE,3,Frontier Airlines Nationwide Winter Fares,https://www.dealnews.com/Frontier-Airlines-Nationwide-Winter-Fares-from-43-1-Way/2169557.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",from $43 1-Way,2018-01-01T17:58:32-05:00,2169557,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169557"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$43.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $5. This price is valid on flights departing from Denver, CO, (DEN) with arrival in Portland, OR, (PDX) on January 11. Book this travel deal by January 10 for travel through March 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication."
$31 shipping,,True,PHOTO SERVICES,3,"250 4x6"" or 4x4"" Photo Prints w/ 16x20"" Print",https://www.dealnews.com/250-4-x6-or-4-x4-Photo-Prints-w-16-x20-Print-for-free-31-s-h/2169554.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/irop4otrnnp9msuqi7ap",free,2018-01-02T04:10:20-05:00,2169554,"Shutterfly offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169554"">250 4"" x 6""</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090807,2169554"">4"" x 4"" Photo Prints</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090810,2169554"">16"" x 20"" Photo Print</a> for <strong>free</strong> via coupon code ""CELEBRATE"". (Coupon applies to glossy or matte prints only.) Shipping adds <strong>$31.19</strong> if you get both items. (You don't have to buy both items; shipping adds $24.20 or $6.99, respectively, if you only get one of the items.) That's a savings of up to $80 and one of the best deals we've seen on prints from Shutterfly this year, although we briefly saw unlimited free 4"" x 6"" or 4"" x 4"" prints in September.<br>
<br>
Shopping for other items? Coupon code ""NEWYEAR"" takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090813,2169554"">hardcover books and calendars</a> or <b>40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090816,2169554"">everything else</a>. (Coupons don't stack.) Some exclusions apply. Both deals end January 3."
,,,CRUISES,3,NCL 4Nt Eastern Bahamas Cruise,https://www.dealnews.com/NCL-4-Nt-Eastern-Bahamas-Cruise-from-558-for-2/2169548.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxtvxx6zluugrxov7d7w",from $558 for 2,2018-01-01T17:52:01-05:00,2169548,"Norwegian Cruise Line offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169548"">Norwegian Cruise Line 4-Night Bahamas Cruise for two</a> with prices starting from <strong>$558</strong>, as seen on Travelzoo. That's the lowest price we could find for such a cruise by $80. This roundtrip cruise aboard the Norwegian Sky departs from Miami, FL, on January 22. Additional fees and taxes apply. Book this travel deal by January 21."
free shipping,,True,CONSOLES,3,"Xbox One S 500GB, Forza Horizon 3 Hot Wheels",https://www.dealnews.com/Xbox-One-S-500-GB-Forza-Horizon-3-Hot-Wheels-for-180-free-shipping/2169545.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zullyhp0ooyxglusqjvs",$180,2018-01-02T05:58:21-05:00,2169545,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169545"">Microsoft Xbox One S Forza Horizon 3 Hot Wheels 500GB Console Bundle</a> in White for $199.99. Coupon code ""EMCPEPE52"" drops it to <b>$179.99</b>. With <strong>free shipping</strong>, that's $12 under our mention from two weeks ago and the best price we've seen. (It's the best deal today by $19.) Deal ends January 7.<br>
<br>
It features 4K Ultra HD video and Blu-ray support, High Dynamic Range, a streamlined wireless controller, integrated power supply, IR blaster, and vertical stand. The bundle includes downloads of Forza Horizon 3 and the Hot Wheels expansion."
free shipping,,,KEYBOARDS,3,Masione Mechanical Keyboard,https://www.dealnews.com/Masione-Mechanical-Keyboard-for-50-free-shipping/2169536.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxdlncu0yzf8laapdoq9",$50,2018-01-01T17:50:50-05:00,2169536,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169536"">Masione Mechanical Keyboard</a> for $81.99. Coupon code ""DPL4L6BJ"" drops it to <b>$49.99</b>. With <b>free shipping</b>, that's $32 off and the lowest price we could find. Features include blue switches, five backlight settings, three macro LEDs, and phone cradle. Deal ends January 14."
free shipping w/ $50,,True,CLOTHING & ACCESSORIES,5,Banana Republic Sale,https://www.dealnews.com/Banana-Republic-Sale-Extra-60-off-free-shipping-w-50/2169530.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dvhcll0wqzzeyxqkzmxo",Extra 60% off,2018-01-02T03:32:47-05:00,2169530,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169530"">Banana Republic</a> cuts an <strong>extra 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090732,2169530"">sale items</a>. (Discount applies in cart.) That's tied with last week's mention as the largest extra discount we've seen on sale items from Banana Republic since this promotion came around a year ago. Shipping adds <strong>$7</strong>, or spend $50 or more (before in-cart discount) to bag free shipping.<br>
<br>
Have your eye on newer styles instead? Take <b>40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090735,2169530"">regular-priced items</a> via coupon code ""BRFUTURE"". Some exclusions may apply. Both deals end January 2.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s299/Banana-Republic/"">Banana Republic Coupons</a>.</p>"
free shipping,,,WATCHES,3,Wenger Men's Silver Dial Leather Strap Watch,https://www.dealnews.com/Wenger-Mens-Silver-Dial-Leather-Strap-Watch-for-61-free-shipping/2169176.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugvev1gp5qayxlwuawp",$61,2018-01-01T17:50:15-05:00,2169176,"Certified Watch Store via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169176"">Wenger Men's Silver Dial Leather Strap Watch</a> for <strong>$60.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It features a stainless steel face, leather strap, quartz movement, and water resistance to 330 feet."
free shipping,,,ACCESSORIES,3,Alpine Swiss Men's Thermal Leather Gloves,https://www.dealnews.com/Alpine-Swiss-Mens-Thermal-Leather-Gloves-for-10-free-shipping/2169515.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f9fbt0rc5isgph7f8a8d",$10,2018-01-01T17:49:53-05:00,2169515,"Art of Deals via eBay continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169515"">Alpine Swiss Men's Dressy Thermal Lined Leather Wrist Strap Gloves</a> in Brown or Black for <strong>$9.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090678,2169515"">Alpine Swiss via Amazon</a> charges the same.) That's tied with last week's mention and the lowest price we could find today by $6. They're available in sizes S to XXL."
free shipping,,,SOCKS,3,Women's Sherpa Non-Skid Slipper Socks 2pk,https://www.dealnews.com/Womens-Sherpa-Non-Skid-Slipper-Socks-2-pk-for-10-free-shipping/2169467.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mgsm03aawe7c01wsu70t",$10,2018-01-01T17:48:17-05:00,2169467,"Deal Genius offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169467"">Women's Sherpa Lined Non-Skid Slipper Socks 2-Pack</a> in Navy/Gray or Red/White for <b>$9.99</b> with <b>free shipping</b>. That's the lowest price we could find by $15. They fit women's shoe sizes 4 to 10."
$9 shipping,,True,CONSOLES,3,Used Nintendo Wii U 32GB Console,https://www.dealnews.com/Used-Nintendo-Wii-U-32-GB-Console-for-130-9-s-h/2169518.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",$130,2018-01-02T04:06:20-05:00,2169518,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169518"">Nintendo Wii U 32GB Console</a> in Black for <strong>$129.99</strong> plus <strong>$8.99</strong> for shipping. That's $36 under our November refurb mention (although that came bundled with a game) and the lowest price we've seen for this console in any condition. (It's $41 below the best deal for a refurb now.) The console includes the Wii U GamePad controller and sensor bar.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090687,2169518"">Nintendo Wii U 8GB Console</a> in White for <b>$109.99</b>. Choose in-store <b>pickup</b> to avoid the $7.49 shipping fee. That's the best deal we could find for a used unit today by $129 and the lowest price we've seen for it in any condition.<br>
<br>
Note: No warranty information for either item is provided; however, each item is covered by a 7-day money-back guarantee."
pickup at GameStop,,True,CONSOLES,4,Refurb Nintendo DS Game Systems,https://www.dealnews.com/Refurb-Nintendo-DS-Game-Systems-from-15-pickup-at-Game-Stop/2169512.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/og2ihiilm2wck2xjl4hw",from $15,2018-01-02T03:47:11-05:00,2169512,"GameStop offers a selection of refurbished Nintendo DS game systems from <strong>$14.99</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. The deals:
<ul>
 <li>Refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090693,2169512"">Nintendo DS Lite Game System</a> for <strong>$14.99</strong> ($20 off)
 </li>
 <li>refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090675,2169512"">Nintendo DSi Game System</a> for <strong>$19.99</strong> ($20 off)
 </li>
 <li>refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169512"">Nintendo DSi XL Game System</a> for <strong>$29.99</strong> (pictured, $20 off)
 </li>
</ul>
Note: No warranty info is provided."
,,,THINGS TO DO,2,"Jabbawockeez ""Jreamz"" Ticket in Las Vegas",https://www.dealnews.com/Jabbawockeez-Jreamz-Ticket-in-Las-Vegas-from-63/2169521.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cj8apauoknoxbnkzgva0",from $63,2018-01-01T20:52:33-05:00,2169521,"Travelzoo offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169521"">Ticket to Jabbawockeez ""Jreamz""</a> at the MGM Grand Hotel in Las Vegas, NV, with prices starting from <strong>$49.78</strong> plus <strong>$13.44</strong> in taxes and service fees. That's $36 off list and the lowest price we could find. The Jabbawockeez are currently known for their recent appearance in Aziz Ansari's Master of None: Season 2, and perform most Thursdays through Mondays. Book this travel deal by February 20 for shows through December 31."
