category,shipping,time_published,uuid,price,editors_choice,picture_url,time_modified,description,hotness,url,title
ACCESSORIES,free shipping,2018-01-05T15:25:52-05:00,2172809,$30,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpd7zxooywxg1ld3knyc",,"Filthy Etiquette via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172809"">Filthy Etiquette Tie with Matching Pocket Square Combo</a> in several styles (Enodoc pictured) for $39.99. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098571,2172809"">Add five combos</a> to your cart for $199.95 and apply coupon code ""FE55"" to cut that to <strong>$30</strong>. With <strong>free shipping</strong>, that's a savings of $170 and the lowest price we could find. Deal ends January 7.",3,https://www.dealnews.com/5-Filthy-Etiquette-Ties-w-5-Pocket-Squares-for-30-free-shipping/2172809.html,5 Filthy Etiquette Ties w/ 5 Pocket Squares
LAPTOPS,free shipping,2018-01-05T15:21:18-05:00,2172818,$400,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zwe8ywbnknctkrpcbudy",,"Dell Home, via its Member Purchase Program, offers its 5-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172818"">Dell Inspiron 15 3000 Series Intel Skylake Core i3 2GHz 15.6"" Touchscreen Laptop</a> in Black for <b>$399.99</b> with <strong>free shipping</strong>. That's $130 off list and the lowest price we could find, although we saw it for $8 less last week. It features an Intel Core i3-6006U 2GHz Skylake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit touchscreen LCD, 8GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, HDMI, USB 3.0, 4-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit. Deal ends January 31.",2,https://www.dealnews.com/Dell-Inspiron-Skylake-i3-16-Touch-Laptop-for-400-free-shipping/2172818.html,"Dell Inspiron Skylake i3 16"" Touch Laptop"
CONSOLES,free shipping,2018-01-05T15:19:50-05:00,2172797,$235,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnko912lbmzvp6i5oa9x",,"Blinq offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172797"">Nintendo Switch Console with Red and Blue Joy-Con</a> for $313.59. Coupon code ""NEWSJAN25"" cuts it to <b>$235.19</b>. With <b>free shipping</b>, that's $7 under yesterday's refurb mention of another color and the lowest price we've seen for this console in any condition. (It's $64 less than you'd pay for a new one today.) Deal ends January 31, although it will likely sell out quickly.<br>
<br>
Note: No warranty information is provided, but it's covered by Blinq's 30-day money-back guarantee.",4,https://www.dealnews.com/Refurb-Nintendo-Switch-Console-for-235-free-shipping/2172797.html,Refurb Nintendo Switch Console
PANTS,free s&h w/beauty item,2018-01-05T15:19:46-05:00,2172767,$18,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odqgoppkh56trymzjwxe",,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172767"">Alfani Men's Slim-fit Cotton Stretch Pants</a> for $21.99. Coupon code ""WKND"" drops it to <strong>$17.59</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098451,2172767"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $17 off list and the lowest price we could find, although we saw them for $3 less in November. They're available in select sizes from 30x28 to 40x32. Deal ends January 7.",3,https://www.dealnews.com/Alfani-Mens-Slim-fit-Cotton-Stretch-Pants-for-18-free-s-h-w-beauty-item/2172767.html,Alfani Men's Slim-fit Cotton Stretch Pants
TOYS & HOBBIES,pickup at Walmart,2018-01-05T15:19:39-05:00,2172779,$4,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyx80gv3xl5u0miz4frn",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172779"">Crayola Long Colored Pencils 50-Pack</a> for $6.26. Choose in-store <strong>pickup</strong> to drop the price to <strong>$3.97</strong> and avoid the $5.99 shipping fee. That's tied with last month's mention at 8 cents per pencil and the lowest price we could find by $4. It contains 50 pre-sharpened pencils in a range of colors.",2,https://www.dealnews.com/Crayola-Long-Colored-Pencils-50-Pack-for-4-pickup-at-Walmart/2172779.html,Crayola Long Colored Pencils 50-Pack
IPHONE CASES,free shipping,2018-01-05T15:05:38-05:00,2172785,$30,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s53ls2acg01jyw2tjcag",,"TechRabbit offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172785"">Mophie Juice Pack Wireless Charging Case and Universal Charging Base for iPhone 6/6s</a> in Black for <b>$29.99</b> with <strong>free shipping</strong>. That's the lowest price we could find by $34. The base wirelessly charges both your iPhone and the battery case simultaneously. It features a 1,560mAh battery case, charging base with magnetic mount, and micro-USB cable.<br>
<br>
Also available is the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098514,2172785"">iPhone 6 Plus/6s Plus version</a> in Black for <b>$29.99</b> with <b>free shipping</b>. That's the best deal we could find by $5. Its features are similar to those above, except it includes a 2,420mAh battery case. Both deals end January 18.<br>
<br>
Note: Both items are covered by a 1-year TechRabbit warranty.",3,https://www.dealnews.com/Refurb-Mophie-iPhone-6-Wireless-Charging-Base-for-30-free-shipping/2172785.html,Refurb Mophie iPhone 6 Wireless Charging Base
CAMPING & OUTDOORS,free shipping w/ $50,,2172791,Extra 25% off 5 brands,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dlixh8g8kx9q1qyrjwnl",2018-01-05T17:13:48-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172791"">REI Garage</a> cuts an <strong>extra 25% off</strong> select merchandise from <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098523,2172791"">five brands</a>. (The discount applies in cart.) Choose in-store <strong>pickup</strong> where available to avoid the $5.99 shipping fee, or get free shipping on orders of $50 or more. Eligible brands are Chaco, Deuter, ENO, Manduka, and REI Co-op. Deal ends January 8.",4,https://www.dealnews.com/REI-Garage-coupon-Extra-25-off-5-brands-free-shipping-w-50/2172791.html,REI Garage coupon
COATS,free shipping,2018-01-05T14:39:26-05:00,2172788,$15,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgvaz6fvtl3nwkezpwf5",,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172788"">ASICS Men's Packable Jacket</a> in Neon Lime for $19.99. Coupon code ""DN15"" drops it to <b>$15</b>. With <b>free shipping</b>, that's $25 off list and the lowest price we could find, although we saw it for a buck less in October. It's available in sizes M to XL. Deal ends January 11.",4,https://www.dealnews.com/ASICS-Mens-Packable-Jacket-for-15-free-shipping/2172788.html,ASICS Men's Packable Jacket
DVD & HD MOVIE RENTALS,,2018-01-05T14:35:45-05:00,2172782,free,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zauedfpby1pazbv9g99u",,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172782"">Redbox</a> offers a coupon code good for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098502,2172782"">1-night Blu-ray, DVD, or video game rental</a> for <strong>free</strong> when you text ""Valpak"" to 727272. (It can be used online or at Redbox locations.) That's the best Redbox coupon we've seen since July. (Most free coupons only apply to DVDs and take just $1.50 off other items.) The coupon code you'll receive expires February 28.",5,https://www.dealnews.com/Redbox-1-Night-Movie-or-Game-Rental-for-free/2172782.html,Redbox 1-Night Movie or Game Rental
AUTOMOTIVE,free shipping,2018-01-05T14:35:30-05:00,2172752,$40,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qljfjyokyz1d5hnxqm60",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172752"">Stanley FatMax 350-amp Jump Starter with Compressor</a> for <strong>$39.98</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9, although it was $4 less in November. It features an output of 350 amps (700 amps peak), 120 psi compressor, and pivoting LED light.",4,https://www.dealnews.com/Stanley-Fat-Max-350-A-Jump-Starter-for-40-free-shipping/2172752.html,Stanley FatMax 350A Jump Starter
WATCHES,free shipping,2018-01-05T14:29:08-05:00,2172764,$199,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mohh7upsrdtaxr23emdv",,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172764"">Edox Men's Les Vauberts Chronograph Watch</a> for $403.60. Coupon code ""DNLESVB199"" cuts that to <strong>$199</strong>. With <strong>free shipping</strong>, that's $810 off list and the lowest price we could find. It features a sapphire crystal, stainless steel case, leather strap, Swiss quartz movement, and water resistance to 165 feet. Deal ends January 10.",3,https://www.dealnews.com/Edox-Mens-Les-Vauberts-Chronograph-Watch-for-199-free-shipping/2172764.html,Edox Men's Les Vauberts Chronograph Watch
CAMPING & OUTDOORS,free shipping,2018-01-05T14:26:08-05:00,2172776,$70,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drhpdk37bruiy8ddlqgh",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172776"">Lifetime Kids' Youth Wave 6-Foot Hard Shell Kayak with Paddle</a> in Pink for <strong>$70</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098484,2172776"">Amazon</a> has it for the same.) That's tied with last month's mention as the lowest price we've seen. (It's the best deal today by $36.) It's designed for kids ages five and up or up to 130 lbs. Other features include molded finger handles on each side of the kayak, multiple footrest positions, and a molded paddle cradle.",2,https://www.dealnews.com/Lifetime-Kids-Youth-Wave-Kayak-w-Paddle-for-70-free-shipping/2172776.html,Lifetime Kids' Youth Wave Kayak w/ Paddle
MAGAZINES,,2018-01-05T14:18:17-05:00,2172773,12 issues for free,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbf9ne9d1qdbootf33hd",,"Mercury Magazines offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172773"">Cosmopolitan Magazine 1-Year Subscription</a> (12 issues) for <b>free</b> when you complete this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098472,2172773"">short form</a>. That's tied with our mention from a month ago, a current best by $5, and the lowest price we've seen for a 1-year subscription.",3,https://www.dealnews.com/Cosmopolitan-Magazine-1-Year-Subscription-12-issues-for-free/2172773.html,Cosmopolitan Magazine 1-Year Subscription
MAGAZINES,,2018-01-05T14:17:54-05:00,2172755,Subscriptions for $5/year,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gji2hlfe0rvmhk2np2tl",,"DiscountMags cuts prices on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098412,2172755"">more than 100 magazine subscriptions</a> to <strong>$5 per year</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098406,2172755"">Great Big $5 Sale</a>. Deal ends January 8. A couple of best bets (scroll down to see them):
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098409,2172755"">Golfweek 1-Year Subscription</a> for <strong>$5</strong> (14 issues, low by $25)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172755"">GQ 1-Year Subscription</a> for <strong>$5</strong> (pictured, 11 issues, low by $5)
 </li>
</ul>",3,https://www.dealnews.com/Discount-Mags-Great-Big-5-Sale-Subscriptions-for-5-year/2172755.html,DiscountMags Great Big $5 Sale
ACTIVEWEAR,pickup at Walmart,2018-01-05T14:10:21-05:00,2172761,$5,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zenbpfeg0zwnl2gky0qm",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172761"">Athletic Works Women's Colorblocked Capris</a> in several colors (Black/Merlot pictured) for <strong>$5</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $5 off list and the lowest price we could find. They're available in select sizes from XS to XL.",3,https://www.dealnews.com/Athletic-Works-Womens-Colorblocked-Capris-for-5-pickup-at-Walmart/2172761.html,Athletic Works Women's Colorblocked Capris
SHAVING & GROOMING,free shipping,2018-01-05T14:00:14-05:00,2172758,$8,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpncfjvgbzef8q5v8vzl",,"Healthcareplus1 via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172758"">Derby Premium Super Stainless Double-Edge Razor Blades 100-Pack</a> for <strong>$7.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It includes 20 5-count dispensers.",3,https://www.dealnews.com/Derby-Premium-Razor-Blades-100-Pack-for-8-free-shipping/2172758.html,Derby Premium Razor Blades 100-Pack
BLUETOOTH HEADSETS,free shipping,2018-01-05T13:51:25-05:00,2172749,$10,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ygvkctzrprbaiiukq7en",,"TechRabbit offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172749"">Plantronics M90 HD Bluetooth Headset</a> in Black for <strong>$9.99</strong> with <strong>free shipping</strong>. That's $5 below our July mention of a <i>refurb</i> and $5 under the lowest price we could find for a refurb today. It features noise cancellation and music controls. Deal ends January 18.<br>
<br>
Note: A 1-year TechRabbit warranty is included.",3,https://www.dealnews.com/Used-Plantronics-M90-HD-Bluetooth-Headset-for-10-free-shipping/2172749.html,Used Plantronics M90 HD Bluetooth Headset
AUTOMOTIVE,free shipping,2018-01-05T13:43:51-05:00,2172746,$48,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/khvlpxxeskqdz3ncw1hs",,"Sebikam Tech via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172746"">Sebikam 1080p DVR Super-Wide Car Dashboard Camera with Rear-View Camera</a> for $84.99. Coupon code ""6CXDO72D"" knocks that to <strong>$48.44</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $37 off, and the lowest price we could find. It features a 4"" LCD, 170° wide-angle lens, 1080p video capture, G-sensor, motion detection, night vision, microSD card slot, and USB. It comes with a car charger and VGA rear-view camera with 120° wide-angle lens. Deal ends March 31.",3,https://www.dealnews.com/Sebikam-1080-p-DVR-Car-Dash-Cam-w-Rear-Camera-for-48-free-shipping/2172746.html,Sebikam 1080p DVR Car Dash Cam w/ Rear Camera
GARDEN TOOLS,free shipping,2018-01-05T13:41:03-05:00,2172704,$43,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y2ytgshcybhabve5jra8",,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172704"">Black &amp; Decker 12-amp Blower/Vacuum/Mulcher</a> for <strong>$42.98</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098181,2172704"">Amazon</a> charges the same for Prime members only.) That's the lowest price we could find by $5. It features two blow speeds and is capable of reducing 10 bags of leaves to one.",3,https://www.dealnews.com/Black-Decker-12-A-Blower-Vacuum-Mulcher-for-43-free-shipping/2172704.html,Black & Decker 12A Blower/Vacuum/Mulcher
